Gene = NUCB1
index = 1307
Annotated 5SS: [388]
Annotated 3SS: [2726]
SMsplice 5SS: [388]
SMsplice 3SS: [2726]
top_k =  100
Partition function (log Z): -4.764710425532221

Sorted 5' Splice Sites (High to Low Probability):
Position 388: 0.9910802199941922
Position 2601: 0.17813974311022795
Position 1418: 0.02135969772359325
Position 350: 0.006594365966866024
Position 592: 0.006152531059216398
Position 1585: 0.004198341200758234
Position 1308: 0.003919865616272878
Position 2001: 0.0029557235124643877
Position 1189: 0.002954876104716575
Position 613: 0.0026894429345253367
Position 644: 0.0025159852303132738
Position 392: 0.002323993042580446
Position 1960: 0.002158873028059479
Position 1332: 0.0020672503087955517
Position 1883: 0.0018489780330517222
Position 11: 0.0017192580712535642
Position 1855: 0.0015106592455069344
Position 686: 0.0014455220515787659
Position 606: 0.0013797496158178871
Position 1255: 0.0009399519731402383
Position 641: 0.0008873254122928335
Position 756: 0.0007175103294026146
Position 650: 0.0005733205579467387
Position 1392: 0.0005536224754444484
Position 36: 0.00047456273934962415
Position 631: 0.000410630658860364
Position 148: 0.00032440540274511346
Position 16: 0.0003207761000140685
Position 109: 0.0001619024067722551
Position 6: 5.3121878767555965e-05
Position 116: 3.420435127759754e-05
Position 157: 8.794431271256423e-06
Position 68: 3.345828424424087e-06
Position 85: 2.355121751601989e-06
Position 316: 9.150149152653906e-07
Position 294: 3.876739289224129e-07
Position 418: 5.484436755361952e-08
Position 60: 2.722402708253039e-08
Position 345: 1.927523787770145e-08
Position 494: 1.040004642575226e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2726: 0.9535371820750144
Position 479: 0.09489685459456516
Position 2462: 0.08070276778030742
Position 2389: 0.06584943445164988
Position 2357: 0.019111515384055474
Position 954: 0.008928031008833895
Position 1161: 0.003740864705768957
Position 566: 0.002578914805335372
Position 440: 0.0018661045798806114
Position 1215: 0.0017925457806226997
Position 73: 0.0015604514075730064
Position 4420: 0.0015524607165897663
Position 1142: 0.0013183330156974417
Position 1336: 0.00113853064629911
Position 85: 0.0009494920469467449
Position 1193: 0.0009230218039228052
Position 222: 0.0005897056483154579
Position 1908: 0.0005045042796376956
Position 604: 0.0003204416216884159
Position 661: 0.00021209456617157205
Position 879: 0.00010790550930372982
Position 1417: 7.962294036689494e-05
Position 1458: 7.26597634690048e-05
Position 671: 6.253248505590292e-05
Position 1167: 5.749692547538805e-05
Position 531: 2.5780742274289028e-05
Position 142: 1.5314177173630441e-06
Position 109: 7.873557563566615e-07
Position 243: 1.99891577244674e-07
Position 153: 1.8369271614776988e-07
Position 126: 1.8168736247520837e-07
Position 228: 8.13082100486883e-08
Position 231: 4.8651004549799456e-08
Position 357: 4.2710244380848104e-08
Position 354: 3.5607198560467155e-09
