Gene = ERR
index = 1145
Annotated 5SS: [1105 2188]
Annotated 3SS: [1628 2243]
SMsplice 5SS: [1105 2188]
SMsplice 3SS: [1628 2243]
top_k =  100
Partition function (log Z): -5.880900500245964

Sorted 5' Splice Sites (High to Low Probability):
Position 2188: 0.9842006429844349
Position 1105: 0.6635466148196906
Position 493: 0.2884688927583965
Position 729: 0.020752233654174786
Position 31: 0.01764832493811621
Position 144: 0.016362210855321562
Position 497: 0.01362886225207504
Position 1323: 0.010315810625576582
Position 298: 0.00898746145365348
Position 883: 0.008533718451650817
Position 151: 0.007606228846728843
Position 746: 0.00694397060443331
Position 403: 0.006572407662142468
Position 26: 0.004055347694285443
Position 1328: 0.003881520776300276
Position 877: 0.003611984271108188
Position 843: 0.003186035425404854
Position 1406: 0.003026016307671294
Position 436: 0.0024975817216779882
Position 994: 0.0022068223620640565
Position 1990: 0.001980678713822329
Position 2601: 0.0018383759286858996
Position 380: 0.0014814732295484443
Position 164: 0.001043765190560938
Position 2111: 0.0006062544567312918
Position 3220: 0.0005272067194130349
Position 710: 0.000469035632684503
Position 2502: 0.0004099801307548374
Position 2265: 0.00032863090125987115
Position 1907: 0.00030076185951069767
Position 2379: 0.00023019712653591753
Position 36: 0.0001858044903030336
Position 3202: 0.00015351293877266598
Position 444: 0.0001297389577951232
Position 255: 0.00012260577388431982
Position 2248: 0.00010601876388104292
Position 2036: 9.792229869641373e-05
Position 3149: 6.526503162161046e-05
Position 3: 2.04022966163058e-05
Position 12: 1.1702513564587022e-05
Position 311: 4.601076499977644e-06
Position 5: 2.76917184066628e-06
Position 10: 2.3516600148346467e-06
Position 236: 1.927584241666529e-06
Position 2024: 3.4904876125590805e-07
Position 1771: 2.0742465704429987e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9920840964364763
Position 1628: 0.9287084989159837
Position 211: 0.02484039763160808
Position 955: 0.020606582087509345
Position 977: 0.018352246480782253
Position 1677: 0.016332937796581102
Position 986: 0.013150418709228574
Position 162: 0.008149488005045816
Position 1245: 0.008109198265611123
Position 453: 0.007719858559916273
Position 801: 0.007030453349230907
Position 1557: 0.005321227841197621
Position 773: 0.005106140405697148
Position 1633: 0.004182178031752108
Position 1364: 0.0032970362635552867
Position 881: 0.0032087770557046877
Position 812: 0.0030583202767507714
Position 1008: 0.0030354440125047303
Position 699: 0.0029238689672823575
Position 2663: 0.0023097202448415653
Position 104: 0.0014753790995800991
Position 675: 0.0011240618715565062
Position 2318: 0.0010432643955140734
Position 2246: 0.000891490890986727
Position 1047: 0.0008847759290615017
Position 777: 0.0008712975819743451
Position 824: 0.0007983903250664177
Position 3278: 0.0007459846898073114
Position 508: 0.0005925374439980903
Position 2643: 0.00016883294113508943
Position 1231: 3.132287962532619e-05
