Gene = Ced-12
index = 1065
Annotated 5SS: [ 225 1529 2141]
Annotated 3SS: [ 517 1588 2203]
SMsplice 5SS: [ 225 1529 2141]
SMsplice 3SS: [ 517 1588 2203]
top_k =  100
Partition function (log Z): 2.5344241763903126

Sorted 5' Splice Sites (High to Low Probability):
Position 1529: 0.9988658108288886
Position 225: 0.9914195025546173
Position 2141: 0.9505574288076825
Position 603: 0.2260690615142458
Position 1726: 0.08082263589598228
Position 989: 0.07628519337876008
Position 2630: 0.059202980637032
Position 2428: 0.03945968290846055
Position 916: 0.012091991957586385
Position 2284: 0.009562461866147105
Position 2357: 0.00845140570851568
Position 542: 0.004369311658241085
Position 1775: 0.003618296088175989
Position 229: 0.0031026019792102758
Position 2883: 0.003039938441528668
Position 697: 0.003014995849866999
Position 1021: 0.002353872453025489
Position 518: 0.002057621164270626
Position 2134: 0.0016041290612587129
Position 800: 0.0014848845178912
Position 734: 0.0011777881645807329
Position 955: 0.0008316448140267094
Position 470: 0.0005841206920401401
Position 301: 0.0004387516828420048
Position 1485: 0.00031044409173501113
Position 415: 0.0002518837088042176
Position 1720: 0.00010794680928966564
Position 420: 6.370179413801269e-05
Position 407: 2.9127948547929738e-05
Position 2065: 1.868364897171229e-05
Position 2554: 9.550269129309775e-06
Position 134: 5.808778777234381e-06
Position 2256: 5.761728423621461e-06
Position 409: 5.149061639841972e-06
Position 321: 5.039098107235656e-06
Position 1909: 3.435862244563909e-06
Position 347: 2.4635019443507738e-06
Position 2042: 2.4476020460649065e-06
Position 190: 2.1051224344416237e-06
Position 1260: 2.0719502972219203e-06
Position 311: 1.4481603429811732e-06
Position 152: 1.3448715472356423e-06
Position 401: 1.1475611271992196e-06
Position 1589: 9.129128884500063e-07
Position 274: 8.85940140394042e-07
Position 12: 7.575364682577322e-07
Position 57: 1.1886654165950324e-08
Position 1733: 1.5339933127687598e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1588: 0.9938470222178103
Position 517: 0.9546293814228245
Position 2203: 0.9514863667100134
Position 1092: 0.19185292997906
Position 2748: 0.11411732265645774
Position 1785: 0.07213142160963158
Position 654: 0.06973296132077436
Position 660: 0.044120751743725366
Position 866: 0.014871828691356474
Position 675: 0.012717859292787173
Position 1159: 0.009010904241576788
Position 1196: 0.005897098098319712
Position 2824: 0.005158812629972643
Position 311: 0.004891228046473472
Position 1998: 0.004268016101101938
Position 579: 0.003906462910690869
Position 969: 0.0038475090018813387
Position 1597: 0.0029061626753228006
Position 1641: 0.0027983279825285717
Position 2939: 0.0026015374056302114
Position 474: 0.0019341859153113085
Position 1461: 0.001859259750608573
Position 1995: 0.001834880557817092
Position 2697: 0.0018141858098856172
Position 819: 0.00165246646905247
Position 2501: 0.001011876644723848
Position 1031: 0.0009480890187323346
Position 491: 0.0006443124448338716
Position 2244: 0.0005550653520859383
Position 603: 0.000542593018384975
Position 720: 0.0005344669255169232
Position 1904: 0.0005308890439097184
Position 271: 0.00046260994003280084
Position 2954: 0.000438401035898456
Position 554: 0.0003663049382515339
Position 2019: 0.00033121781281200533
Position 321: 0.0003223150234003646
Position 1938: 0.0002963888336500304
Position 528: 0.0002278771993554674
Position 350: 5.178667195633228e-05
Position 407: 4.8758719866784214e-05
Position 274: 3.790272363869346e-05
Position 369: 3.088208948256962e-05
Position 333: 1.573180101765877e-05
Position 318: 3.816873615717512e-06
Position 373: 2.777215902653348e-06
Position 355: 1.9165911264576483e-06
Position 424: 1.715569134495988e-06
Position 347: 1.600280390682563e-06
Position 2357: 6.361563903292025e-08
