Gene = Grip71
index = 1202
Annotated 5SS: [ 282  636 1540]
Annotated 3SS: [ 340  697 1594]
SMsplice 5SS: [282 636]
SMsplice 3SS: [ 340 1594]
top_k =  100
Partition function (log Z): -0.05756520245866248

Sorted 5' Splice Sites (High to Low Probability):
Position 636: 0.9945618113151731
Position 282: 0.9850541178059825
Position 1544: 0.28375053951756474
Position 4: 0.08426960266398453
Position 844: 0.03593791137186443
Position 1550: 0.026605699911151512
Position 1228: 0.012932661140138309
Position 1986: 0.011652993874665793
Position 293: 0.0083921018489589
Position 1497: 0.006329739110385636
Position 2205: 0.006136818127448379
Position 985: 0.0038535129398694647
Position 873: 0.003496216053999228
Position 427: 0.0033422887343215486
Position 1805: 0.002829734282719593
Position 2225: 0.0015006399392312447
Position 590: 0.0013296074093065548
Position 1147: 0.001091111245365097
Position 1126: 0.0010347441392308324
Position 1348: 0.0009415228649068034
Position 975: 0.0007751266841493397
Position 1223: 0.0007743843995242546
Position 66: 0.0004269490435322913
Position 1200: 0.00042048293901681517
Position 227: 0.00038800193938127016
Position 431: 0.0002979162327483187
Position 35: 8.069515252143732e-05
Position 362: 3.9550363195166534e-05
Position 160: 3.4767961802058225e-05
Position 314: 3.2273182158082774e-05
Position 251: 2.652789263318873e-05
Position 546: 1.3656303257830239e-05
Position 1753: 8.794575213357312e-06
Position 64: 7.879133458458911e-06
Position 98: 7.663856658574392e-06
Position 1207: 6.326815185048537e-06
Position 879: 5.621994478721031e-06
Position 154: 5.569712976757025e-06
Position 1177: 5.546342856955609e-06
Position 1071: 5.223229320278091e-06
Position 640: 2.898424350604689e-06
Position 109: 9.546728324496293e-07
Position 122: 3.8583124267889576e-07
Position 559: 3.6309193056130975e-07
Position 215: 9.950786185597157e-09
Position 221: 3.2065357048721532e-09
Position 196: 6.625609972213783e-12
Position 164: 2.464382026775752e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.9949078459523957
Position 1594: 0.9591608766562809
Position 697: 0.307413098683753
Position 79: 0.06719587712052927
Position 785: 0.031371444300144
Position 1476: 0.027881314576360273
Position 1396: 0.02673509130425858
Position 759: 0.01968000764569027
Position 196: 0.012566107013703594
Position 2049: 0.006562525608815794
Position 2381: 0.005694927873437049
Position 1857: 0.003923528674564492
Position 474: 0.003078932594182287
Position 2430: 0.0025481329211414295
Position 2305: 0.002103243839001552
Position 2046: 0.0019947348495042054
Position 154: 0.0017011426290582366
Position 2361: 0.0009354682605828015
Position 172: 0.0009101411138070348
Position 2287: 0.00041861544540064194
Position 762: 0.00040142274273140553
Position 1308: 0.0002992868229562013
Position 148: 0.00024791460442641106
Position 811: 0.00022584927811181567
Position 506: 0.00015827313250262672
Position 179: 0.0001466913043666327
Position 47: 0.00012111103568358066
Position 405: 8.136387820251958e-06
Position 553: 6.132252513382188e-06
Position 418: 4.889641073502088e-06
Position 366: 3.0485693013489e-06
Position 606: 2.1645564308205506e-06
Position 609: 1.6003390535642252e-06
Position 628: 7.920284793340253e-07
Position 160: 3.799881101202682e-07
Position 265: 1.974909316947238e-07
