Gene = Orc5
index = 1345
Annotated 5SS: [1298]
Annotated 3SS: [1350]
SMsplice 5SS: [1298]
SMsplice 3SS: [1350]
top_k =  100
Partition function (log Z): -3.932251636428876

Sorted 5' Splice Sites (High to Low Probability):
Position 1298: 0.9996792190873499
Position 794: 0.03075013307604847
Position 288: 0.02127675778366989
Position 658: 0.018430350207755644
Position 1594: 0.007925951952353722
Position 860: 0.0067917721001044635
Position 1591: 0.006602548996036018
Position 54: 0.005535962868243762
Position 84: 0.002957159559338917
Position 1441: 0.0005696449555213361
Position 1642: 0.000371084604495582
Position 1445: 0.0002161974907478774
Position 611: 0.000182979298992712
Position 1606: 0.00015320667989233758
Position 1302: 0.00013903025083066952
Position 1535: 8.719451314886125e-05
Position 1483: 8.201949670198725e-05
Position 118: 5.999957096843117e-05
Position 1569: 4.0188257831512666e-05
Position 1632: 1.4698157320492852e-05
Position 1280: 7.25302220335763e-07
Position 1237: 6.308448351351694e-08
Position 817: 1.7257333073211972e-09
Position 477: 3.961094214194217e-12
Position 572: 1.65457833077844e-12
Position 662: 6.547621832521539e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1350: 0.9688046994756766
Position 1202: 0.043052296270317376
Position 1394: 0.01768765151235369
Position 1432: 0.011446848915434954
Position 1066: 0.009663902279585523
Position 1679: 0.008641515672215308
Position 935: 0.006830068216075233
Position 1655: 0.005538804953155529
Position 717: 0.004277116501579928
Position 136: 0.004016514229496552
Position 917: 0.0038550025340018243
Position 790: 0.002073328819001672
Position 1714: 0.0019053878699108872
Position 745: 0.001580340481400231
Position 1470: 0.001443096250057888
Position 793: 0.0013305387565629393
Position 679: 0.001261850265869944
Position 637: 0.001236312265140653
Position 170: 0.001146830534897893
Position 398: 0.0008232943788237133
Position 1121: 0.0006852762804006906
Position 476: 0.0006727741778423284
Position 455: 0.000637470314174046
Position 1206: 0.00048655214956092074
Position 433: 0.00041946051475713636
Position 1502: 0.00036762324212199094
Position 344: 0.0002625775151928893
Position 354: 0.0002445225895277332
Position 853: 0.0002097690270626234
Position 190: 0.00020535859137600464
Position 520: 0.00019624789009214214
Position 706: 0.00017677249654249867
Position 1544: 0.00015567719578310626
Position 817: 0.00011399975699734617
Position 327: 0.00010190520032964074
Position 490: 7.947973743250684e-05
Position 640: 7.499704719214257e-05
Position 114: 5.108637059843256e-05
Position 368: 3.8508730177745203e-05
Position 1581: 3.6464083396610725e-05
Position 1635: 3.4965933943143764e-05
