Gene = Rchy1
index = 1416
Annotated 5SS: [ 141 2408 5115 5347 5954]
Annotated 3SS: [1529 4952 5187 5674 6021]
SMsplice 5SS: [ 119 2408 5115 5347 5954]
SMsplice 3SS: [2071 4952 5187 5674 6021]
top_k =  100
Partition function (log Z): 10.79236964547686

Sorted 5' Splice Sites (High to Low Probability):
Position 5954: 0.9990144243855683
Position 5115: 0.9146609311665201
Position 2408: 0.879535428358261
Position 5347: 0.772844968333395
Position 119: 0.38767615539822986
Position 755: 0.2649877276876376
Position 5399: 0.2107731007109458
Position 767: 0.1870150141870259
Position 1122: 0.10892809025169857
Position 521: 0.08847651366289934
Position 5110: 0.08391615309864561
Position 1088: 0.028935747626285632
Position 343: 0.02102944142422452
Position 141: 0.01697795442126443
Position 505: 0.016846952009957783
Position 1057: 0.015792681835691703
Position 533: 0.010153370495949172
Position 529: 0.006248647321977333
Position 5299: 0.006098338022273679
Position 517: 0.005559971585612548
Position 525: 0.005440873308536226
Position 5355: 0.0024463014891404965
Position 905: 0.0024366846360047547
Position 121: 0.002287069261028197
Position 6418: 0.0018150969758087188
Position 34: 0.001473789357776053
Position 6138: 0.001229088073004808
Position 5100: 0.0009661141442370931
Position 287: 0.0008874056590280569
Position 5908: 0.0007297965984577252
Position 537: 0.0005133884766490024
Position 6245: 0.00045646408072843735
Position 157: 0.0004056719560182294
Position 5403: 0.00035890277474127436
Position 160: 0.00029718451159106886
Position 5351: 0.00019253944415010058
Position 234: 0.0001780710783729209
Position 6306: 0.00010555067339683397
Position 5073: 0.00010027259314515221
Position 5273: 4.683088663877719e-05
Position 5860: 4.147361643110256e-05
Position 6431: 1.3936956326579348e-05
Position 5252: 9.318250003248099e-06
Position 6553: 5.0073534508414375e-06
Position 629: 2.1533415945333285e-06
Position 5864: 8.819175285235243e-08
Position 6057: 7.100297725993607e-08
Position 5897: 6.095736027494684e-09
Position 5571: 3.1765889879232468e-09
Position 369: 3.1168964027468736e-09
Position 375: 2.292796276917469e-09
Position 125: 1.6762202019357506e-09
Position 123: 8.146966422310329e-10
Position 155: 6.549250263603677e-10
Position 65: 1.7222474450955884e-10
Position 128: 4.0485363281873315e-11
Position 110: 1.4087597003603235e-11
Position 62: 5.0692600295553735e-12
Position 42: 3.673969219049117e-12
Position 5782: 2.402334150352694e-14
Position 5674: 1.6054986560611156e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5187: 0.9997870418949381
Position 4952: 0.9996570070707695
Position 6021: 0.9988500561907404
Position 5674: 0.9097425690789601
Position 816: 0.47643150898027314
Position 638: 0.19562769276274972
Position 2071: 0.1800332192482899
Position 5511: 0.07017499528372362
Position 1186: 0.05305159282797854
Position 1157: 0.028935747626285657
Position 857: 0.02647462440712728
Position 1878: 0.022443155610198988
Position 1121: 0.02092540128439846
Position 1806: 0.01792230904872506
Position 794: 0.012525385825438879
Position 5547: 0.008890082536912116
Position 205: 0.006711458964034049
Position 193: 0.0066387322887600875
Position 1241: 0.003559752931129018
Position 5601: 0.002654576732479795
Position 6482: 0.00186733512547986
Position 5833: 0.001167011968500923
Position 6057: 0.0010225370138689418
Position 442: 0.0008050952512017663
Position 6290: 0.0007082218610566077
Position 6194: 0.0005377301867796863
Position 6200: 0.0004154283009429084
Position 6090: 0.00011671862677035345
Position 5162: 7.901142526816085e-05
Position 5325: 5.606867336395468e-05
Position 6613: 4.699224322108291e-05
Position 6403: 2.4819571083512132e-05
Position 6437: 1.5239315406913812e-05
Position 6553: 9.448511722907963e-06
Position 5389: 1.8864821186938684e-06
Position 412: 1.5221861009504428e-07
Position 336: 1.3692506306885415e-07
Position 453: 3.0444122655497804e-08
