Gene = flr
index = 1702
Annotated 5SS: [ 133  596 1306 1758 2878 3085]
Annotated 3SS: [ 473 1214 1493 1822 2933 3151]
SMsplice 5SS: [ 133  596 1306 1758 2878 3085]
SMsplice 3SS: [ 473 1214 1493 1822 2933 3151]
top_k =  100
Partition function (log Z): 12.800703645590088

Sorted 5' Splice Sites (High to Low Probability):
Position 1758: 0.9999463021591084
Position 3085: 0.9918001989406814
Position 596: 0.9873840281969718
Position 1306: 0.9725488469230452
Position 133: 0.8125720858674264
Position 2878: 0.7227572370960798
Position 231: 0.14460488230256865
Position 941: 0.07785704958053256
Position 314: 0.030936825291114505
Position 3238: 0.02069888719001116
Position 890: 0.010789122492559654
Position 2444: 0.005993651940837094
Position 122: 0.005790500096888613
Position 2848: 0.004302834816556959
Position 1005: 0.0030184751921739266
Position 2871: 0.0028827162816564343
Position 1999: 0.0028418185441443106
Position 1053: 0.002479242424418018
Position 1070: 0.002053571439129285
Position 262: 0.0020101520621068135
Position 1424: 0.0018275278652016404
Position 2131: 0.001703749141203965
Position 424: 0.001699203059532261
Position 2524: 0.001388836301851353
Position 415: 0.0013763376666253277
Position 190: 0.0011872548404118144
Position 665: 0.000976829755336326
Position 197: 0.0007550936916618157
Position 707: 0.000738127158495015
Position 3106: 0.0006532582830051831
Position 3089: 0.000618778719799726
Position 1974: 0.000583699176172524
Position 1394: 0.0004946374564384651
Position 1303: 0.00041936618649545445
Position 703: 0.0002720177456631344
Position 911: 0.00026533444576253733
Position 3047: 0.0002479273303935288
Position 1310: 0.0002181142455024393
Position 65: 0.00017373429838543711
Position 1966: 0.00017337557516937873
Position 913: 0.0001714210990038557
Position 884: 0.00015558991625180666
Position 3103: 0.00013287504000926222
Position 358: 8.823933004288491e-05
Position 3554: 7.124861294996102e-05
Position 137: 6.174310763325761e-05
Position 29: 5.6700315216112234e-05
Position 338: 5.497055139293739e-05
Position 1751: 5.355267241938577e-05
Position 328: 4.667816951451988e-05
Position 3549: 3.2021871466853735e-05
Position 24: 1.47941861859044e-05
Position 330: 1.4065628499534326e-05
Position 213: 1.2506563030168575e-05
Position 10: 8.487350900628031e-06
Position 164: 5.753513179478431e-06
Position 352: 4.833211876675843e-06
Position 2649: 5.035719839821444e-07
Position 709: 4.7524750828791225e-07
Position 690: 4.293565677558691e-07
Position 1762: 6.28502379936787e-08
Position 1622: 4.7393699546799936e-08
Position 1626: 9.241502498848026e-09
Position 31: 1.084678079208725e-09
Position 1705: 1.0264140757425378e-10
Position 1679: 7.747775133429513e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1822: 0.9907403671868129
Position 3151: 0.9889180507626497
Position 1493: 0.9798595379058928
Position 473: 0.970992836549331
Position 1214: 0.9454615972763779
Position 2933: 0.6836309953646814
Position 801: 0.11276284445383276
Position 2965: 0.03278881269796213
Position 200: 0.025653820131707382
Position 3299: 0.020315494843390836
Position 2948: 0.013613973737326491
Position 1826: 0.00762108184401022
Position 2616: 0.005670291289497382
Position 3165: 0.00535404789457178
Position 765: 0.004937282919829092
Position 1166: 0.0038752424270242637
Position 1571: 0.003796537679626323
Position 683: 0.0029699685093097852
Position 786: 0.002929206070010246
Position 2649: 0.002799184549736338
Position 1044: 0.0021014041115475705
Position 1357: 0.0018635770006912799
Position 1908: 0.0016385509691772071
Position 2059: 0.0013513532395772578
Position 1452: 0.0013301777702414749
Position 2028: 0.000757074751341903
Position 2599: 0.0007154327796779494
Position 1561: 0.0006452911054813143
Position 1052: 0.0006115535364466892
Position 832: 0.0005478079962917273
Position 311: 0.0004865250920601
Position 3418: 0.00046009594991921186
Position 3222: 0.0003825417286782818
Position 820: 0.000360741049935091
Position 287: 0.0003516694035971217
Position 1127: 0.00025030248244145895
Position 1022: 0.0002300206577778817
Position 732: 0.00020426385687140095
Position 314: 0.00018981744928186594
Position 1257: 0.00012909144138500988
Position 3601: 0.00012626884496134714
Position 906: 0.00011501300588647499
Position 433: 0.00010506318346337643
Position 903: 0.00010063711769232737
Position 1221: 9.291306243095472e-05
Position 541: 6.898595092876377e-05
Position 300: 4.8029781200566086e-05
Position 890: 3.994344356153767e-05
Position 220: 1.4377538853233044e-05
Position 378: 5.147112812726016e-06
Position 240: 3.5967639139388143e-06
Position 427: 3.279638636717869e-06
Position 151: 2.703112222345787e-06
Position 70: 1.8969304360696942e-06
Position 65: 1.6914531649967506e-06
Position 430: 6.131789564546805e-07
Position 547: 1.4946161552835385e-08
Position 97: 1.687736183728283e-10
Position 133: 1.2212723203258192e-10
Position 77: 1.5840085937323512e-11
Position 213: 4.856881960301759e-12
Position 153: 4.102068249672318e-12
