Gene = Slmap
index = 1504
Annotated 5SS: [ 181 2062 5611]
Annotated 3SS: [ 748 5049 5669]
SMsplice 5SS: [ 181 5611]
SMsplice 3SS: [5049 5669]
top_k =  100
Partition function (log Z): -6.346653643743746

Sorted 5' Splice Sites (High to Low Probability):
Position 5611: 0.836785604420912
Position 181: 0.7194113304687094
Position 2062: 0.31278688761517476
Position 4821: 0.3023660922955399
Position 210: 0.2382905044847921
Position 5401: 0.05678869247794561
Position 5983: 0.05509384500516704
Position 1499: 0.0340447937716428
Position 1477: 0.025917683745670186
Position 5867: 0.018863529969935146
Position 1382: 0.01668450667546971
Position 1508: 0.00793533296845696
Position 1696: 0.0040857256263547295
Position 5871: 0.004007622315834394
Position 749: 0.0036623858039303812
Position 1580: 0.0029818171217911044
Position 1123: 0.0026987094508223335
Position 56: 0.002675171829750548
Position 85: 0.0025108112505758205
Position 5344: 0.001610357361257465
Position 526: 0.0013774980833921081
Position 522: 0.0013186460505709206
Position 199: 0.0011795427570133613
Position 518: 0.0011161211975964035
Position 514: 0.0009816517134339168
Position 697: 0.0009722326361908045
Position 510: 0.00064836060382283
Position 142: 0.000632526279483727
Position 135: 0.00038828526998538164
Position 476: 0.0003358887098034014
Position 315: 5.5362827713798065e-05
Position 530: 9.288054924983315e-07
Position 546: 6.710937048777385e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5049: 0.993490532198938
Position 5669: 0.5767848268545173
Position 748: 0.31767038726228763
Position 5697: 0.23218944750258458
Position 4659: 0.1900227503479295
Position 4627: 0.11280130096555695
Position 6197: 0.049656023213868014
Position 5476: 0.03936144270406303
Position 5672: 0.03404913037794451
Position 1576: 0.033283287272137856
Position 5940: 0.022871152285769546
Position 1123: 0.013137995212405794
Position 5703: 0.006731662946244629
Position 1345: 0.0062080124611491
Position 5728: 0.005659868442069075
Position 6047: 0.005437821791299004
Position 5700: 0.005227723651533967
Position 272: 0.004921202434598131
Position 1537: 0.0034856821230794094
Position 1238: 0.0010265690132875733
Position 814: 0.0010104506234321982
Position 819: 0.0009695312593856649
Position 629: 0.0008896545594331178
Position 4868: 0.0005344307483905111
Position 2759: 0.000485730459229261
Position 1324: 0.0001502369852490189
Position 847: 8.62257819005743e-05
Position 3221: 6.596407312562271e-05
Position 361: 3.5537905364240105e-08
Position 434: 2.289775094398996e-08
Position 315: 1.8700870538377835e-08
