Gene = ntc
index = 1823
Annotated 5SS: [639]
Annotated 3SS: [1694]
SMsplice 5SS: [639]
SMsplice 3SS: [1694]
top_k =  100
Partition function (log Z): -4.484312410395784

Sorted 5' Splice Sites (High to Low Probability):
Position 639: 0.9999913120352082
Position 1582: 0.15484005595648678
Position 483: 0.13512853165039235
Position 314: 0.02310243628104525
Position 1152: 0.022764702372199686
Position 272: 0.017331530233786314
Position 487: 0.01414046230263567
Position 996: 0.012766961913737924
Position 453: 0.008672691645652918
Position 396: 0.005453815557802021
Position 1188: 0.003690367936643632
Position 254: 0.002128071624443854
Position 159: 0.001898435073059304
Position 1132: 0.001164936220653579
Position 230: 0.0006997028752549997
Position 467: 0.00032303258120790863
Position 416: 0.0001658460455824965
Position 243: 7.711179777036371e-05
Position 341: 5.579180520113462e-05
Position 293: 5.075491166509924e-05
Position 269: 3.681991743430756e-05
Position 648: 5.737147169278618e-06
Position 4: 3.691675643627628e-06
Position 17: 3.5944877187643343e-06
Position 84: 2.85093173474122e-06
Position 280: 2.1666453527038165e-06
Position 782: 1.4874166665700054e-06
Position 643: 9.685737466931772e-07
Position 225: 8.56399519410881e-07
Position 825: 3.5513038624794645e-07
Position 605: 3.269546495388536e-07
Position 206: 7.933879528589878e-08
Position 168: 6.98005654080139e-08
Position 57: 6.893053523026635e-08
Position 219: 4.202580624511652e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1694: 0.7734036204486545
Position 536: 0.15776592945916174
Position 879: 0.1496864759001824
Position 845: 0.08003261063983029
Position 1517: 0.05286832060128857
Position 1007: 0.037924622677081285
Position 1452: 0.02494368195928171
Position 475: 0.01829213950206929
Position 506: 0.016010983570857354
Position 1088: 0.012877294340247822
Position 957: 0.011762326931705
Position 1624: 0.010659717992953895
Position 799: 0.009704635099441028
Position 1000: 0.0089204102278153
Position 362: 0.008002248558627172
Position 349: 0.005902441012318406
Position 1340: 0.005206513929591557
Position 1578: 0.004215268563845967
Position 1953: 0.002137791012226746
Position 396: 0.002111921559930025
Position 731: 0.002089403860435203
Position 1581: 0.0015743562524327115
Position 2156: 0.0011718394734700462
Position 2394: 0.0010758845973129515
Position 1102: 0.0008873627153414933
Position 822: 0.0008797804626155635
Position 1269: 0.0008697780006317508
Position 1249: 0.0006241524584776589
Position 1232: 0.000575276750457084
Position 526: 0.0004860066405172112
Position 574: 0.0004705474218704111
Position 1378: 0.0004033906100176765
Position 825: 0.00039212695768920427
Position 1080: 0.0003415089535400357
Position 441: 0.00022938919632391132
Position 293: 5.68968998307157e-06
Position 681: 1.8034470292312935e-07
