Gene = melt
index = 1787
Annotated 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
Annotated 3SS: [4656 4869 5183 6041 6848 7192 7427 7620 7961]
SMsplice 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
SMsplice 3SS: [4656 4869 5183 6041 6848 7210 7427 7620 7961]
top_k =  100
Partition function (log Z): 30.345411006894874

Sorted 5' Splice Sites (High to Low Probability):
Position 712: 1.0
Position 5122: 0.999395194242337
Position 5986: 0.9969493765051487
Position 7087: 0.9969392903901331
Position 7903: 0.9968577091943528
Position 7557: 0.9928902713386214
Position 7363: 0.9836989351796372
Position 6791: 0.9690600194878806
Position 4812: 0.9657845620562986
Position 4809: 0.031507844273522934
Position 6760: 0.026970207954143052
Position 6632: 0.018439126798873814
Position 6545: 0.012370653821082983
Position 5333: 0.00932762595568926
Position 7351: 0.006243710721255133
Position 7551: 0.005777231061239683
Position 6604: 0.005724671342333144
Position 6495: 0.004088802628201649
Position 8254: 0.003701104082145333
Position 7969: 0.0026323197816464855
Position 7907: 0.00204136066981615
Position 6593: 0.0016873707656807086
Position 5400: 0.001406754209671615
Position 5337: 0.0013068375925370421
Position 5393: 0.0013051109655725804
Position 8007: 0.001234563713967247
Position 7537: 0.0010803289554798382
Position 5391: 0.0010070480927120871
Position 8001: 0.0008162101085489422
Position 5523: 0.0007803653176918445
Position 5254: 0.0006716339274577008
Position 5415: 0.0006529447585471543
Position 8105: 0.0005893120607669837
Position 5368: 0.0005744437362863626
Position 6855: 0.00045202644623958967
Position 8130: 0.0003331333075950163
Position 8485: 0.0002905957472151517
Position 5456: 0.0002845749100765829
Position 7728: 0.00022069592735017387
Position 7044: 0.0001807544936007241
Position 7561: 0.0001237382536517894
Position 8428: 8.389096794562529e-05
Position 7137: 7.92255622746564e-05
Position 6206: 6.859887106714925e-05
Position 8266: 6.244990475725819e-05
Position 7716: 5.976710285907614e-05
Position 7367: 4.7367882652078836e-05
Position 8272: 4.643559902338429e-05
Position 6750: 3.943457355368358e-05
Position 7678: 3.928623845926255e-05
Position 6764: 3.397324531701207e-05
Position 8127: 3.0055612985439405e-05
Position 7695: 2.5233915271282173e-05
Position 8109: 2.2935461958836642e-05
Position 7439: 2.166270375516237e-05
Position 6934: 2.0627033786295746e-05
Position 6701: 1.8156961813014636e-05
Position 6234: 1.646618673071911e-05
Position 8469: 1.3346208976867163e-05
Position 7502: 1.0979083095965158e-05
Position 7541: 4.4279720747192325e-06
Position 7530: 2.325183693244177e-06
Position 7671: 1.7271224957345554e-06
Position 5968: 4.768798236912828e-07
Position 7765: 1.9933137810042978e-07
Position 5011: 9.038779864710888e-08
