Gene = CkIIalpha-i3
index = 1076
Annotated 5SS: [ 298  870 1051 1275 1396 1528 1617]
Annotated 3SS: [ 359  993 1112 1323 1452 1583 1678]
SMsplice 5SS: [ 870 1051 1396 1528]
SMsplice 3SS: [ 993 1112 1452 1583]
top_k =  100
Partition function (log Z): -0.7160871138910594

Sorted 5' Splice Sites (High to Low Probability):
Position 1396: 0.921131906833134
Position 870: 0.894887585193463
Position 1051: 0.7985792811377188
Position 1528: 0.7874855392984861
Position 1617: 0.4303638583308904
Position 1275: 0.37550928169441
Position 532: 0.24003842066472508
Position 573: 0.1800201665254123
Position 82: 0.0894806924492651
Position 304: 0.07407358570363184
Position 15: 0.050588574303720074
Position 1200: 0.04353204707422682
Position 648: 0.02775866598665597
Position 162: 0.024365405262125363
Position 1400: 0.022462816391736112
Position 1042: 0.01600684629481863
Position 23: 0.011928603037151762
Position 298: 0.007184036465423231
Position 279: 0.0058457859966124116
Position 101: 0.004213264295810438
Position 170: 0.003125590749806989
Position 310: 0.002021691568307128
Position 602: 0.0020081734217695327
Position 1141: 0.0015119548075366918
Position 879: 0.0013439367357483674
Position 1195: 0.0012444723239611328
Position 181: 0.0005447016501476512
Position 187: 0.0005171519101202936
Position 152: 0.0004987187117794606
Position 147: 0.00038139246315132885
Position 580: 0.00037769187749907323
Position 315: 0.00014471022641543782
Position 1055: 4.444864513925527e-05
Position 365: 5.5399920813766195e-06
Position 445: 1.8032485496072536e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.9509043598244646
Position 993: 0.8727838105313955
Position 1112: 0.7891466655980977
Position 1583: 0.7819118998269294
Position 1323: 0.46786912499490474
Position 1678: 0.4291544184065095
Position 629: 0.3496445944294714
Position 359: 0.2462896165182665
Position 716: 0.07208916504119665
Position 755: 0.017696409013402758
Position 588: 0.006637432749588579
Position 1681: 0.006418284127477582
Position 663: 0.004988153702043312
Position 607: 0.00490095994823898
Position 1199: 0.004780767206771017
Position 761: 0.004028930732043421
Position 393: 0.0031837928802353546
Position 787: 0.001556308493823661
Position 213: 0.0013344963218797066
Position 695: 0.0009712382509455678
Position 332: 0.000642033716553352
Position 1646: 0.0005151567068837025
Position 81: 0.0004867560574062269
Position 170: 0.0004358527071699899
Position 1001: 0.00031977969022042
Position 137: 0.00021602351100690883
Position 62: 0.00017600749523400034
Position 429: 9.764253123069723e-05
Position 187: 2.625264555298395e-05
Position 181: 2.0121368210238408e-05
Position 147: 1.1295181805285539e-06
Position 291: 5.793684952971595e-07
Position 279: 5.773576018129124e-07
