Gene = Mob2
index = 1282
Annotated 5SS: [ 9404 20456 35052 36654]
Annotated 3SS: [19398 34890 36556 36719]
SMsplice 5SS: [  340 35052 36654]
SMsplice 3SS: [34890 36556 36719]
top_k =  100
Partition function (log Z): -45.44176380027248

Sorted 5' Splice Sites (High to Low Probability):
Position 340: 0.9997379369755636
Position 710: 0.01553799880925129
Position 3962: 0.011295588889246092
Position 8115: 0.0090414603412663
Position 389: 7.793275612533961e-05
Position 369: 7.389415016345758e-05
Position 75: 3.141486924086945e-05
Position 219: 1.5244486408401992e-05
Position 1730: 1.1930734948557566e-05
Position 174: 1.1367627832194331e-05
Position 178: 1.1255830075559473e-05
Position 215: 8.992740688152269e-06
Position 349: 8.139229419653635e-06
Position 166: 7.966242951614892e-06
Position 162: 5.8236270913739715e-06
Position 421: 5.0918221761939215e-06
Position 1368: 3.5494234228868214e-06
Position 1364: 2.8452252905109704e-06
Position 156: 1.6865456720484428e-06
Position 170: 1.188692794421419e-06
Position 344: 1.1258715290098504e-06
Position 187: 1.0445587281338366e-06
Position 1344: 3.861773904111584e-07
Position 1038: 3.615013289305963e-08
Position 197: 3.7853320310392324e-09
Position 191: 2.3984193613128367e-09
Position 7: 2.0890533692686924e-09
Position 223: 1.2878375386905464e-09
Position 201: 1.2552871684060138e-09
Position 217: 4.6086557066183496e-10
Position 205: 3.421696718478996e-10
Position 81: 3.3469835684079115e-10
Position 124: 2.0737288100357575e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12171: 0.8136917785330553
Position 8114: 0.09992322618708466
Position 9586: 0.04800333851717735
Position 8530: 0.021473047223047444
Position 586: 0.01226093861918517
Position 7178: 0.011585889424792838
Position 7714: 0.00752504395704839
Position 3636: 0.005782663363077307
Position 3300: 0.0037418816157965946
Position 6987: 0.002695256797324459
Position 5040: 0.00224729049696553
Position 419: 0.0017414097964059988
Position 617: 0.0015805712319377299
Position 3072: 0.0013282814707927528
Position 4207: 0.0005213170009169632
Position 2942: 0.0005092213659436564
Position 4094: 0.0004614859665153775
Position 4849: 0.00042101877890468223
Position 4500: 0.00022743497029815448
Position 4228: 8.905582636628849e-05
Position 1222: 2.5796353130771232e-05
Position 1798: 1.1930734948557565e-05
Position 1019: 1.1449321386580518e-05
Position 1965: 6.300000095417026e-06
Position 1990: 6.043607726224503e-06
Position 1428: 5.770638725890775e-06
Position 1525: 5.334359421297608e-06
Position 1996: 4.505709499890793e-06
Position 840: 3.467764835891129e-06
Position 682: 7.216273331142995e-07
Position 1079: 6.940779049676902e-07
Position 1562: 4.693874626654852e-07
Position 1575: 3.879665477253749e-07
Position 1431: 3.607025586198905e-07
Position 1488: 1.9163519224484106e-07
Position 142: 1.428657334173872e-07
Position 235: 6.976224402266101e-08
Position 264: 5.145651260544965e-08
Position 281: 3.645213039837611e-08
Position 261: 1.7701748285538814e-08
Position 623: 6.472322295698974e-09
Position 227: 5.5230824537657355e-09
Position 393: 5.357413395103343e-09
Position 874: 1.2510113722922148e-09
Position 79: 8.558488566233195e-10
Position 75: 7.802341128462647e-10
Position 387: 2.6070173120289354e-10
Position 644: 1.7007491918832986e-10
