Gene = sturkopf
index = 1898
Annotated 5SS: [122 658]
Annotated 3SS: [255 716]
SMsplice 5SS: [658]
SMsplice 3SS: [716]
top_k =  100
Partition function (log Z): -7.413539234731015

Sorted 5' Splice Sites (High to Low Probability):
Position 658: 0.95518561756816
Position 122: 0.07437471956017204
Position 1412: 0.06287963224737916
Position 1010: 0.06162285569752569
Position 1075: 0.013354325051656065
Position 1078: 0.010667314317786945
Position 849: 0.008407211152737584
Position 524: 0.0069198248555896145
Position 1033: 0.006127247598712761
Position 1024: 0.004950943231126259
Position 689: 0.004024572496219426
Position 1031: 0.003942540674884074
Position 592: 0.00391997987527126
Position 338: 0.003795472599364153
Position 943: 0.0037260382305738856
Position 1533: 0.0030209965082104787
Position 761: 0.0012271759240135897
Position 651: 0.0010350835754198938
Position 998: 0.000910878800659119
Position 5: 0.0006200867184394527
Position 1406: 0.0005842426294410182
Position 341: 0.0003418030846420332
Position 400: 0.0001926713661567302
Position 31: 0.00016407587289644145
Position 1337: 0.0001635895363796253
Position 45: 0.00016230470006074247
Position 1238: 6.499880955778092e-05
Position 965: 5.6607393168539475e-05
Position 583: 5.567130194176174e-05
Position 889: 4.0194093017417785e-05
Position 415: 3.286799383927972e-05
Position 126: 2.5417514507714107e-05
Position 180: 1.9997227568420354e-05
Position 101: 1.2877507195616609e-05
Position 662: 9.910319237620818e-06
Position 629: 4.0022557622047756e-07
Position 59: 3.8202394409828613e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.7590816415548979
Position 1132: 0.3423552972688581
Position 1611: 0.04558994526199865
Position 186: 0.036689799187256705
Position 1512: 0.018996309305589824
Position 1470: 0.006007095177744195
Position 437: 0.005287718225663388
Position 591: 0.0038369510137164628
Position 432: 0.003353963379432144
Position 197: 0.0020361159352667614
Position 523: 0.0012603287607843424
Position 307: 0.0010506667440218721
Position 1172: 0.0010319594631036544
Position 1315: 0.0009057450313732743
Position 453: 0.0008171827035503383
Position 603: 0.0007780080522278074
Position 414: 0.0006100951685240612
Position 161: 0.0005762791995217403
Position 258: 0.0005124143281137704
Position 255: 0.0005090401362181032
Position 268: 0.00027539492074408155
Position 1584: 0.0002573354489963883
Position 456: 0.00024490510884343656
Position 325: 0.00022728597037986902
Position 1598: 0.0001981066081817403
Position 141: 8.63248419615747e-05
Position 398: 6.423746249985676e-05
