Gene = sau
index = 1865
Annotated 5SS: [ 940 3052 3234 3472]
Annotated 3SS: [2923 3114 3295 3535]
SMsplice 5SS: [ 940 3052 3472]
SMsplice 3SS: [2923 3114 3535]
top_k =  100
Partition function (log Z): 2.100042135888332

Sorted 5' Splice Sites (High to Low Probability):
Position 3052: 0.9982022177270966
Position 940: 0.9933428760575472
Position 3472: 0.9763395242953006
Position 3234: 0.40915855001702106
Position 2670: 0.35346079645844813
Position 37: 0.29986242424560117
Position 3909: 0.06323532963172948
Position 2193: 0.05634558299075301
Position 1715: 0.049592955968420005
Position 4142: 0.03120055651241738
Position 2468: 0.027047500895868142
Position 2415: 0.018802076280487464
Position 101: 0.016490551181651464
Position 1149: 0.014090538946381152
Position 426: 0.010378698412362884
Position 4206: 0.010291427949592116
Position 791: 0.008584202652006864
Position 21: 0.004670684211224664
Position 3238: 0.0032604685433912503
Position 3206: 0.0024062630577538404
Position 107: 0.0015740055509859555
Position 3231: 0.0005989916243959326
Position 3056: 0.0005894471890699429
Position 192: 0.00046557168137498445
Position 1426: 0.00039320660767259134
Position 3045: 0.00025500950773170585
Position 470: 0.0002089627227135404
Position 210: 0.00019530288076085225
Position 3265: 0.00019525262371672053
Position 3689: 0.0001243674620609704
Position 3754: 0.00011329216348531991
Position 166: 9.696363616031143e-05
Position 3463: 7.154777945589775e-05
Position 944: 6.875211550141753e-05
Position 3039: 5.347759612461995e-05
Position 3476: 3.899447188554646e-05
Position 3524: 2.4710819464024292e-05
Position 3559: 2.2224714310857724e-06
Position 3761: 2.0495034601413692e-06
Position 218: 8.857639156344903e-08
Position 205: 3.383880370554873e-08
Position 3377: 1.5225252572757017e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3114: 0.9830683646874259
Position 3535: 0.8998297893019211
Position 2923: 0.818481316194493
Position 3295: 0.4279596105360827
Position 130: 0.2787392929178492
Position 1958: 0.24437169223315505
Position 2570: 0.2049499479037341
Position 2865: 0.16926703961944314
Position 3974: 0.04155455062997599
Position 4257: 0.03803349527373877
Position 165: 0.03687078666551147
Position 3577: 0.034703970924204984
Position 3559: 0.0316154710980475
Position 4420: 0.022593688388539295
Position 2538: 0.014853262699487203
Position 1007: 0.014087844368113753
Position 1245: 0.01272129531089521
Position 1485: 0.010526407221955874
Position 1610: 0.01005979273725116
Position 3898: 0.009782590790326793
Position 1569: 0.008910841913913363
Position 846: 0.008408509370413248
Position 1198: 0.0062558762779337355
Position 550: 0.0043024289308046335
Position 2904: 0.002559296731177669
Position 4465: 0.002545579801484851
Position 262: 0.0024002220563689503
Position 99: 0.0022828366864708523
Position 139: 0.002161874823204744
Position 3142: 0.0019271946322698375
Position 3139: 0.0015497365364428933
Position 3542: 0.0009996584983767876
Position 1525: 0.0008269803640520154
Position 1236: 0.0006886396327188336
Position 502: 0.0005832970008519057
Position 312: 0.0005746349379622978
Position 2253: 0.00021564812505586454
Position 1894: 0.00020247617441442669
Position 852: 0.00017569328159361297
Position 1857: 0.00010390268379579994
Position 1095: 3.6875559614818185e-05
Position 142: 2.304442130473764e-05
Position 1117: 1.7551149807820285e-05
Position 280: 5.090075844185006e-06
Position 241: 4.3825690765976176e-06
Position 182: 2.995272847967621e-06
