Gene = swm
index = 1903
Annotated 5SS: [ 132  707 1248 3619 3839]
Annotated 3SS: [ 414  781 1305 3709 3908]
SMsplice 5SS: [ 707 1248 3619 3839]
SMsplice 3SS: [ 781 1308 3709 3908]
top_k =  100
Partition function (log Z): 4.602921449497977

Sorted 5' Splice Sites (High to Low Probability):
Position 1248: 0.9990946005311877
Position 707: 0.9968126031628316
Position 3619: 0.9912830466427526
Position 3839: 0.9809074296558377
Position 2485: 0.32495808018331035
Position 1563: 0.12968916046767082
Position 224: 0.11871712182553974
Position 2345: 0.09418132486978677
Position 132: 0.04406430072389849
Position 449: 0.03082426549435303
Position 1579: 0.026952694935818963
Position 216: 0.022174534903513735
Position 2341: 0.01758259769961095
Position 220: 0.016982722508792503
Position 1745: 0.016967009960594807
Position 498: 0.01424754650934537
Position 374: 0.012408390313370113
Position 1439: 0.012147824822059687
Position 264: 0.008730572995399586
Position 49: 0.008349825717862646
Position 1421: 0.004787417199609671
Position 2069: 0.004714736335234734
Position 3982: 0.00436887757200891
Position 439: 0.004305354920242826
Position 386: 0.004232887727300339
Position 4188: 0.0038170709505893348
Position 4168: 0.0011721511513033986
Position 1451: 0.0011550438785625345
Position 277: 0.0011043113071105772
Position 260: 0.0009212640483910381
Position 1261: 0.0008952608639397842
Position 258: 0.0007324268895254999
Position 299: 0.0006891083175175295
Position 241: 0.0005891139273160511
Position 54: 0.00039039364861489286
Position 1074: 0.00036254303789095253
Position 3744: 0.00033905989033929703
Position 1496: 0.0003264230769333174
Position 245: 0.0002767744840487876
Position 1068: 0.0002699113106565722
Position 94: 0.00019196939174195257
Position 915: 0.00016034817088312809
Position 292: 0.0001329691303590379
Position 1139: 6.880577733659818e-05
Position 893: 4.4418807655315376e-05
Position 960: 4.319583657118712e-05
Position 1412: 6.348215089018881e-06
Position 1258: 1.9383463914879316e-06
Position 3968: 1.4434358435008505e-06
Position 1110: 1.8944765075042592e-07
Position 249: 1.782125417178422e-08
Position 690: 1.5370072382528107e-08
Position 203: 8.159019614010031e-09
Position 91: 6.2221931752485076e-09
Position 262: 5.279791794621748e-09
Position 147: 4.438737055175996e-09
Position 22: 3.171572265295974e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 781: 0.9974453161121133
Position 3709: 0.9936185160452821
Position 3908: 0.9574181694407842
Position 1308: 0.816873819931879
Position 2670: 0.26147602429587713
Position 1630: 0.17033898034025471
Position 414: 0.1581098456516618
Position 2559: 0.12042576705877404
Position 560: 0.09518834489998816
Position 1305: 0.09346156044190432
Position 1338: 0.07840070751586511
Position 1837: 0.030687968898804475
Position 2406: 0.024125486668222108
Position 2690: 0.023633599954054844
Position 4404: 0.016334703821131277
Position 565: 0.013683859897066731
Position 611: 0.011783257501666144
Position 4025: 0.010982847087488885
Position 2126: 0.004714736335234734
Position 4357: 0.003601916826868663
Position 3796: 0.003174535487938478
Position 3757: 0.002541253322758902
Position 614: 0.002258697974199673
Position 336: 0.0018558006263996198
Position 1373: 0.0016162761816635159
Position 1126: 0.001235458239433905
Position 984: 0.0012239690459432595
Position 285: 0.0011244537997609511
Position 472: 0.0008958652562190538
Position 4053: 0.0008122628516106878
Position 3942: 0.0007929880455111516
Position 427: 0.0006666771674450853
Position 333: 0.0005982839316305603
Position 646: 0.00040205655825598693
Position 4033: 0.00032562039104818135
Position 180: 0.0002586528223920237
Position 124: 0.00023419442152092742
Position 302: 0.00022676474291157756
Position 1014: 0.0001759459041168581
Position 113: 0.0001471520859216789
Position 836: 8.288947021590733e-05
Position 1133: 6.286912678455063e-05
Position 878: 5.6360094543695425e-05
Position 1196: 4.658789606373197e-05
Position 943: 3.465201120449673e-05
Position 1192: 2.1775302419780926e-05
