Gene = CarT
index = 1054
Annotated 5SS: [ 123  406  800 1207 1854 2315]
Annotated 3SS: [ 180  616  947 1261 1915 2389]
SMsplice 5SS: [ 545  851 1207 1854 2315]
SMsplice 3SS: [ 616  947 1261 1915 2389]
top_k =  100
Partition function (log Z): 1.5130359486920326

Sorted 5' Splice Sites (High to Low Probability):
Position 2315: 0.9907675722539486
Position 1854: 0.9127434240402419
Position 1207: 0.689444666087619
Position 545: 0.6860329683670496
Position 851: 0.5944058107053397
Position 406: 0.4362360231584821
Position 133: 0.221380018902937
Position 1161: 0.14715437166795337
Position 117: 0.14505511644416033
Position 791: 0.05188963802055361
Position 2686: 0.04436819728357266
Position 123: 0.029713022807697945
Position 1211: 0.025956726977834264
Position 800: 0.015392945586946415
Position 2927: 0.00632597254298308
Position 2960: 0.006089709359238268
Position 2524: 0.0032066005016939646
Position 760: 0.0025168162366718235
Position 479: 0.0024172236697065862
Position 2911: 0.002021273111317178
Position 501: 0.0018451526338901067
Position 510: 0.0018326493588043465
Position 842: 0.001636347444120085
Position 1858: 0.0013496194384885747
Position 2554: 0.0013451240730653078
Position 465: 0.001190874783037038
Position 2669: 0.0011713580910894558
Position 781: 0.0008744233584797676
Position 742: 0.0008559151568277463
Position 290: 0.0007184080133800426
Position 773: 0.0007132932393803805
Position 410: 0.0006482868440980552
Position 498: 0.0006009233762535789
Position 2296: 0.0004838877812306765
Position 247: 0.00036864286328836427
Position 2645: 0.00029816169938844296
Position 143: 9.347685063371739e-05
Position 32: 4.27840694575514e-05
Position 2058: 1.9938016274861475e-05
Position 450: 4.468205475831872e-06
Position 14: 4.3794954993711716e-07
Position 284: 3.7346687190382513e-07
Position 279: 2.2184195428246643e-07
Position 1375: 8.941604782536723e-08
Position 303: 2.4956895651468253e-08
Position 294: 1.291153376383271e-08
Position 336: 2.797306141611602e-09
Position 168: 9.719991788540542e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2389: 0.9949902675830128
Position 1261: 0.8777201238350629
Position 947: 0.8715474855638837
Position 1915: 0.8626446659695308
Position 616: 0.7494580597232564
Position 180: 0.3874116660239041
Position 478: 0.1449234270814641
Position 3057: 0.034219641549019915
Position 2057: 0.02537607860617725
Position 2760: 0.017872574747222057
Position 639: 0.016102402263452848
Position 2904: 0.010183056425363827
Position 2086: 0.00790356162019993
Position 2243: 0.006707189578419431
Position 1900: 0.006165416616188605
Position 183: 0.004347775680524911
Position 303: 0.002997922143073743
Position 673: 0.0027246904412927104
Position 3022: 0.0025405980410209946
Position 3060: 0.0009490835916568216
Position 160: 0.000851014246471747
Position 2831: 0.0006412788047426588
Position 375: 0.0004041029747456533
Position 454: 0.00023223141683823332
Position 484: 0.00014790211862935837
Position 419: 0.00013345894909105448
Position 240: 1.192755202229549e-05
Position 237: 3.8594397245702645e-06
Position 372: 7.701891194836814e-07
Position 399: 4.604143701032064e-07
Position 351: 3.030806704135935e-07
Position 80: 9.358927793405314e-11
