Gene = Capr
index = 1053
Annotated 5SS: [ 694 1835 2057]
Annotated 3SS: [1651 1889 2135]
SMsplice 5SS: [ 694 1835]
SMsplice 3SS: [1651 2135]
top_k =  100
Partition function (log Z): -7.212853652996411

Sorted 5' Splice Sites (High to Low Probability):
Position 694: 0.9847886921372901
Position 1835: 0.983219595998974
Position 2057: 0.19016649486126597
Position 1191: 0.025371331998079193
Position 2054: 0.021451325848035885
Position 1480: 0.009669259659399503
Position 2179: 0.007284782003961733
Position 1211: 0.007123157875640573
Position 445: 0.004722180826201113
Position 2306: 0.004687091819748551
Position 1363: 0.004137015482781536
Position 2021: 0.0017706569477049807
Position 1280: 0.0015928588370678353
Position 1980: 0.0013044248933565654
Position 1413: 0.0009097232640843259
Position 1136: 0.0008934910528017961
Position 700: 0.0005604645004729886
Position 2240: 0.0004955236521177931
Position 710: 0.00039856462186507236
Position 2247: 0.0003853443983472536
Position 2094: 0.00034818601311453003
Position 951: 0.00025064325130123735
Position 985: 0.00023873589393262726
Position 440: 3.6816258521519636e-05
Position 944: 2.9305206143717474e-05
Position 400: 3.3572191744927696e-06
Position 97: 1.3929737906395432e-06
Position 1764: 1.086768911974737e-06
Position 237: 7.403687880837253e-07
Position 600: 6.410483191443139e-07
Position 1843: 6.050966166614129e-07
Position 104: 5.147291879105973e-07
Position 698: 4.905540974041262e-07
Position 274: 4.140502163292162e-07
Position 171: 2.3307728957514747e-07
Position 234: 8.43511459716557e-08
Position 598: 6.707986214497961e-08
Position 779: 4.060997831101992e-08
Position 769: 2.140312228724455e-08
Position 652: 1.875271634939277e-08
Position 771: 5.588601181951517e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1651: 0.9393983460150139
Position 2135: 0.7736886854988685
Position 1889: 0.2517173270176036
Position 4646: 0.04351848167238484
Position 1001: 0.02369631818204024
Position 1681: 0.020411103796470226
Position 4366: 0.02019515929658234
Position 1015: 0.020117448020416324
Position 2295: 0.01796441720895776
Position 843: 0.01560567690150482
Position 1904: 0.013294840389942815
Position 4686: 0.012855135248686105
Position 3012: 0.012845158549920842
Position 4610: 0.011679859061566947
Position 2292: 0.009824668372258531
Position 3168: 0.009142389939150179
Position 4682: 0.00891044600717114
Position 3402: 0.0047968646084374416
Position 1949: 0.004405883806708816
Position 1605: 0.003870479014045907
Position 3399: 0.003847082014461527
Position 5147: 0.0034844556511257887
Position 2205: 0.003365229533174828
Position 1925: 0.00265971070305543
Position 3574: 0.002579473680917104
Position 3171: 0.0025654114378852243
Position 1261: 0.002057324660039173
Position 1686: 0.002043771670673267
Position 1250: 0.0019496410930843575
Position 1104: 0.0016753905783270027
Position 869: 0.0009974290652066929
Position 1035: 0.0009690936645561474
Position 501: 0.000940436919515484
Position 1577: 0.0006183708058935418
Position 1273: 0.0006024733075054336
Position 1539: 0.0005452140696530015
Position 2202: 0.0005101251505718808
Position 827: 0.0003926861859610696
Position 1279: 0.00032217357394836717
Position 2105: 0.0003106987120214684
Position 1051: 0.0002429589599326182
Position 1368: 0.0002382041785942675
Position 1146: 0.0002064039008575306
Position 1515: 0.00020557162175040378
Position 622: 0.00017632710163188872
Position 1305: 0.00017395286621598181
Position 876: 0.0001206425283740924
Position 645: 8.2236950484244e-05
Position 1413: 2.4201780876215622e-05
