Gene = Hem
index = 1208
Annotated 5SS: [1388]
Annotated 3SS: [1452]
SMsplice 5SS: [1388]
SMsplice 3SS: [1452]
top_k =  100
Partition function (log Z): -5.768954176803293

Sorted 5' Splice Sites (High to Low Probability):
Position 1388: 0.9997181842108722
Position 1545: 0.3022679357825165
Position 3229: 0.06904694216104153
Position 430: 0.05796599037380565
Position 2645: 0.03762053122821587
Position 2067: 0.03527769600885587
Position 1848: 0.01982688393814666
Position 2880: 0.01833460694148738
Position 2650: 0.014557619094097
Position 2200: 0.012014047970116806
Position 2529: 0.010499847734669105
Position 3174: 0.010422155408891963
Position 511: 0.00808017735386642
Position 30: 0.007652491561333308
Position 889: 0.004927031513364284
Position 1695: 0.004615423688225978
Position 1527: 0.0037077094318540282
Position 1066: 0.003088459811872406
Position 806: 0.0022967772052095957
Position 385: 0.0015897151495421827
Position 861: 0.0012767682709565779
Position 84: 0.0012352727984487142
Position 378: 0.0011366372814509051
Position 1531: 0.0009551662534976443
Position 468: 0.0007140140964011195
Position 409: 0.0002728649863707257
Position 456: 0.00020058505533779132
Position 330: 0.00019865421146767086
Position 751: 0.00019193509824940423
Position 357: 0.00015234622669560815
Position 1757: 0.00014454097694283543
Position 393: 0.00011283455861027477
Position 1392: 0.00011077156180884089
Position 1845: 9.886070968429608e-05
Position 198: 7.994217800707742e-05
Position 1686: 7.024668639740975e-05
Position 1162: 1.3805561887641787e-05
Position 1139: 3.8087790790010045e-06
Position 879: 1.8520340816575954e-06
Position 1313: 1.7752219566366854e-06
Position 1224: 1.5288143046510326e-06
Position 601: 7.513758261398072e-07
Position 37: 4.7451407744501774e-09
Position 360: 2.512093095195016e-09
Position 90: 2.2865217001821799e-10
Position 188: 2.1533815474741598e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.9990963402958063
Position 2756: 0.1860591443032335
Position 3313: 0.1143285021126722
Position 2708: 0.08147932711288593
Position 1615: 0.03798239170527328
Position 638: 0.036799817771419656
Position 1993: 0.030483416201059484
Position 504: 0.029499334864585423
Position 1958: 0.018792733900058124
Position 2966: 0.014034537747151554
Position 2135: 0.013252140277950122
Position 3772: 0.011061065780254078
Position 2585: 0.009760782490307963
Position 1116: 0.008204619787986221
Position 1635: 0.006069403859943616
Position 2249: 0.005402572834732222
Position 915: 0.004751090504327212
Position 1138: 0.0038246646016840027
Position 1654: 0.003234374765711021
Position 1632: 0.002456037765345783
Position 1843: 0.0023964203924567665
Position 84: 0.002077773765842206
Position 2402: 0.0018425379081738807
Position 136: 0.0015214817487102918
Position 1017: 0.0012960045639824108
Position 856: 0.0012929871073555134
Position 1276: 0.0009740908060037249
Position 1476: 0.0008959579246835478
Position 1677: 0.0007818219073977134
Position 792: 0.00038677503929372914
Position 546: 0.00023656490630031258
Position 237: 0.0001604045794493835
Position 1946: 4.300295003286148e-05
Position 1457: 4.661488373238312e-06
Position 1484: 1.16021649535415e-06
Position 1511: 9.205419811693155e-07
Position 1459: 3.324777508489746e-07
