Gene = PGRP-LA
index = 1354
Annotated 5SS: [ 104  596 2602 2890 3329]
Annotated 3SS: [ 277 2379 2653 3121 3393]
SMsplice 5SS: [ 104  596 2602 2890 3329]
SMsplice 3SS: [ 277 2379 2653 3121 3393]
top_k =  100
Partition function (log Z): 4.441786218985444

Sorted 5' Splice Sites (High to Low Probability):
Position 596: 0.9990785150372974
Position 3329: 0.9936368429836165
Position 104: 0.9733038559612802
Position 2602: 0.89192234401094
Position 2890: 0.8383753368754959
Position 1441: 0.0576292510309835
Position 1426: 0.030308100194879797
Position 109: 0.01142776258702076
Position 2052: 0.009323143164992284
Position 381: 0.006334924161448743
Position 2861: 0.005778787022467127
Position 2557: 0.004293791378854646
Position 3519: 0.0038627846116163593
Position 2723: 0.001555170221642933
Position 1319: 0.001246507015952592
Position 208: 0.0011944897245791876
Position 3563: 0.00115138588899013
Position 3649: 0.0010868155933676834
Position 151: 0.0008863796967403038
Position 3682: 0.0005981892874720354
Position 813: 0.0005841159793979005
Position 826: 0.0003075933917319972
Position 478: 0.0002079505300289531
Position 3852: 0.0002021174211303026
Position 3844: 0.00017879585883107154
Position 3580: 0.00016408386308392316
Position 3848: 0.00012088657154619192
Position 3175: 0.00011086506828707073
Position 3854: 9.878005123201067e-05
Position 3856: 7.192653961896608e-05
Position 3862: 6.237752482318601e-05
Position 3842: 5.825649935674282e-05
Position 67: 3.270233256405308e-05
Position 18: 3.070631015183716e-05
Position 396: 1.9344156024620378e-05
Position 169: 1.669095896520073e-05
Position 243: 1.5558689878908627e-05
Position 32: 6.207244285631427e-06
Position 300: 1.0110493946742613e-09
Position 368: 7.699762315226776e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3393: 0.9970209993609196
Position 277: 0.9641759524205814
Position 3121: 0.7863852542567953
Position 2653: 0.7726310680569526
Position 2379: 0.3086136745812578
Position 2665: 0.1475177800686347
Position 1695: 0.13767204884235174
Position 2446: 0.12020439809721534
Position 2246: 0.11897854996401652
Position 2975: 0.07976358618158011
Position 2389: 0.06311217086644741
Position 2109: 0.050547204069981366
Position 1225: 0.040501689076258396
Position 895: 0.03690120649099988
Position 1172: 0.03125331746044203
Position 2301: 0.02146798055179542
Position 2633: 0.019738144887584477
Position 2425: 0.018182765644449157
Position 1711: 0.014380887189461912
Position 3008: 0.01368828598088401
Position 441: 0.012832936304261555
Position 1816: 0.009879883803723623
Position 1979: 0.007480704738975408
Position 1265: 0.006883775573285216
Position 2208: 0.006700403715290454
Position 1121: 0.005941723337926799
Position 3000: 0.005630021200470009
Position 460: 0.0047501765447384705
Position 351: 0.004342137593920531
Position 317: 0.003841279403191559
Position 2690: 0.0028098139453718723
Position 3005: 0.002692451758210857
Position 3399: 0.0026542906068215107
Position 3820: 0.002528023468855013
Position 380: 0.001914351814799296
Position 2784: 0.001555170221642933
Position 3244: 0.0013807765286364218
Position 3731: 0.0013028010260555433
Position 3700: 0.0012780048366865702
Position 3910: 0.0009838040004461622
Position 977: 0.0009644229700511176
Position 200: 0.0008412612634305745
Position 534: 0.000765202986363985
Position 1348: 0.0007187541443418739
Position 3601: 0.0007177899033772267
Position 3934: 0.00047825562399289503
Position 3751: 0.0003677208516551911
Position 772: 0.0001055821836795107
Position 1035: 8.540521223910617e-05
Position 948: 5.723285033694007e-05
Position 812: 5.0457567695936614e-05
Position 306: 7.804126901617022e-06
Position 468: 3.462720026615813e-06
Position 362: 3.1090065948538664e-07
Position 570: 1.6936841698907348e-07
Position 151: 9.314237516492044e-09
