Gene = Nse4
index = 1333
Annotated 5SS: [ 180  449  673 1066]
Annotated 3SS: [ 230  504  735 1120]
SMsplice 5SS: [ 180  449  673 1066]
SMsplice 3SS: [ 230  504  735 1120]
top_k =  100
Partition function (log Z): 14.551411986335909

Sorted 5' Splice Sites (High to Low Probability):
Position 180: 0.9999378351983018
Position 673: 0.9995997208234421
Position 449: 0.9717518931455588
Position 1066: 0.9174727893566235
Position 1501: 0.23028287418688714
Position 1172: 0.14353916024909716
Position 1505: 0.06779113884426576
Position 1061: 0.028918258214541054
Position 1279: 0.022817622582320524
Position 453: 0.01959749085018038
Position 1312: 0.016534225133947218
Position 1321: 0.01129479957251559
Position 434: 0.0029466672269527513
Position 1176: 0.0017949819728397156
Position 795: 0.0010494824717217318
Position 1483: 0.0005716859557040534
Position 861: 0.00045579143484177103
Position 799: 0.0003006605691622322
Position 1454: 0.00021753989408259476
Position 386: 0.00019451682423474818
Position 1070: 0.0001593924433035395
Position 372: 0.0001380094243256847
Position 677: 0.00011251158632433965
Position 462: 0.00010415143504976299
Position 1478: 8.284413369019556e-05
Position 628: 7.459001211328104e-05
Position 483: 5.296163908301148e-05
Position 389: 4.930936301272699e-05
Position 974: 4.522609255200229e-05
Position 24: 3.907340255076828e-05
Position 30: 3.8007800400405084e-05
Position 419: 2.9475886650262652e-05
Position 184: 1.8786938052416478e-05
Position 631: 1.6309365694223986e-05
Position 985: 1.591864698510345e-05
Position 488: 1.3997947038264089e-05
Position 1040: 1.2173083826556158e-05
Position 634: 1.134137581148599e-05
Position 684: 8.732164097130887e-06
Position 647: 7.4866560239916054e-06
Position 994: 4.976368854487769e-06
Position 330: 4.808355894467428e-06
Position 1009: 3.6028630995737152e-06
Position 514: 2.7444569461413914e-06
Position 460: 2.4764025640871132e-06
Position 144: 2.2531051870413013e-06
Position 1026: 1.9564271920521776e-06
Position 567: 1.394409601431774e-06
Position 551: 9.92285903413309e-07
Position 1051: 9.806653301661135e-07
Position 70: 3.399903435355691e-07
Position 65: 5.996431665743542e-08
Position 262: 5.562706566210992e-08
Position 97: 2.376297483080527e-09
Position 616: 6.417117736397824e-10
Position 702: 1.50292336234551e-11
Position 350: 2.809675449196578e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 230: 0.9990039613224747
Position 504: 0.9870391788165995
Position 735: 0.9867671629909741
Position 1120: 0.9407905780595528
Position 1562: 0.31630769999512937
Position 1240: 0.08051857116358016
Position 1363: 0.03558667719308427
Position 1366: 0.030624105759908038
Position 1377: 0.030481236551997113
Position 739: 0.01012266469215155
Position 567: 0.004862192711674676
Position 1519: 0.003787858530120575
Position 523: 0.002541685010253751
Position 1312: 0.0020830925327490197
Position 942: 0.0016778161332885856
Position 909: 0.0014565663192775103
Position 939: 0.001262228186650286
Position 1251: 0.0006520774809518569
Position 278: 0.0006028830086356514
Position 1132: 0.0004322212419585058
Position 1289: 0.0003185629287782629
Position 292: 0.00026984610530641346
Position 596: 0.0002451250532776451
Position 780: 0.00016158406046611745
Position 747: 0.0001382006250151617
Position 613: 0.0001158147967142429
Position 627: 6.500981734229046e-05
Position 296: 5.390183673937123e-05
Position 70: 3.881472310971703e-05
Position 105: 3.604797217406637e-05
Position 759: 3.0958990932937374e-05
Position 535: 1.0500742184469277e-05
Position 575: 8.324409348171606e-06
Position 754: 8.255819751232017e-06
Position 702: 7.77041394917596e-06
Position 1091: 6.105787673018522e-06
Position 309: 5.024597731880793e-06
Position 532: 1.4306243862540816e-06
Position 232: 1.2685207640996726e-06
Position 364: 1.0669746687991626e-06
Position 280: 7.45715544608565e-07
Position 128: 4.952242090831915e-07
Position 386: 4.3677155777356686e-07
Position 260: 1.0802633261723732e-07
Position 323: 1.0627229076585825e-07
Position 313: 1.0619870375358255e-07
Position 166: 7.0917962208849004e-09
Position 175: 5.7515151186269394e-11
Position 179: 1.432007106444185e-13
