Gene = mtDNA-helicase
index = 1801
Annotated 5SS: [319 815]
Annotated 3SS: [376 983]
SMsplice 5SS: [319 815]
SMsplice 3SS: [376 983]
top_k =  100
Partition function (log Z): -4.80167857435911

Sorted 5' Splice Sites (High to Low Probability):
Position 319: 0.970694785710912
Position 815: 0.7953868579232481
Position 734: 0.1195749977078256
Position 303: 0.008899068842990946
Position 880: 0.0047814196106247845
Position 2099: 0.003386329193089672
Position 152: 0.002994279329009924
Position 353: 0.0022145243575147112
Position 1322: 0.0019793353021701587
Position 763: 0.001344637870704174
Position 1669: 0.0008090135722896078
Position 652: 0.0007020201909171568
Position 757: 0.0006966721884773606
Position 594: 0.000640002701538765
Position 936: 0.0003642699369005526
Position 356: 0.00031920770833986626
Position 664: 0.0003067840406426075
Position 520: 0.00011764714618566838
Position 258: 6.0243934143853775e-05
Position 40: 2.3741368109625757e-05
Position 61: 1.4376571272960217e-05
Position 111: 1.2043884557249379e-05
Position 82: 5.01185311555835e-06
Position 864: 2.2020753917756283e-06
Position 84: 1.4681448927893947e-06
Position 212: 1.0641356917420422e-06
Position 819: 4.930291530006969e-07
Position 156: 4.3192336194619513e-07
Position 114: 3.3539543094597226e-07
Position 131: 2.6627976031220084e-07
Position 56: 2.5255065101031194e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.905220417639362
Position 983: 0.6844336024831932
Position 859: 0.17279327625422325
Position 441: 0.06424805639981823
Position 801: 0.05005135530305186
Position 422: 0.005658657701936941
Position 1015: 0.005198460047592665
Position 1397: 0.004478987433047189
Position 1772: 0.0037934123597919405
Position 878: 0.003679723100739349
Position 2150: 0.003292591470731351
Position 1028: 0.0030420884468635835
Position 221: 0.00226011508179147
Position 1630: 0.0012309420625275834
Position 1837: 0.0010385668653972277
Position 864: 0.0008673571508023534
Position 1126: 0.0007713751692065676
Position 922: 0.0004724124667934756
Position 2155: 0.00037205701646277534
Position 477: 0.00036710440511038967
Position 1058: 0.00034775501188619406
Position 627: 0.00031484328312331785
Position 663: 0.0003025760202924513
Position 201: 0.0002782808971871914
Position 450: 0.00024115597105706064
Position 586: 0.00016670285647756616
Position 541: 0.000132058584452913
Position 356: 7.494867729725554e-05
Position 465: 6.654233615485509e-05
Position 250: 6.458722089115634e-05
Position 111: 2.738734021601791e-05
Position 227: 2.452639982758198e-05
Position 128: 7.124331946958232e-06
Position 141: 4.233117851647408e-06
Position 173: 3.3329916910247034e-06
Position 275: 3.0443944166188144e-06
Position 254: 2.4029562815458795e-06
Position 167: 1.056102121306351e-06
Position 149: 4.1319264675322174e-07
Position 152: 2.539346521973266e-07
