Gene = CkIIalpha
index = 1074
Annotated 5SS: [ 403  686 3286]
Annotated 3SS: [ 487 3172 5049]
SMsplice 5SS: [686]
SMsplice 3SS: [5049]
top_k =  100
Partition function (log Z): -9.130661971265045

Sorted 5' Splice Sites (High to Low Probability):
Position 686: 0.9402575889848946
Position 1158: 0.7441542966257475
Position 3286: 0.2800438891924219
Position 4024: 0.11216170013158146
Position 5365: 0.061970681539754394
Position 403: 0.05876475801153886
Position 3696: 0.020945026993531835
Position 4115: 0.01227457627182756
Position 2652: 0.008099268023257389
Position 270: 0.0050311646570388256
Position 598: 0.004868029807993854
Position 294: 0.0030161715819442495
Position 683: 0.002754317686481336
Position 712: 0.0017005707563897403
Position 408: 0.0010033385834412236
Position 612: 0.0009642190292813613
Position 1905: 0.00086465884453111
Position 2134: 0.0003928140795954014
Position 405: 0.00021570218506300386
Position 421: 0.00020737755121342366
Position 79: 0.00020232586116700573
Position 463: 0.00018377511351857562
Position 274: 0.00015193970710776966
Position 59: 0.0001362158498397045
Position 503: 9.344099560254783e-05
Position 104: 9.0748650535326e-05
Position 1073: 7.996940750243015e-05
Position 432: 7.713577078405443e-05
Position 315: 2.4320318369463253e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 5049: 0.7861666450590404
Position 931: 0.3189417401713427
Position 3350: 0.247427697192877
Position 3147: 0.19688809817697622
Position 5468: 0.1262880593484255
Position 1045: 0.12628206596836508
Position 910: 0.08253957095820927
Position 3172: 0.05670759121494778
Position 897: 0.055336754794909675
Position 487: 0.053108172134703334
Position 767: 0.038873429157900846
Position 1021: 0.03486952683940526
Position 2313: 0.03076009227484877
Position 977: 0.028109614316937138
Position 3945: 0.010463144577526296
Position 4696: 0.008778481799304263
Position 2719: 0.008099268023257387
Position 1411: 0.007001665882351383
Position 1102: 0.006473746479785922
Position 1282: 0.006459058623347926
Position 2482: 0.0046998841743402546
Position 1076: 0.004542314936415104
Position 654: 0.0038376072100866155
Position 854: 0.0032218328658388164
Position 780: 0.002844488566125206
Position 359: 0.0018189086478563455
Position 315: 0.0010361466860853339
Position 573: 0.000960734119325502
Position 2281: 0.0009128447830403537
Position 1964: 0.0008920786283818612
Position 1932: 0.0008325632748646603
Position 459: 0.0006776855547042317
Position 2816: 0.0006230032729971091
Position 554: 0.0005571074036156809
Position 493: 0.0004788985808162076
Position 1316: 0.00046630828199878524
Position 1142: 0.00044193237244999974
Position 627: 0.00038212838730546073
Position 1390: 0.00038107711973552695
Position 2365: 0.0003281508624029327
Position 1533: 0.0002607395319889695
Position 1599: 0.00022556643797156845
Position 576: 0.0001968620030114823
Position 378: 0.00013034669294178833
Position 331: 0.00012814407604915218
Position 1233: 0.00010260060723977783
Position 381: 7.359841304551514e-05
Position 432: 6.218460351734362e-05
Position 322: 3.445271962717464e-05
Position 294: 3.3013294180124563e-06
Position 197: 1.6406123487551565e-06
Position 111: 4.6646194956271473e-07
