Gene = Rexo5
index = 1420
Annotated 5SS: [ 210  501 3395]
Annotated 3SS: [ 278 2610 3450]
SMsplice 5SS: [ 210  501 3395]
SMsplice 3SS: [ 278 2610 3450]
top_k =  100
Partition function (log Z): 1.785034149766275

Sorted 5' Splice Sites (High to Low Probability):
Position 3395: 0.9987296513009861
Position 501: 0.9931252054966516
Position 210: 0.8085074108088278
Position 888: 0.2608474450161177
Position 1228: 0.13731853052033108
Position 1843: 0.13138458052462995
Position 130: 0.0924148453013047
Position 1465: 0.048476639513653205
Position 2510: 0.03723711596678992
Position 3997: 0.03393702612198972
Position 3544: 0.03004768751675043
Position 4047: 0.02734430439944488
Position 1330: 0.013395757946874188
Position 3540: 0.007955478461283846
Position 3797: 0.007623268443236745
Position 3794: 0.007107918443856727
Position 3736: 0.004586332420680633
Position 535: 0.003775997456708619
Position 1510: 0.003691920655720757
Position 1549: 0.0032544313718110185
Position 133: 0.0021217084755031654
Position 4051: 0.0013485118277712922
Position 3726: 0.0012192608389475742
Position 839: 0.0009347660216703341
Position 799: 0.000542610206165283
Position 598: 0.00047596754899895767
Position 214: 0.0003795008166490305
Position 3649: 0.00026177562620620446
Position 33: 0.00020944938843506312
Position 505: 0.0001219653299344363
Position 3633: 9.434207197364711e-05
Position 234: 6.34488843271482e-05
Position 3770: 1.8988539991154397e-05
Position 3609: 1.748214451541595e-05
Position 316: 1.6184100149615905e-05
Position 180: 2.1863074944010074e-06
Position 2834: 1.1189014306632532e-06
Position 492: 4.393818346844055e-07
Position 3: 1.1186463045006727e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3450: 0.995811723189342
Position 2610: 0.9611643465817584
Position 278: 0.8302055594826222
Position 957: 0.32557108153031483
Position 586: 0.14444834783459437
Position 202: 0.07262439645568632
Position 703: 0.07057428342441056
Position 4137: 0.0627561343071465
Position 3916: 0.045210432589632574
Position 1621: 0.022747389228275933
Position 731: 0.022666898011988665
Position 1281: 0.020447482821862442
Position 2659: 0.01391248898635155
Position 1618: 0.011894213753864728
Position 3678: 0.011236178510642614
Position 916: 0.008162975904868745
Position 822: 0.007412588015211683
Position 669: 0.005105316986270138
Position 929: 0.004131050654293444
Position 3471: 0.004083161171940159
Position 740: 0.004017082881609985
Position 713: 0.0028673345862834394
Position 597: 0.0024688651644171637
Position 4064: 0.002381305886874665
Position 997: 0.0019126966003945177
Position 631: 0.0019027023742529928
Position 775: 0.0017710610290119753
Position 206: 0.0005214573779252948
Position 1047: 0.000219425412785214
Position 330: 0.00011956958029975454
Position 407: 4.540407244308252e-05
Position 259: 4.368907394819322e-05
Position 383: 3.8521900295918524e-05
Position 438: 3.3278392910158824e-05
Position 163: 1.8559307020838663e-05
Position 307: 1.5816391050481736e-05
Position 336: 1.3900595973317584e-05
Position 312: 1.0179886735013052e-05
Position 347: 8.249999886440906e-06
Position 239: 7.326471179908036e-06
Position 340: 4.207916152714845e-06
Position 223: 1.3282051566371004e-06
Position 482: 1.3133239256717607e-06
Position 255: 5.086478903928534e-07
Position 461: 4.4220264521421393e-07
Position 124: 4.0364924139354124e-07
Position 220: 2.710117686112823e-07
Position 217: 2.659539323996406e-07
Position 74: 7.540724294619098e-08
Position 133: 6.542212952352753e-08
Position 141: 7.797817331942899e-09
