Gene = Eip78C
index = 1152
Annotated 5SS: [ 1783  4504  4702 37028 37379]
Annotated 3SS: [ 4270  4559 36386 37102 37436]
SMsplice 5SS: [ 1783  4504  4702 37028 37379]
SMsplice 3SS: [ 4270  4559 36386 37102 37436]
top_k =  100
Partition function (log Z): -38.1428724855248

Sorted 5' Splice Sites (High to Low Probability):
Position 4702: 0.999630806739337
Position 4504: 0.9995835230434641
Position 1783: 0.419417763662477
Position 5003: 0.36196961694778085
Position 1119: 0.20482522226883842
Position 338: 0.20421808369988642
Position 198: 0.08288601172860191
Position 54: 0.0485838230650075
Position 361: 0.012900689232398167
Position 247: 0.009759328518679061
Position 455: 0.00752833576921601
Position 439: 0.005335131343450672
Position 272: 0.005025247765422311
Position 4785: 0.00020511419817058595
Position 4706: 0.00015910954341253423
Position 4972: 1.9283322421064793e-05
Position 5232: 1.7234720085272976e-05
Position 5245: 6.227119074747463e-06
Position 4965: 3.2062582210205724e-06
Position 4983: 2.9542172931086163e-06
Position 685: 2.4545553445880297e-06
Position 5049: 1.3783590171220228e-06
Position 478: 7.561854545250952e-07
Position 725: 2.906045246648933e-07
Position 241: 1.3063259026194316e-07
Position 5043: 1.2869908936023698e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4270: 0.9995414247433371
Position 15411: 0.9856746917250998
Position 4559: 0.7602314458779609
Position 4765: 0.3199132298261126
Position 4576: 0.23888348044857116
Position 4839: 0.03727150285101686
Position 11678: 0.008375165185683306
Position 11942: 0.005601148603447658
Position 4878: 0.00498923078614955
Position 3445: 0.0004585752566699303
Position 4583: 0.00023154044689408258
Position 4586: 0.00020440899063687738
Position 546: 0.000108670761494495
Position 5094: 8.23798440096e-05
Position 502: 7.125093058984369e-05
Position 5374: 6.868591831701333e-05
Position 1229: 6.127194714479711e-05
Position 648: 6.0330017971209e-05
Position 1175: 4.556917906328549e-05
Position 4655: 3.2638110624264924e-05
Position 812: 2.7135232238624192e-05
Position 1325: 2.3930358987964365e-05
Position 747: 1.7726108624087324e-05
Position 785: 1.7259065596679803e-05
Position 5287: 1.3280995430511168e-05
Position 882: 1.2661420125196284e-05
Position 1351: 1.0550895237099495e-05
Position 6123: 1.0150075629957872e-05
Position 654: 6.365334269290596e-06
Position 1201: 6.159054941825978e-06
Position 6424: 6.009797319394097e-06
Position 1380: 5.320223611224165e-06
Position 1213: 3.903380747084482e-06
Position 5149: 3.5626144370226464e-06
Position 5176: 2.9351331157416494e-06
Position 605: 2.8852938417654973e-06
Position 394: 2.216455183315144e-06
Position 5035: 1.55340585414499e-06
Position 5398: 1.1834226234586929e-06
Position 4857: 2.1722442020470785e-07
Position 4785: 1.4188401211020073e-07
Position 591: 2.3802063218833742e-08
Position 554: 1.9785148423831754e-08
Position 773: 1.9785005317775193e-08
