Gene = atk
index = 1615
Annotated 5SS: [ 117 5434 7993 8179]
Annotated 3SS: [5240 5492 8054 8233]
SMsplice 5SS: [ 117 5434 7993 8179]
SMsplice 3SS: [5240 5492 8054 8233]
top_k =  100
Partition function (log Z): -1.2166261531153342

Sorted 5' Splice Sites (High to Low Probability):
Position 5434: 0.9999999999999993
Position 8179: 0.9993273186849906
Position 7993: 0.9669875030110887
Position 117: 0.4275023321520708
Position 6112: 0.3758484274658756
Position 829: 0.33641297768119377
Position 467: 0.11608607112702515
Position 991: 0.08702108735203033
Position 718: 0.060968267282825846
Position 6067: 0.051825748385338134
Position 1415: 0.04881104568565122
Position 9212: 0.0357889973603971
Position 7947: 0.028962241665601587
Position 9034: 0.028550124607628517
Position 147: 0.013930144975115496
Position 5843: 0.00977831010708945
Position 6178: 0.00899628369770441
Position 8368: 0.008668965231739831
Position 8676: 0.00508949027087432
Position 8746: 0.0037421564113774234
Position 6103: 0.003429741263329115
Position 5759: 0.0030129485849502086
Position 5635: 0.0019654274759304054
Position 8553: 0.0012508469900766603
Position 38: 0.0012392843878603157
Position 36: 0.0009130934678281386
Position 15: 0.0006447926485771323
Position 8524: 0.00043633995534813686
Position 609: 0.000359377008340822
Position 953: 0.0003200252123930496
Position 30: 0.00028632211198381495
Position 41: 0.00020882115708312657
Position 57: 0.00016549260903412646
Position 606: 0.00013945374681323668
Position 645: 0.0001168895562546273
Position 8372: 6.735442595378108e-05
Position 161: 2.889785390284673e-05
Position 47: 2.016654925515552e-05
Position 209: 8.679775686123231e-06
Position 156: 3.4334777638486204e-06
Position 8183: 7.738976033993913e-07
Position 8172: 6.647326955772979e-07
Position 8480: 9.977997181929211e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8233: 0.9929830441338693
Position 8054: 0.9913632970379541
Position 5240: 0.9658896304703175
Position 5492: 0.9159626903294422
Position 6306: 0.4347647460958426
Position 209: 0.06432780346569707
Position 6922: 0.050965521157913196
Position 9106: 0.03518783602468287
Position 6220: 0.026408215748155994
Position 9269: 0.026159685713312522
Position 4836: 0.02108076994843928
Position 4873: 0.013029599581242546
Position 187: 0.012795705818586798
Position 5903: 0.01257192266711383
Position 8744: 0.012122177619406559
Position 8021: 0.007055150186059976
Position 5922: 0.005917753562709406
Position 1150: 0.0054350539372756135
Position 9515: 0.004411606361627522
Position 1052: 0.003949975574181841
Position 5504: 0.00344942062554383
Position 9266: 0.003340650294332492
Position 8286: 0.0026385804993696764
Position 340: 0.0023083461948099843
Position 9420: 0.0021869617965883936
Position 701: 0.0020643660543864964
Position 9452: 0.0018900409200981521
Position 93: 0.0017727255486853649
Position 5517: 0.001754057267534761
Position 515: 0.0014811314424834372
Position 1014: 0.0010515477825831692
Position 8804: 0.0008153506305707949
Position 8289: 0.0006852275568506424
Position 8111: 0.0005836640364641952
Position 8448: 0.0005019115200954955
Position 6242: 1.016241805125886e-05
