Gene = IPIP
index = 1222
Annotated 5SS: [ 417  629  936 1345 1631]
Annotated 3SS: [ 509  691 1008 1411 2071]
SMsplice 5SS: [ 629  936 1345 1631]
SMsplice 3SS: [ 691 1008 1411 2071]
top_k =  100
Partition function (log Z): -0.24951173962599515

Sorted 5' Splice Sites (High to Low Probability):
Position 936: 0.9960308639306193
Position 1631: 0.9085836252285134
Position 1345: 0.8574465915180275
Position 30: 0.5071317806006997
Position 629: 0.49378980538481065
Position 625: 0.24841284831575283
Position 417: 0.0973167109609908
Position 124: 0.061501109642783956
Position 1877: 0.05265414708055984
Position 2348: 0.03876652381169257
Position 72: 0.012392308630295466
Position 633: 0.010503947468338189
Position 2380: 0.0103776347033999
Position 398: 0.007546623557637472
Position 128: 0.0074487599355342535
Position 2324: 0.0052344733249060455
Position 444: 0.0025478535856288172
Position 1668: 0.0020779036986411817
Position 1672: 0.0020011577939092473
Position 761: 0.0019137252288491152
Position 442: 0.0019058534364165699
Position 284: 0.0013590369960860226
Position 1164: 0.0012152570425689297
Position 1280: 0.0011617465791979938
Position 1457: 0.0010339908503573295
Position 2354: 0.0008728770301025205
Position 898: 0.000709669550282255
Position 2236: 0.0006835739442015231
Position 403: 0.0003589743773574216
Position 24: 0.00029486246395877955
Position 141: 0.00017086626190089668
Position 8: 5.915932402044953e-05
Position 1888: 3.9339205326121554e-05
Position 1677: 3.657897802182737e-05
Position 192: 1.0093841788303688e-05
Position 164: 9.845313892357432e-06
Position 98: 2.544834290047349e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1008: 0.9880806691014586
Position 1411: 0.8666630012462785
Position 2071: 0.8415533330272377
Position 857: 0.4161146290720191
Position 691: 0.3623688750587003
Position 144: 0.21899486433878917
Position 103: 0.20963219769176059
Position 509: 0.1279492669024885
Position 2468: 0.07741585026101734
Position 706: 0.0558248208303324
Position 2043: 0.045046314436214104
Position 2047: 0.022713373866011254
Position 476: 0.01704929781255399
Position 1949: 0.01604432673287315
Position 342: 0.015741078340119258
Position 1770: 0.011352612836548813
Position 167: 0.007646890397796988
Position 123: 0.007583974325112665
Position 224: 0.006041301879071478
Position 1971: 0.005081029019495885
Position 1522: 0.004062399371044555
Position 192: 0.003374865905667243
Position 566: 0.003214310841558322
Position 1799: 0.0014009583776343963
Position 254: 0.0009334006181541061
Position 1789: 0.000633097277479766
Position 1502: 0.0005031397838878403
Position 72: 0.0004224607639506818
Position 1703: 5.395383590022594e-05
Position 1750: 5.2435928602153215e-05
Position 1759: 5.164420073928463e-05
