Gene = SamDC
index = 1467
Annotated 5SS: [ 162  782 1023 1355 1503 1707]
Annotated 3SS: [ 694  853 1075 1409 1550 1768]
SMsplice 5SS: [ 162  782 1023 1355 1503 1707]
SMsplice 3SS: [ 694  853 1075 1409 1550 1768]
top_k =  100
Partition function (log Z): 1.7769169869526573

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.9837955078508144
Position 1023: 0.9502545317761136
Position 1707: 0.8889540393440652
Position 1355: 0.8325536558066087
Position 1503: 0.8249552881441413
Position 782: 0.6739540939298261
Position 638: 0.023123554427457737
Position 1352: 0.02094294626824291
Position 1177: 0.008959229747838401
Position 241: 0.004802718394226313
Position 1173: 0.003989545244843735
Position 247: 0.002724124139234268
Position 1327: 0.0020573730709396386
Position 290: 0.0011825496057188288
Position 931: 0.0005861277780068795
Position 1653: 0.0005781786331130354
Position 510: 0.0005522917772536058
Position 228: 0.0004296007624972875
Position 217: 0.000283259397717567
Position 134: 0.00024645455965043364
Position 178: 0.00016476422207724472
Position 776: 0.0001543590396419103
Position 71: 7.192980422040923e-05
Position 544: 5.7276357844402614e-05
Position 149: 3.149816908422083e-05
Position 114: 2.3478614241463534e-05
Position 500: 1.9206054944426503e-05
Position 464: 1.3184309909829303e-05
Position 385: 8.767463363475165e-07
Position 677: 1.5119932117866178e-07
Position 19: 7.237250307161204e-10
Position 166: 1.4955848619256485e-10
Position 91: 2.1733961565563587e-11
Position 60: 9.57190037566093e-12
Position 209: 6.543013156036746e-12
Position 10: 2.5782492286660223e-12
Position 39: 1.618859597210655e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.8917720515324605
Position 1409: 0.878539411608941
Position 694: 0.8711439500246473
Position 1550: 0.8197134733718869
Position 1075: 0.7873756119504183
Position 853: 0.6472276312423694
Position 1091: 0.16055305410941662
Position 523: 0.08780416618644439
Position 362: 0.024400260085335725
Position 657: 0.010724413217535776
Position 496: 0.009465452344873278
Position 878: 0.007996055895099344
Position 1194: 0.0059253410619090965
Position 1259: 0.004138478698876326
Position 1396: 0.003453558345629118
Position 1899: 0.002388668970696759
Position 329: 0.0018449200641172546
Position 1706: 0.0017252992265670986
Position 935: 0.0015408842601950374
Position 850: 0.001484215672257973
Position 343: 0.0013796570758705224
Position 217: 0.001186280812562454
Position 1795: 0.0009698765057791217
Position 228: 0.0008063239431800361
Position 781: 0.0003732778471014282
Position 429: 0.00031955755447381413
Position 371: 0.00026421370171428646
Position 857: 0.0001967450002454539
Position 862: 0.00018248181541285127
Position 457: 0.00015749509687034224
Position 530: 0.00011660707998113419
Position 1140: 8.899510427290913e-05
Position 464: 6.854729564014268e-05
Position 574: 5.9572553408435226e-05
Position 473: 4.492618906256094e-05
Position 503: 3.0131793123581578e-05
Position 280: 9.600509773213213e-08
Position 194: 7.760888757720407e-08
Position 241: 3.328593606686473e-08
Position 161: 1.9529623988458334e-09
