Gene = her
index = 1725
Annotated 5SS: [1065 1397]
Annotated 3SS: [1132 1457]
SMsplice 5SS: [1065 1397]
SMsplice 3SS: [1132 1457]
top_k =  100
Partition function (log Z): -4.164342163139387

Sorted 5' Splice Sites (High to Low Probability):
Position 1065: 0.9795428889031434
Position 1397: 0.963032962477894
Position 1864: 0.06492944970612936
Position 47: 0.06219461249840764
Position 1816: 0.038286981492994955
Position 552: 0.03556348155393311
Position 15: 0.033999960648985625
Position 1859: 0.028864379508389933
Position 337: 0.02116397408875316
Position 278: 0.014986972987454165
Position 1081: 0.012691620004766218
Position 1538: 0.00912259484434976
Position 930: 0.008558193947334881
Position 1802: 0.004696888801053612
Position 1857: 0.003242478065530303
Position 1757: 0.00269953630464636
Position 1386: 0.002443768637070723
Position 495: 0.0018733146295741663
Position 1822: 0.00160329777572921
Position 1553: 0.001510722315043352
Position 120: 0.0010708163611485657
Position 1780: 0.0008712883926689454
Position 75: 0.0006138456432247523
Position 1715: 0.0005089424826883061
Position 1682: 0.0004276196880872871
Position 26: 0.0003781372510179051
Position 395: 0.00035785427998064393
Position 482: 0.000156541802949044
Position 1059: 0.00015579011599710517
Position 807: 7.780891746966683e-05
Position 222: 6.397498615877992e-05
Position 205: 4.053751222213677e-05
Position 937: 3.358877741813708e-05
Position 1617: 1.0915686255539835e-05
Position 98: 4.058136086548693e-06
Position 157: 1.0058547759304832e-06
Position 177: 8.172655725175743e-07
Position 369: 7.11753625087877e-07
Position 434: 6.982971944742314e-07
Position 488: 6.581062239931301e-07
Position 1380: 1.7456122322900665e-07
Position 103: 1.3052266468950058e-07
Position 174: 1.2623219674586665e-07
Position 185: 4.982224166013438e-08
Position 79: 1.415326788828713e-08
Position 122: 8.370706386962863e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1132: 0.9922022155800742
Position 1457: 0.9228043136156261
Position 1923: 0.17786049624034608
Position 610: 0.08232566516629866
Position 94: 0.05039215981178395
Position 268: 0.012656332560643108
Position 347: 0.00922457743167364
Position 986: 0.007791542563102287
Position 75: 0.006888659468130742
Position 205: 0.005582058768916415
Position 2318: 0.0032916022426225013
Position 1601: 0.0027934833811000728
Position 1610: 0.002534134101656537
Position 1667: 0.0024775419480480023
Position 1243: 0.0018936868506289188
Position 147: 0.001618335515232833
Position 1518: 0.0015993659322787238
Position 1533: 0.0015579739430517962
Position 1742: 0.0013584998189443032
Position 1474: 0.0009923652102114243
Position 98: 0.0009405510377107029
Position 1589: 0.0008840782905373858
Position 1857: 0.0007698601706801149
Position 1482: 0.0007449951012334313
Position 1877: 0.0006329229753304353
Position 2005: 0.000548321507269175
Position 1175: 0.0005448876645733841
Position 132: 0.0004808253087942138
Position 1598: 0.00044484816257614533
Position 1940: 0.00044376174271056995
Position 392: 0.0003589349748041157
Position 1028: 0.0003073751171917925
Position 1703: 0.0002891304871395158
Position 2437: 0.00022445506990720942
Position 1240: 0.00015766453427474067
Position 1153: 6.677563453893941e-05
Position 1292: 4.943536149730177e-05
Position 1168: 4.86365599672941e-05
Position 103: 1.7243131419187204e-06
