Gene = Fbw5
index = 1163
Annotated 5SS: [ 650 2128]
Annotated 3SS: [ 702 2181]
SMsplice 5SS: [ 650  910 2128]
SMsplice 3SS: [ 702  967 2181]
top_k =  100
Partition function (log Z): -1.8901508433077563

Sorted 5' Splice Sites (High to Low Probability):
Position 650: 0.8936966914364108
Position 2128: 0.8006272093491258
Position 910: 0.5721874577807515
Position 1319: 0.1294237363623883
Position 590: 0.10240758539616734
Position 2135: 0.028716431910523636
Position 1711: 0.027165407493103675
Position 994: 0.015161720678654712
Position 1475: 0.00434086246942949
Position 833: 0.003796258690287446
Position 907: 0.003792706133717168
Position 472: 0.0029095858133960416
Position 735: 0.0028787348625391737
Position 921: 0.0026452105158818544
Position 644: 0.0025155818843438232
Position 616: 0.0008848313267928817
Position 145: 0.000700017211165353
Position 295: 0.000604778352324807
Position 917: 0.0005991466441646149
Position 1428: 0.00012792249376547484
Position 768: 4.883380345169934e-05
Position 292: 4.4126571077846515e-05
Position 377: 4.251751519225523e-05
Position 424: 4.248347030729414e-05
Position 581: 3.9146518277906493e-05
Position 56: 3.2984768117297464e-05
Position 137: 3.016777111558112e-05
Position 821: 2.8740652861691858e-05
Position 493: 2.707478768640176e-05
Position 101: 2.537655587333066e-05
Position 375: 1.4328997158760081e-05
Position 725: 1.241903869984247e-05
Position 382: 1.2093342452466979e-05
Position 654: 1.0469581412929606e-05
Position 342: 1.0451590226486118e-05
Position 865: 8.247092903061179e-06
Position 286: 7.945009720817697e-06
Position 412: 7.337716742797321e-06
Position 194: 7.136434009422877e-06
Position 233: 4.618212798011435e-06
Position 551: 3.3186003136590052e-06
Position 823: 2.02847003051738e-06
Position 723: 1.624400421393622e-06
Position 786: 1.3035150797783516e-06
Position 814: 1.2540737882730355e-06
Position 756: 1.165283746637451e-06
Position 21: 7.665633299113914e-07
Position 366: 1.66398624833118e-09
Position 344: 1.4916876396042905e-09
Position 16: 1.237549447331696e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 702: 0.9999811404313533
Position 2181: 0.8349897591658655
Position 967: 0.5629829790236588
Position 1369: 0.08857662423776617
Position 1379: 0.04471411583795275
Position 1572: 0.027129243199162094
Position 2157: 0.009989813175342562
Position 2012: 0.007918910164150951
Position 1881: 0.004557799942566157
Position 886: 0.0035638507021693087
Position 529: 0.0033251787786169177
Position 1233: 0.0022549572331429612
Position 1097: 0.001998352988193175
Position 786: 0.0018217274027865107
Position 2327: 0.0006038942841936425
Position 1124: 0.00048079760863203923
Position 535: 0.00020666509950343474
Position 194: 0.00018134527376002595
Position 634: 0.00016552491190401626
Position 208: 5.6329948952109175e-05
Position 205: 4.9208512752049947e-05
Position 466: 2.99227722456383e-05
Position 424: 2.5937688232708927e-05
Position 162: 2.1604138970772863e-05
Position 390: 1.0501992919598467e-05
Position 113: 1.0173368070874907e-05
Position 360: 3.4460517992094773e-06
Position 650: 3.6486494801844916e-08
