Gene = Dh31
index = 1132
Annotated 5SS: [   53   211 13102 13879]
Annotated 3SS: [  138 12992 13752 14042]
SMsplice 5SS: [  211 13099 13879]
SMsplice 3SS: [12992 13752 14042]
top_k =  100
Partition function (log Z): -1.0726096774178733

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.999765911764863
Position 13879: 0.9965834142526906
Position 13099: 0.847586939689474
Position 2204: 0.08506347383930542
Position 1600: 0.05661453078758699
Position 1035: 0.02961824353637345
Position 3334: 0.02883565896580538
Position 44: 0.026262306688819667
Position 8190: 0.01596078295251393
Position 53: 0.015513304282487095
Position 14554: 0.011997960944031865
Position 74: 0.0055868403865912625
Position 14608: 0.004443334501993181
Position 14229: 0.003757186706822311
Position 14641: 0.0012082770352029064
Position 13883: 0.0011551766685243452
Position 38: 0.0011242832358746987
Position 14303: 0.0009214618158634436
Position 14216: 0.0006312140477228935
Position 14317: 0.0005302904460854698
Position 14210: 0.00041534986632086777
Position 28: 0.0003240507993961266
Position 1737: 0.00023115638329835095
Position 23: 0.0001224510973307225
Position 373: 5.518608802754347e-05
Position 498: 3.9253590820981276e-05
Position 6: 3.8045252920506925e-05
Position 572: 1.8461228589227586e-05
Position 12: 9.083388983594437e-06
Position 565: 6.564455702433852e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14042: 0.9977715241400751
Position 12992: 0.9463103728252019
Position 13752: 0.8349885544711124
Position 2044: 0.06307048822899551
Position 138: 0.048859830314242875
Position 864: 0.04566035441061864
Position 13412: 0.04323439978374015
Position 3194: 0.01840392109157319
Position 7674: 0.01596078295251393
Position 1301: 0.014827262037101567
Position 829: 0.01162625268515988
Position 1870: 0.010387481742798424
Position 13390: 0.010019794147529243
Position 549: 0.007441004756395521
Position 438: 0.006640644372357531
Position 14679: 0.00648627489158655
Position 14606: 0.006147162588146112
Position 13209: 0.0058499176703999105
Position 756: 0.0055829721169470495
Position 13141: 0.004922491712705518
Position 3231: 0.004550727476529933
Position 3257: 0.004178085637888584
Position 14380: 0.0028443240404403907
Position 14790: 0.0027986512389430417
Position 1508: 0.0026552639790466846
Position 14406: 0.002459362967530477
Position 14640: 0.002217483762552262
Position 1166: 0.0019771809941200097
Position 14276: 0.0017048436023013294
Position 406: 0.001680664289461307
Position 1936: 0.0013592464966202466
Position 13943: 0.000750723868092478
Position 14503: 0.0004490587742368893
Position 13973: 0.0002756654365273099
Position 1683: 0.00017629328088086027
Position 629: 4.778769208206714e-05
Position 1199: 2.4359708065846205e-05
Position 1234: 2.4113727215611237e-05
Position 1353: 2.119227280071453e-05
Position 352: 1.784990822359231e-05
Position 898: 9.329796116915242e-06
