Gene = Rdh
index = 1417
Annotated 5SS: [302]
Annotated 3SS: [2938]
SMsplice 5SS: [1176]
SMsplice 3SS: [1352]
top_k =  100
Partition function (log Z): -10.89171430018626

Sorted 5' Splice Sites (High to Low Probability):
Position 1176: 0.5553263375801004
Position 1199: 0.3335263356391759
Position 1551: 0.1321709238749542
Position 1547: 0.06175257983300028
Position 1295: 0.046177389533915286
Position 581: 0.0441568616321836
Position 2018: 0.014123261013786243
Position 834: 0.010281918603349304
Position 1196: 0.00999120288712032
Position 2746: 0.007623219411366872
Position 1267: 0.004753937683729048
Position 1227: 0.0043159961289550965
Position 1555: 0.00306699602093544
Position 1248: 0.0011694741099954366
Position 371: 0.0004691481305874854
Position 593: 0.0003513114432471491
Position 919: 0.0003390893497393643
Position 1067: 0.0003256807550547292
Position 815: 0.0001418374764571086
Position 1150: 0.0001281925688064622
Position 1010: 0.0001152214532920464
Position 941: 9.352721058551101e-05
Position 821: 6.516157840634429e-05
Position 487: 6.423425095584952e-05
Position 419: 3.1357211995007396e-05
Position 753: 2.360092635798928e-05
Position 755: 2.2869339816482107e-05
Position 428: 1.904055829688451e-05
Position 559: 1.836119746320205e-05
Position 994: 1.531939680851352e-05
Position 480: 1.28305824521208e-05
Position 437: 1.0480925149194769e-05
Position 670: 8.13069089000108e-06
Position 658: 6.5095863771200325e-06
Position 578: 6.435095289644255e-06
Position 780: 5.792408231053246e-06
Position 551: 5.512243653030653e-06
Position 440: 2.1771683957213272e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1352: 0.7136694592739872
Position 1367: 0.11447514505194822
Position 2263: 0.10933456874668693
Position 2938: 0.10097677173493512
Position 2235: 0.07718313217862215
Position 2332: 0.02376788389803642
Position 2283: 0.02051871910538125
Position 1270: 0.01739436515943283
Position 1971: 0.013388669496578921
Position 1749: 0.007978281238112879
Position 866: 0.006844922550266006
Position 1315: 0.006712561254831356
Position 1124: 0.006456556999835148
Position 1301: 0.005092300154086029
Position 2144: 0.002379065391106323
Position 1852: 0.0018319180855484937
Position 1451: 0.0010241883583841985
Position 1318: 0.0008773389989356218
Position 919: 0.00045172779953609095
Position 1032: 0.00017289811968832706
Position 557: 0.00011231817813614646
Position 874: 5.5958243317530615e-05
Position 1424: 1.950548348127686e-05
