Gene = Aprt
index = 23
Annotated 5SS: [329 697]
Annotated 3SS: [458 770]
SMsplice 5SS: [697]
SMsplice 3SS: [770]
top_k =  100
Partition function (log Z): -3.505688051448225

Sorted 5' Splice Sites (High to Low Probability):
Position 697: 0.952709512692686
Position 329: 0.5167658108227233
Position 416: 0.0798099950286411
Position 180: 0.0734483443935807
Position 692: 0.04265013474826755
Position 885: 0.010916868279096412
Position 349: 0.008289665540300294
Position 166: 0.005484714255769825
Position 427: 0.003374284581344211
Position 123: 0.003127333824561242
Position 155: 0.0020640980107752556
Position 687: 0.0013116658955701814
Position 989: 0.000514534524532773
Position 419: 0.0004635841706518787
Position 980: 0.0003048028455967251
Position 963: 0.0002949122456077331
Position 1001: 0.0002028198232725975
Position 187: 0.00013391754255779334
Position 202: 0.0001195320227457405
Position 138: 4.9700070666949684e-05
Position 58: 2.414111987505009e-05
Position 51: 2.2890437119869746e-05
Position 425: 1.176053592120238e-05
Position 701: 2.996675159713078e-06
Position 226: 1.332227444185559e-06
Position 118: 3.4343747217614796e-07
Position 293: 3.1135182011201013e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9945976686299982
Position 601: 0.35901520317331437
Position 489: 0.18116818568469145
Position 250: 0.060117205518161285
Position 458: 0.05779553550567819
Position 415: 0.019940068669946822
Position 229: 0.00808164260818559
Position 1135: 0.0042110158981945095
Position 1107: 0.0038988279106116942
Position 536: 0.002619029673474886
Position 1061: 0.0025595987861189873
Position 803: 0.0020985437513246575
Position 226: 0.0018143060197271176
Position 840: 0.0010597649353756662
Position 1041: 0.0010040811329491625
Position 846: 0.0007059919256968637
Position 311: 0.0003636664812036821
Position 1214: 0.0003573991801062589
Position 1202: 0.000282653419459922
Position 1195: 0.00022003886927140923
Position 284: 3.92119293699578e-05
Position 103: 3.838958407486739e-05
Position 314: 3.697890589256675e-05
Position 202: 2.9852892710924753e-05
Position 258: 1.8841392510176577e-05
Position 187: 1.1205248878795526e-05
Position 356: 8.281828696680297e-06
Position 138: 2.184461313269887e-06
Position 115: 1.7432454008599166e-06
Position 278: 1.7425127255902877e-06
Position 280: 8.654746021577444e-07
Position 740: 2.1062267151847712e-07
Position 263: 4.030435931905656e-08
Position 166: 3.092706331014398e-08
