Gene = trc
index = 1919
Annotated 5SS: [ 695 1371 1535 2077]
Annotated 3SS: [1160 1427 1591 2133]
SMsplice 5SS: [ 695 1371 1535 2077]
SMsplice 3SS: [1160 1427 1591 2133]
top_k =  100
Partition function (log Z): 9.475657142939308

Sorted 5' Splice Sites (High to Low Probability):
Position 1371: 0.9986944760169872
Position 1535: 0.9963441607984298
Position 2077: 0.9900342750129711
Position 695: 0.9318700434676446
Position 1270: 0.14042417179281177
Position 1748: 0.03372933806742186
Position 664: 0.02649660112992828
Position 737: 0.01898489943855402
Position 2211: 0.009668182784504233
Position 1081: 0.007917400180014513
Position 2754: 0.006290111554207054
Position 3214: 0.003733875643379587
Position 1689: 0.0037026413360515633
Position 2280: 0.003270482060281813
Position 296: 0.0032257743422150083
Position 1727: 0.002991174438882373
Position 2525: 0.0026878846107406458
Position 530: 0.002538490591107659
Position 3031: 0.0022937036585452797
Position 1259: 0.0022484617204645767
Position 2016: 0.001954827065628185
Position 90: 0.001699011750042821
Position 88: 0.0014534444783730973
Position 2081: 0.0014232300947322103
Position 2482: 0.001359227696358932
Position 679: 0.0013308916419224155
Position 2158: 0.001312080318806728
Position 671: 0.0012471466295394832
Position 623: 0.0008279552968895463
Position 2906: 0.0008050727948067508
Position 1526: 0.0007550373528145528
Position 741: 0.0005948486854174355
Position 1812: 0.0005324649206416945
Position 477: 0.0005288500131516537
Position 1987: 0.0004332220464714282
Position 1659: 0.00041236766386210046
Position 3233: 0.00040638648763369493
Position 1070: 0.00038840165010360764
Position 565: 0.000346665560151904
Position 614: 0.00032976980841941447
Position 761: 0.00032368547332859023
Position 525: 0.00026799508287336587
Position 1740: 0.0002550531321075107
Position 668: 0.00023388893362880311
Position 185: 0.000232094321435208
Position 1025: 0.00019825026075828686
Position 243: 0.00018111729473492633
Position 1730: 0.00017082790183625292
Position 1946: 0.00016720393673903323
Position 753: 0.00016330429163947865
Position 578: 0.00014784086904847055
Position 1036: 9.350386309965326e-05
Position 970: 9.133043448367253e-05
Position 106: 8.6511024467123e-05
Position 503: 6.098937344261223e-05
Position 326: 5.300872403488119e-05
Position 1542: 4.262087279534648e-05
Position 92: 4.0736450484397606e-05
Position 539: 3.3693896834709006e-05
Position 976: 2.845692970718667e-05
Position 647: 2.500846135832162e-05
Position 1375: 8.306155141775725e-06
Position 94: 2.741006329779924e-06
Position 2612: 2.585472143860642e-06
Position 334: 2.005460905379806e-06
Position 699: 1.96419375974582e-06
Position 1309: 1.3421276526633333e-06
Position 1463: 8.820042942813465e-07
Position 1930: 1.4282113123110527e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1427: 0.9979649270614026
Position 2133: 0.9930490396836915
Position 1160: 0.987940946085356
Position 1591: 0.9753517527689648
Position 1321: 0.14819513109735552
Position 1796: 0.02760853478553361
Position 1848: 0.023502310537812376
Position 2742: 0.00999683087471706
Position 1579: 0.00894067749453048
Position 3378: 0.008228389881173238
Position 2805: 0.00620608985992548
Position 3273: 0.004263071125938298
Position 1122: 0.004252047057355865
Position 2423: 0.0017857453529966129
Position 1654: 0.0015271472695908472
Position 2633: 0.001144944851561529
Position 2494: 0.0007764036071234133
Position 1700: 0.0007103096363502209
Position 151: 0.0006997291163273671
Position 577: 0.0006297716554664084
Position 735: 0.0004995455886632063
Position 2237: 0.0004399673670621824
Position 550: 0.0004100664624942901
Position 2153: 0.00038598710825374805
Position 1476: 0.0003415792524493872
Position 1232: 0.0003035252206172225
Position 1874: 0.00029873606872954356
Position 2500: 0.00029689872659559356
Position 988: 0.00028882580874770714
Position 1521: 0.0002521350410108618
Position 177: 0.00024575261724450785
Position 1229: 0.00021494257054398025
Position 211: 0.00019347831553763792
Position 364: 0.00018785336041961796
Position 352: 0.00013568747390779967
Position 1689: 0.0001279951449923413
Position 544: 0.00012270377758375183
Position 1607: 0.00010798485495317002
Position 1811: 0.00010757865565014178
Position 1463: 8.885322883200177e-05
Position 1460: 7.304723249377471e-05
Position 1331: 6.734097594738825e-05
Position 1499: 5.069557018290104e-05
Position 206: 3.9011620008211096e-05
Position 1190: 3.37701151311786e-05
Position 1107: 3.261970231312614e-05
Position 590: 2.6473471905028386e-05
Position 255: 2.3519194168006593e-05
Position 406: 1.2410986962155015e-05
Position 613: 1.0028170479290825e-05
Position 976: 6.823558266787445e-06
Position 766: 4.504325787116033e-06
