Gene = ms(2)34Fe
index = 1796
Annotated 5SS: [ 290  684 1847 2658 3524 4259 4489 4757 4923]
Annotated 3SS: [ 345  741 1908 2719 3638 4333 4548 4814 4982]
SMsplice 5SS: [ 290  684 1847 2658 4259 4757 4923]
SMsplice 3SS: [ 345  741 1908 2719 4548 4814 4982]
top_k =  100
Partition function (log Z): 19.398804433537567

Sorted 5' Splice Sites (High to Low Probability):
Position 684: 0.9997102289355806
Position 4259: 0.9965582308281444
Position 4923: 0.9964998612943926
Position 1847: 0.995839254476597
Position 290: 0.9936628704103226
Position 2658: 0.9888619497082851
Position 4757: 0.8599528507381626
Position 4489: 0.3956308655778699
Position 3090: 0.3779753337790271
Position 3524: 0.3386241336307086
Position 1569: 0.267134186363525
Position 1393: 0.14682312452652285
Position 5137: 0.05275477152364534
Position 1723: 0.022415359060531118
Position 4768: 0.014544510854802047
Position 1074: 0.007627462367309673
Position 2179: 0.0064937396463625495
Position 1247: 0.0054909984263890365
Position 1387: 0.005260421583118156
Position 1536: 0.0046248946586773905
Position 1259: 0.003885650729496423
Position 1028: 0.0035125614178924958
Position 3939: 0.003441769171851422
Position 2463: 0.00274919567793347
Position 1833: 0.0027381782429060204
Position 2160: 0.0026586668933830894
Position 988: 0.0020765968247266555
Position 1301: 0.0018597438465523543
Position 2162: 0.0017410500615724026
Position 1080: 0.001597310390882703
Position 1851: 0.0014173839053415965
Position 4893: 0.0010274397598797112
Position 4908: 0.0009572050455988187
Position 4934: 0.0009369468703306499
Position 443: 0.0007790275486416746
Position 5325: 0.0004496062938523768
Position 270: 0.00030906693528171935
Position 323: 0.0002779392662352558
Position 297: 0.0002489985112446467
Position 2820: 0.00022246878830487244
Position 2763: 0.00013876750841235582
Position 5314: 0.0001033747179632848
Position 464: 9.468402197920386e-05
Position 671: 4.7089110755082103e-05
Position 294: 4.2738215556660496e-05
Position 416: 3.868513980672065e-05
Position 651: 3.491434057547661e-05
Position 312: 1.8811423691428855e-05
Position 529: 1.3957384660519278e-05
Position 213: 1.1179417492232658e-05
Position 1420: 1.005580698758435e-05
Position 44: 2.120572731983495e-06
Position 1771: 1.2447890520427383e-06
Position 1174: 1.239396671155207e-06
Position 1170: 1.196119947705803e-06
Position 4670: 1.1415389691324868e-06
Position 1070: 1.1089078975280906e-06
Position 194: 6.217063701170684e-07
Position 104: 5.049968393740866e-07
Position 4778: 3.891693725303675e-07
Position 174: 3.051189347769967e-07
Position 163: 2.490350923612258e-07
Position 98: 2.4866595599188776e-07
Position 669: 2.387709574757362e-07
Position 101: 2.2911389511867335e-07
Position 5139: 1.5857999400976392e-07
Position 787: 5.768601823713497e-08
Position 178: 5.447082039608255e-08
Position 623: 2.9119640579533715e-08
Position 2318: 2.2815033695076348e-08
Position 627: 1.8126574801314272e-08
Position 158: 1.766432610329562e-08
Position 206: 1.1766547678045938e-08
Position 617: 3.438272158600852e-09
Position 238: 2.2847707111918724e-09
Position 334: 1.5267493423338494e-09
Position 217: 1.0945349249356274e-09
Position 258: 4.485710602970765e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4982: 0.9988781630490722
Position 741: 0.9974285935323014
Position 1908: 0.9276569764787536
Position 4548: 0.9209871226484766
Position 4814: 0.9128583193744584
Position 345: 0.8724083456904496
Position 2719: 0.8393991381656716
Position 3829: 0.4516398553170915
Position 4333: 0.4021085459695294
Position 1635: 0.32100754094439976
Position 3638: 0.13490391630208542
Position 1580: 0.09594132105103338
Position 3754: 0.0917936484852824
Position 2785: 0.05979504188142558
Position 1919: 0.05845520656529081
Position 5205: 0.05275493010363932
Position 401: 0.04846727088840527
Position 2722: 0.04510435619869013
Position 3214: 0.033207507824511276
Position 497: 0.0309421914869369
Position 1782: 0.02345092817607083
Position 1757: 0.021974646100032864
Position 3849: 0.01683077709840481
Position 4756: 0.016339674000059146
Position 3193: 0.015214176420974779
Position 4471: 0.014009923729234368
Position 1939: 0.012987797089854399
Position 2243: 0.011793476467415607
Position 369: 0.010791785593402813
Position 3234: 0.009177887185202602
Position 561: 0.00871275103712601
Position 3003: 0.007897122328627966
Position 1311: 0.0071058376499593436
Position 565: 0.006697872048768053
Position 537: 0.00646387248506158
Position 527: 0.004977879741726454
Position 1500: 0.0034514617870203533
Position 4777: 0.0032476251276194047
Position 2515: 0.002749195677933471
Position 437: 0.002004450763556273
Position 892: 0.0015090288776220368
Position 424: 0.0014812163744026999
Position 5016: 0.0011218369509266408
Position 581: 0.0008102807786574121
Position 2824: 0.0007264831396813767
Position 362: 0.0006414064394402837
Position 633: 0.0006097767577515176
Position 5387: 0.0004882827779887994
Position 1036: 0.00039831546914741167
Position 2911: 0.00013276588212183485
Position 449: 7.759863650244622e-05
Position 589: 6.558947771135798e-05
Position 5395: 6.469823382686191e-05
Position 503: 6.243203725586193e-05
Position 611: 2.9407622446731454e-05
Position 414: 2.7142257959237618e-05
Position 416: 2.438344535758591e-05
Position 596: 1.616257140516458e-05
Position 434: 1.4550415063860741e-05
Position 1137: 8.992809897024106e-06
Position 1065: 4.835007150978909e-06
Position 91: 2.1033392427344704e-06
Position 258: 7.275443660167124e-07
Position 174: 6.611185475734365e-07
Position 270: 6.312488736394178e-07
Position 234: 5.780013282445012e-07
Position 183: 2.2714621542644856e-07
Position 194: 5.228172830595892e-08
Position 238: 1.4716994173940146e-08
Position 158: 1.3334355652048925e-08
Position 282: 9.64715516994342e-10
Position 275: 4.600711391310673e-10
