Gene = FucTA
index = 1171
Annotated 5SS: [ 266 3865 5048 5417]
Annotated 3SS: [3674 4330 5232 5482]
SMsplice 5SS: [ 266 3865 5048 5417 5690 6199]
SMsplice 3SS: [3674 4330 5232 5482 6114 6343]
top_k =  100
Partition function (log Z): 8.631076949381491

Sorted 5' Splice Sites (High to Low Probability):
Position 5048: 0.9975554753853577
Position 5417: 0.9952502382851772
Position 266: 0.7778778829077411
Position 5690: 0.7649853568470927
Position 6199: 0.685048395851229
Position 3865: 0.5659191434094738
Position 677: 0.3402858785532186
Position 5820: 0.09161246648169986
Position 1542: 0.061100724357458516
Position 6634: 0.030721161357363552
Position 1963: 0.0217821923425695
Position 6080: 0.016706035673692072
Position 6014: 0.01267917663961711
Position 3922: 0.011064954700260385
Position 70: 0.0075690392423589225
Position 1550: 0.006700054870839724
Position 6226: 0.0049425820277669685
Position 5386: 0.003493214353616516
Position 6052: 0.0020573841138473285
Position 1270: 0.0018196046926411682
Position 595: 0.0016436588057738783
Position 555: 0.0014880878779473072
Position 530: 0.0013709660887042429
Position 5013: 0.0011340372696327073
Position 5347: 0.0010726331319410288
Position 4721: 0.0007190173546291564
Position 6035: 0.0004516988903604282
Position 1477: 0.0004516330434582822
Position 521: 0.00041136589005624015
Position 462: 0.0003553428931060305
Position 5379: 5.534047405360548e-05
Position 5581: 2.1161937280905984e-05
Position 82: 6.132937730228205e-06
Position 5288: 5.027282311133856e-06
Position 5441: 4.00947468878953e-06
Position 5569: 1.3280169845793271e-06
Position 5339: 1.062584072667535e-06
Position 5361: 1.0579649523450295e-06
Position 5539: 1.8754197221907e-07
Position 5353: 3.293032329624946e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5482: 0.9995549251414362
Position 5232: 0.9795326383382297
Position 4330: 0.9679749656667039
Position 6114: 0.6804243207323244
Position 3674: 0.5704315260052307
Position 6343: 0.4124743118048947
Position 6454: 0.20919549208597246
Position 6314: 0.07364313689621378
Position 5744: 0.05982256848513841
Position 6697: 0.04440917449239745
Position 1320: 0.03745473118064607
Position 6458: 0.03650229203257621
Position 5806: 0.03224153935069888
Position 1759: 0.024310519676083067
Position 341: 0.02366322916972676
Position 1171: 0.023176303230729636
Position 458: 0.02284202044934363
Position 583: 0.022388741783714337
Position 6304: 0.020796314372606945
Position 5190: 0.01881431624567153
Position 6858: 0.017867682821927904
Position 4373: 0.01704596844254707
Position 6877: 0.016069034848824628
Position 398: 0.015970303063247492
Position 642: 0.014801517181552402
Position 586: 0.012362212115954212
Position 366: 0.00933747778504444
Position 322: 0.008877984853587779
Position 3916: 0.006270815659000492
Position 6080: 0.005625099725867763
Position 4276: 0.004534230740816197
Position 1709: 0.0036844728361404237
Position 372: 0.003382996679718943
Position 3936: 0.0025409212771519774
Position 619: 0.0024015834987895744
Position 1227: 0.0019865760536075844
Position 1119: 0.0017637077576028001
Position 980: 0.0014893770935492257
Position 5266: 0.0009028869751957399
Position 5147: 0.0004997329844406906
Position 5526: 0.00039309967717128264
Position 1440: 0.00018263534502652726
Position 1156: 0.000173380419142025
Position 5746: 0.00011201410533784155
Position 5272: 8.7387612762933e-05
Position 554: 6.409414826203817e-05
Position 646: 6.101598982557824e-05
Position 141: 4.9329730161410265e-05
Position 5241: 4.833077683238232e-05
Position 430: 3.255479005267633e-05
Position 5108: 2.3685150803920818e-05
Position 5206: 2.3551743185285714e-05
Position 5643: 2.2218441840242558e-05
Position 5875: 2.1276127887956018e-05
Position 5531: 8.610006259140361e-07
Position 5515: 6.655004180584435e-07
Position 5646: 5.074752280607537e-07
Position 5444: 2.66474166717237e-07
Position 5602: 1.8754197221907e-07
