Gene = DIP-delta
index = 1123
Annotated 5SS: [  167  5520  7630  9118  9344  9747 11570 12204 12524 13667 15363]
Annotated 3SS: [ 5053  7522  8912  9181  9617 11478 12119 12413 13603 15080 15421]
SMsplice 5SS: [ 1175  5520  7630  9118  9344 11570 12204 12524 13667 15363]
SMsplice 3SS: [ 5053  7522  8912  9181 11478 12119 12413 13603 15080 15421]
top_k =  100
Partition function (log Z): 12.592309786134196

Sorted 5' Splice Sites (High to Low Probability):
Position 11570: 0.9991271456562724
Position 12204: 0.9959478490429532
Position 12524: 0.9903169315547282
Position 15363: 0.9852059463194953
Position 9118: 0.9762416791970551
Position 7630: 0.9706550792571537
Position 9344: 0.9220455478193502
Position 1175: 0.8426295865327869
Position 13667: 0.8164080057108346
Position 5520: 0.7864556764193096
Position 9747: 0.291574586060697
Position 12874: 0.19891509712940322
Position 15567: 0.15686122984058412
Position 821: 0.14709903069349692
Position 8438: 0.1005966637395231
Position 15594: 0.07151098654469987
Position 14919: 0.06111589549190051
Position 179: 0.06093224424031776
Position 14073: 0.05500109433591645
Position 13402: 0.05279035660490035
Position 31: 0.03564047557739404
Position 14648: 0.033463971980330895
Position 9787: 0.032388924847260255
Position 6233: 0.03086387396365335
Position 9656: 0.030581395198763652
Position 167: 0.027983776674678884
Position 9372: 0.027961561401180404
Position 11986: 0.025512846434695383
Position 15832: 0.024176547227415267
Position 25: 0.020730793066024503
Position 13691: 0.019960910017126618
Position 13489: 0.01949027215665562
Position 12857: 0.017284827908705794
Position 8458: 0.013097857956806819
Position 115: 0.013006477974702915
Position 14462: 0.012167705138400596
Position 12762: 0.01159734665276205
Position 15359: 0.00858404836265989
Position 15746: 0.0069884864235901355
Position 14664: 0.006349429708467547
Position 9114: 0.0036661781658549847
Position 13951: 0.001705830438704149
Position 13089: 0.0011495441067880393
Position 137: 0.0009422831081657533
Position 13693: 0.000929466840307377
Position 268: 0.0009121704316938775
Position 206: 0.0008983873283895593
Position 804: 0.000675185444144519
Position 11772: 0.0006393515149822686
Position 11738: 0.0006311984095427864
Position 719: 0.000574741563721787
Position 104: 0.0005706326919106152
Position 482: 0.0005297610430092124
Position 183: 0.000525172094489664
Position 667: 0.0003911295521351662
Position 620: 0.00028902580706541677
Position 215: 0.0002872677356999066
Position 12319: 0.0002326423661505128
Position 625: 0.00016801634777016818
Position 276: 0.00015649379257206468
Position 13671: 0.00012929642561388733
Position 15355: 6.607105911918711e-05
Position 43: 3.0839598208570855e-05
Position 11796: 3.2694563634762413e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 12413: 0.9899703588460353
Position 8912: 0.9728945767052256
Position 11478: 0.96690720658085
Position 9181: 0.9559044475692431
Position 15080: 0.9507680535396853
Position 7522: 0.946867716327951
Position 13603: 0.8933568763224957
Position 5053: 0.7799560045769554
Position 15421: 0.7738908826059762
Position 12119: 0.6584555134781797
Position 16193: 0.31827044458450815
Position 12673: 0.21752930273897025
Position 9617: 0.20787191338827057
Position 11956: 0.20694559106697724
Position 14227: 0.1567028684164066
Position 15659: 0.14243542930330166
Position 878: 0.10914860970233632
Position 11922: 0.0996680644506217
Position 8143: 0.08263533525939804
Position 9656: 0.08142716575520144
Position 13188: 0.07123974070170475
Position 11899: 0.03373405454468995
Position 9491: 0.02513145645154671
Position 715: 0.023151712247881574
Position 5790: 0.021544129410923523
Position 8222: 0.02063498011087064
Position 16600: 0.01879655928377757
Position 11282: 0.01736402680277543
Position 6608: 0.016880920103662975
Position 11985: 0.013716826386887981
Position 7377: 0.012608221005037215
Position 11410: 0.01091109070783447
Position 246: 0.010513344987224478
Position 7964: 0.010165416289610266
Position 11660: 0.01009007015491486
Position 5703: 0.009509043904711382
Position 366: 0.00944636156059261
Position 8617: 0.008847295192255834
Position 9400: 0.007775519094267618
Position 7835: 0.007077482678175765
Position 12660: 0.006758642888649916
Position 4772: 0.006499671842353495
Position 8557: 0.005548357929310787
Position 12318: 0.004877182204956757
Position 9458: 0.003558462646241949
Position 9410: 0.003134445226742118
Position 12339: 0.0028767606513266913
Position 12755: 0.00238326199609627
Position 10413: 0.001906463623042212
Position 11196: 0.0016386442825815284
Position 564: 0.00150807617448295
Position 104: 0.0012053866258644726
Position 11671: 0.0008295732608599167
Position 12392: 0.000658308689142556
Position 13423: 0.00040832496331529646
Position 11700: 0.0002447960620342754
Position 12073: 0.0001959378405459165
Position 12363: 0.00011340304261683874
Position 10013: 0.00010847486882152146
Position 12588: 7.580127297597679e-05
Position 12806: 6.868491125012978e-05
Position 10032: 2.123225350584881e-05
Position 9892: 7.242648197219568e-07
Position 11732: 5.577006375677425e-07
Position 9475: 1.977844375492473e-07
Position 9438: 1.30340508324481e-07
