Gene = fwe
index = 1710
Annotated 5SS: [ 137  475 2992 3165]
Annotated 3SS: [ 353 2783 3056 5561]
SMsplice 5SS: [ 475 2992 3165]
SMsplice 3SS: [2783 3056 5561]
top_k =  100
Partition function (log Z): 1.1314145798332962

Sorted 5' Splice Sites (High to Low Probability):
Position 2992: 0.9877384255416293
Position 3165: 0.9691454858559283
Position 475: 0.9239457136136384
Position 705: 0.03653729307566769
Position 796: 0.03570107239322221
Position 694: 0.03217778826866769
Position 2151: 0.029063166529095255
Position 4076: 0.02696686572460355
Position 3874: 0.022136117978029626
Position 84: 0.02174821842982758
Position 3963: 0.020096136604176057
Position 5234: 0.019648957668983738
Position 137: 0.019597417066893514
Position 3671: 0.015303613246465826
Position 5347: 0.014568596527837823
Position 5218: 0.011215799243797515
Position 4307: 0.009816584294898519
Position 3976: 0.009433978520222985
Position 248: 0.008473781926181137
Position 894: 0.00809692313004631
Position 2996: 0.007715648513394015
Position 3362: 0.0077038706668648175
Position 428: 0.0075052893888059545
Position 3581: 0.007070064413995024
Position 3403: 0.005352451646624642
Position 5758: 0.004245173768241154
Position 3169: 0.0036575284749087826
Position 4924: 0.0034412243142171966
Position 482: 0.002901179415037958
Position 2948: 0.0026010240101326763
Position 843: 0.002560836986369795
Position 3816: 0.0020844002987286574
Position 2927: 0.0017232539221386227
Position 4334: 0.001579896163162238
Position 75: 0.001378031838185028
Position 221: 0.0013256250729829313
Position 4376: 0.0012511238945435595
Position 4144: 0.00105634940672158
Position 37: 0.000935982560833298
Position 68: 0.000745068463076944
Position 291: 0.0005691203298298079
Position 202: 0.0004275788331889757
Position 225: 0.00028404194783909775
Position 3325: 0.00023084030277135533
Position 2965: 0.0001791534779878126
Position 246: 0.00017421294885046633
Position 90: 0.00015171301051442726
Position 61: 0.00014425196258355111
Position 141: 0.00010721707640863537
Position 275: 0.0001016621134269628
Position 63: 9.070332302563554e-05
Position 425: 8.052830386090918e-05
Position 223: 5.349462017045501e-05
Position 14: 5.204398592486911e-05
Position 186: 3.776188068645257e-05
Position 3194: 3.754344413088939e-05
Position 177: 3.047282655281435e-05
Position 619: 1.549085870751449e-05
Position 3136: 1.239193998546189e-05
Position 3133: 1.2926421715200944e-06
Position 3153: 8.461601138124376e-07
Position 3366: 1.418827657113053e-07
Position 445: 1.2557025343694898e-11
Position 625: 4.2721601870204543e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3056: 0.9989375024895895
Position 2783: 0.9854286660232957
Position 5561: 0.9177871356118369
Position 3512: 0.16926441064335773
Position 622: 0.07046645885893986
Position 5016: 0.04796055846469512
Position 1897: 0.017932749786314973
Position 353: 0.0135826077818542
Position 1544: 0.00990980089583384
Position 526: 0.009447436124963368
Position 131: 0.007078947668956133
Position 5531: 0.006433476787846749
Position 1038: 0.006179267442697915
Position 2045: 0.005148545108973911
Position 2832: 0.0033356639218426807
Position 4892: 0.003081459103278091
Position 3558: 0.0028861715330569396
Position 368: 0.002665832399887898
Position 140: 0.0019437792270395335
Position 5905: 0.0015432632146011854
Position 5922: 0.0014813138632907182
Position 5255: 0.0014432532825124674
Position 5821: 0.001220596690349254
Position 2243: 0.0010881970513933383
Position 3037: 0.0010569970853162654
Position 5400: 0.0009482723086366293
Position 678: 0.0007621373505826971
Position 4270: 0.0006882218372216997
Position 3272: 0.0002583757211364363
Position 4185: 0.00019742098810398515
Position 4168: 0.0001922794273466824
Position 3225: 0.00016451379084248964
Position 4121: 0.00016224100022149384
Position 3366: 0.00014533668067274498
Position 3214: 9.236198444103209e-05
Position 3344: 7.679693490355678e-05
Position 3317: 1.601470119770677e-05
Position 3243: 1.5029339770838033e-05
Position 144: 3.315762957489251e-06
Position 3237: 2.046221113429934e-06
Position 3098: 4.8960751192105885e-09
Position 3110: 2.2474987417494e-09
Position 628: 3.6385158829810917e-10
Position 509: 1.2496520745229162e-10
