Gene = qua
index = 1852
Annotated 5SS: [ 5407  7516  7778  8752  9807 10069]
Annotated 3SS: [ 7305  7574  7826  8807  9870 10133]
SMsplice 5SS: [  474  7516  7778  8752  9807 10069]
SMsplice 3SS: [ 7305  7574  7838  8807  9870 10133]
top_k =  100
Partition function (log Z): 6.409167084129746

Sorted 5' Splice Sites (High to Low Probability):
Position 8752: 0.9967613390382608
Position 10069: 0.9900735022656424
Position 7516: 0.9889107185464325
Position 9807: 0.9810249626589571
Position 7778: 0.9796775184969491
Position 474: 0.9289863214865134
Position 1356: 0.18357977757641758
Position 831: 0.10068916478853543
Position 9301: 0.0784772269467897
Position 10328: 0.07764564630536497
Position 9421: 0.07623584222751713
Position 9061: 0.023031318135039988
Position 9436: 0.01908437913894313
Position 7481: 0.0066895808592083925
Position 8957: 0.005570759204117392
Position 8359: 0.004592082151004307
Position 8455: 0.0036053523482420216
Position 8739: 0.0031978132261064143
Position 274: 0.0022057126517621185
Position 918: 0.0019474994389569568
Position 603: 0.0014448201744386726
Position 8167: 0.0014212456087085942
Position 7596: 0.0012780067029574606
Position 10331: 0.0008711120002670636
Position 598: 0.000566403245557799
Position 7771: 0.0004945403194972929
Position 202: 0.00039226106608724384
Position 10271: 0.00036718833630418655
Position 114: 0.00024790381444082804
Position 9433: 0.00021927916001390573
Position 7741: 0.00020466921470115482
Position 10073: 0.00017316617508518532
Position 308: 0.00016860176167698756
Position 9034: 0.00015856850527468604
Position 10287: 0.0001550955750520969
Position 666: 0.00014946824345086487
Position 318: 0.00014844764285757274
Position 10278: 7.031631242807681e-05
Position 131: 4.02473548315978e-05
Position 28: 3.325380162737401e-06
Position 299: 3.1045755018992435e-06
Position 33: 2.9599922131864443e-06
Position 330: 2.392738349775342e-06
Position 209: 2.267775353810593e-06
Position 7757: 1.7922779680542894e-06
Position 9999: 1.375809610232021e-06
Position 104: 5.75337042458037e-07
Position 86: 5.708847819007877e-07
Position 343: 3.3871655144156245e-07
Position 811: 3.26386468328774e-07
Position 40: 2.9166180015316073e-07
Position 122: 2.6483498041799576e-07
Position 8180: 2.570720012813942e-07
Position 8677: 2.3724344400244866e-07
Position 8686: 2.227472446588615e-07
Position 144: 2.1971744516842182e-07
Position 7638: 1.9968346528769733e-07
Position 174: 1.770184263223731e-07
Position 164: 2.772563968692906e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7574: 0.9970587103763107
Position 9870: 0.9954062524651085
Position 10133: 0.9833601840947183
Position 7838: 0.9799929563548251
Position 8807: 0.8565048605057595
Position 7305: 0.5478278694497574
Position 7338: 0.44872549354577823
Position 892: 0.16134038166552866
Position 8829: 0.1414205652693278
Position 10375: 0.07858799848242815
Position 9481: 0.058452110834123265
Position 9348: 0.050134137479873775
Position 9715: 0.032243515818781224
Position 9536: 0.017502253156428182
Position 810: 0.016780699664718974
Position 547: 0.014129586949062765
Position 9115: 0.009194495962354029
Position 9160: 0.008425771978709204
Position 9379: 0.008406358597368494
Position 636: 0.00615937941309209
Position 9002: 0.005279358203660974
Position 645: 0.004669932869418378
Position 983: 0.004364748432803105
Position 10164: 0.004342287403589019
Position 8526: 0.003605080904321431
Position 534: 0.0034730708500243443
Position 8614: 0.0030329663636711637
Position 10386: 0.0026838416125138137
Position 421: 0.0021011633571529254
Position 7544: 0.0019882260337962306
Position 1023: 0.0017254098181725614
Position 602: 0.001699911168964937
Position 8430: 0.0015270542781617188
Position 8235: 0.0009688281029001571
Position 658: 0.0009591635492140636
Position 7679: 0.0008155867094910022
Position 676: 0.0008124468325711412
Position 663: 0.0007535905068265079
Position 910: 0.0006984530313255814
Position 1240: 0.0006847048065584604
Position 8005: 0.0006663746762557753
Position 9971: 0.0005056583689496732
Position 8213: 0.00044803949593811735
Position 10247: 0.0003837856817485475
Position 8867: 0.00026825904681823735
Position 7826: 0.00018158384810605446
Position 707: 0.00014118359531621814
Position 10023: 5.4849191026859935e-05
Position 390: 5.151387088041102e-05
Position 830: 1.2013900554644294e-05
Position 273: 9.955236663660605e-06
Position 245: 6.084931347119201e-06
Position 426: 3.7956249698766647e-06
Position 343: 3.792512600098326e-06
Position 326: 2.4894024786411126e-06
