Gene = eIF2beta
index = 1683
Annotated 5SS: [143 746]
Annotated 3SS: [ 345 1053]
SMsplice 5SS: [241 746]
SMsplice 3SS: [ 345 1053]
top_k =  100
Partition function (log Z): -3.187137186884309

Sorted 5' Splice Sites (High to Low Probability):
Position 746: 0.8370466461429842
Position 241: 0.29776682070129135
Position 143: 0.22551761804900508
Position 235: 0.21162377820268122
Position 941: 0.1289774832663016
Position 245: 0.0740645432183575
Position 1406: 0.05709741869653257
Position 290: 0.045599401401091366
Position 166: 0.03700174120028197
Position 265: 0.018910195708776698
Position 751: 0.0183874044862848
Position 219: 0.013311143832621518
Position 213: 0.012201154576535811
Position 785: 0.004961060037277808
Position 473: 0.003923198413008556
Position 249: 0.001766669544476731
Position 1178: 0.0016667713201781388
Position 912: 0.0015346572453659008
Position 1200: 0.0010620472994606965
Position 170: 0.001006777337040482
Position 1309: 0.0008701416434643336
Position 295: 0.0007600929985121459
Position 509: 0.0004116634390122427
Position 239: 0.0003871616664335382
Position 953: 0.0003601329484708581
Position 945: 0.0002752412628372286
Position 869: 0.0002203643470151803
Position 867: 0.00020326302815936936
Position 76: 0.00017934190878236776
Position 192: 0.00011206048766782849
Position 229: 8.774598412131988e-05
Position 247: 8.567622430662553e-05
Position 27: 6.069245247223285e-05
Position 263: 5.7975300896399586e-05
Position 67: 4.1494232836910586e-05
Position 1549: 2.8174380093101502e-05
Position 19: 1.789462651784983e-05
Position 38: 1.6466707464618793e-05
Position 91: 1.6131203465807877e-05
Position 3: 1.2919002716336636e-05
Position 147: 9.373278943303988e-06
Position 106: 6.207448148007242e-06
Position 43: 2.201037150853324e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1053: 0.9796300475917668
Position 345: 0.9243391580494708
Position 1478: 0.059785102259766715
Position 807: 0.009788873279808308
Position 372: 0.004856731056337719
Position 1002: 0.00477357947946568
Position 375: 0.0045915592793919135
Position 815: 0.002274823281885341
Position 867: 0.0019729081277761592
Position 1373: 0.0011113189373340064
Position 844: 0.000980924812419665
Position 578: 0.0009388134709204998
Position 378: 0.0008666191179771167
Position 1451: 0.00046577935237389806
Position 897: 0.0003715338967384871
Position 975: 0.00027365806851694914
Position 1364: 0.0002087253126787078
Position 1616: 0.00019245819418260783
Position 1454: 0.00011060097294654014
Position 381: 5.978385052033507e-05
Position 117: 2.979896849033729e-05
Position 91: 7.586871541513777e-06
Position 76: 6.177497178707039e-06
Position 67: 4.7287319607832124e-06
Position 98: 2.757506055685956e-06
Position 271: 2.6220516698643084e-06
Position 122: 1.7096328543390707e-06
Position 384: 5.666370141368788e-07
