Gene = l(3)04053
index = 1753
Annotated 5SS: [ 870 1733 2117]
Annotated 3SS: [ 935 1925 2175]
SMsplice 5SS: [ 870 1733 2117]
SMsplice 3SS: [ 935 1925 2175]
top_k =  100
Partition function (log Z): 7.4848849914932885

Sorted 5' Splice Sites (High to Low Probability):
Position 2117: 0.9998225104106725
Position 870: 0.9852141103033908
Position 1733: 0.8058420586612574
Position 1749: 0.10780882823101531
Position 1515: 0.05742551221671718
Position 1754: 0.049971127254796625
Position 560: 0.041055182233830534
Position 2335: 0.026887311558521195
Position 827: 0.012438712771304117
Position 2478: 0.008846893798356126
Position 344: 0.005898688398739742
Position 1277: 0.004432210803147156
Position 494: 0.0035331477586976676
Position 1425: 0.0025375415097477344
Position 2318: 0.0022941900927441186
Position 1231: 0.0014574042022258247
Position 119: 0.0012741999580552531
Position 2505: 0.0008835360548779587
Position 1417: 0.000529748223081023
Position 1809: 0.0004942966092365273
Position 1239: 0.000404510113091559
Position 2509: 0.00038287216583822296
Position 515: 0.00037391976269417654
Position 1170: 0.00034386293797166964
Position 602: 0.0002818495695234616
Position 568: 0.0002550620284188505
Position 2449: 0.0002444832058311983
Position 153: 0.0002430798764417809
Position 2312: 0.00017214668469597567
Position 2123: 0.0001436268162877265
Position 365: 0.00010837597177234564
Position 1148: 0.00010826045494046534
Position 2500: 9.8466153164047e-05
Position 538: 7.776044453826303e-05
Position 2350: 7.077617682268054e-05
Position 369: 7.023957488160802e-05
Position 546: 6.309783462496777e-05
Position 2269: 5.961671258530517e-05
Position 225: 5.264528619740339e-05
Position 874: 3.159723707782535e-06
Position 2133: 1.0982179085042653e-06
Position 1304: 1.0339180002234598e-06
Position 682: 3.6978331516712445e-07
Position 2002: 1.8410177328149506e-07
Position 415: 1.6615891499324397e-07
Position 2341: 1.521556207227787e-07
Position 2259: 1.3983553790275593e-07
Position 2011: 6.206629809922502e-09
Position 2140: 1.0764596725718072e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2175: 0.9996548886635923
Position 1925: 0.9861851550375811
Position 935: 0.8033811821090375
Position 961: 0.07555229646435664
Position 1031: 0.0735230851295226
Position 1600: 0.031623584602703605
Position 2392: 0.027894358025730957
Position 1504: 0.025689415965253388
Position 667: 0.01736308450123714
Position 1335: 0.013976487860985166
Position 1977: 0.007776428356588873
Position 2554: 0.007587643902549698
Position 627: 0.0074882808689912175
Position 592: 0.006441714260082875
Position 654: 0.0059146768908851875
Position 615: 0.004775890187553439
Position 612: 0.00347860868649606
Position 1605: 0.0029941494648746555
Position 1891: 0.0029594167103402466
Position 1507: 0.002830154976221256
Position 651: 0.002201807404281333
Position 483: 0.001972262997320341
Position 1447: 0.0015495993420814491
Position 2615: 0.0015366475745544562
Position 736: 0.0012437753722910278
Position 2624: 0.0011406654785594472
Position 2585: 0.0011126310317823072
Position 781: 0.0007925985975482045
Position 1980: 0.0007247645340663465
Position 1089: 0.0004188079016214499
Position 2564: 0.0003547532876622201
Position 559: 0.00033498598697137024
Position 2209: 0.0003134958827909701
Position 480: 0.00028359772095582647
Position 2651: 0.0002373157145062628
Position 399: 0.00022067004675007252
Position 1945: 0.00015330730364885247
Position 1951: 0.00013199416283560874
Position 1151: 0.00012147429118743412
Position 568: 0.00010615817520962344
Position 2462: 7.692675773642359e-05
Position 826: 5.4636284045534465e-05
Position 175: 1.7795051470858976e-05
Position 262: 1.6401980923247076e-05
Position 714: 2.680420590055317e-07
Position 634: 2.451986806220272e-07
Position 747: 8.414678387285839e-08
