Gene = Proc
index = 1388
Annotated 5SS: [ 262 1166]
Annotated 3SS: [ 958 5282]
SMsplice 5SS: [ 800 1166]
SMsplice 3SS: [ 958 5282]
top_k =  100
Partition function (log Z): -5.025100076223352

Sorted 5' Splice Sites (High to Low Probability):
Position 1166: 0.9967987376293579
Position 800: 0.5314423853466506
Position 262: 0.3491922315863006
Position 321: 0.11397017162336687
Position 6238: 0.11172610639151692
Position 824: 0.09610282146530168
Position 283: 0.07562520219640671
Position 373: 0.04652411972124733
Position 1636: 0.03368175349071038
Position 564: 0.013947143518398675
Position 500: 0.008418336128969152
Position 3404: 0.007266440922226864
Position 494: 0.005031449854585297
Position 354: 0.0035710223043910723
Position 804: 0.0033772753772613635
Position 1205: 0.0028413359610570668
Position 185: 0.002514227671482305
Position 2911: 0.0024572319813930066
Position 808: 0.0022638596951732727
Position 719: 0.002205121454802409
Position 543: 0.001495233261916418
Position 551: 0.0009402049789935657
Position 503: 0.000929378570381394
Position 579: 0.0006356168128437378
Position 313: 0.0005711917184742841
Position 230: 0.0005062246580351547
Position 182: 0.0005006884177978857
Position 81: 0.0003246806853133383
Position 291: 0.00017592977587325295
Position 1397: 0.00016120881209725325
Position 140: 0.00016052784559565192
Position 1197: 4.427416693828431e-05
Position 1144: 1.0670222710312531e-05
Position 1191: 7.989716384045197e-06
Position 52: 4.556023947611897e-06
Position 352: 1.0057702782070783e-06
Position 31: 1.998973935081869e-07
Position 1120: 7.815046749273664e-08
Position 1225: 6.950329464559428e-08
Position 266: 5.5396596758439045e-08
Position 23: 2.618929540153933e-08
Position 5: 1.5830756747439038e-08
Position 177: 1.5743697460353187e-08
Position 112: 1.1529698603223982e-08
Position 121: 5.1711403636523965e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 958: 0.9938147764472931
Position 5282: 0.9370240658431718
Position 621: 0.17043530027696513
Position 6288: 0.11520286160323917
Position 673: 0.036672092148889994
Position 6574: 0.03277247297017623
Position 319: 0.03216314442147189
Position 1319: 0.018587395032743943
Position 730: 0.013643772071220459
Position 2767: 0.01324360101866893
Position 1459: 0.013232481668910457
Position 3764: 0.005926148382081027
Position 602: 0.005356477485708506
Position 419: 0.00471017068480071
Position 3639: 0.00387972373432385
Position 585: 0.0026728935357480674
Position 6759: 0.0020570781211733604
Position 1593: 0.0019902390344111584
Position 1267: 0.001844147705334604
Position 4970: 0.0017584563695032453
Position 1626: 0.0013488825480907918
Position 5234: 0.001284676229526107
Position 739: 0.0009347761341352237
Position 2074: 0.00078622826237344
Position 4663: 0.0007195357682832897
Position 2645: 0.0005183123511951062
Position 2277: 0.0005005905531434993
Position 4332: 0.0004387151977870461
Position 3800: 0.00041832205743279365
Position 4283: 0.0003894634349754972
Position 3934: 0.0002699518732489952
Position 3767: 0.0002117988074258117
Position 3525: 0.0001830319254124834
Position 3385: 0.00012860824436553022
Position 2707: 8.374484771211366e-05
Position 2683: 5.759585054843898e-05
Position 1323: 3.102149854530774e-05
Position 1384: 3.101908008081056e-05
Position 2098: 2.8136530487902415e-05
Position 1420: 2.4490632368800154e-05
Position 325: 2.2753156313017184e-05
Position 1341: 1.1565145396998063e-05
Position 1221: 1.1534626016474344e-05
Position 121: 4.779629719147439e-06
Position 400: 1.2103901080185285e-10
Position 386: 1.0906240389662093e-10
