Gene = brun
index = 1634
Annotated 5SS: [ 593 1421 2323 2626 3237 3778 4034 4285 4553]
Annotated 3SS: [ 655 1474 2381 2679 3292 3839 4092 4344 4617]
SMsplice 5SS: [ 593 1421 2323 2626 3237 3778 4034 4285 4553]
SMsplice 3SS: [ 655 1474 2381 2679 3292 3839 4092 4344 4617]
top_k =  100
Partition function (log Z): 25.998332554022547

Sorted 5' Splice Sites (High to Low Probability):
Position 3237: 0.9998508232453215
Position 2323: 0.9987326313520167
Position 1421: 0.9884838070902366
Position 3778: 0.9806942768316356
Position 2626: 0.9747304280347954
Position 593: 0.9600956201050914
Position 4553: 0.9353341670655919
Position 4285: 0.8609687184296738
Position 4034: 0.7698032244351288
Position 4012: 0.20368521592037206
Position 3417: 0.041624703309730234
Position 2837: 0.03576132488081853
Position 4289: 0.01685021135530002
Position 4280: 0.016405473165548926
Position 595: 0.015706097455794984
Position 1297: 0.014185660116381369
Position 562: 0.013565323911624343
Position 2970: 0.01194517608823274
Position 4930: 0.009663557116202426
Position 3776: 0.009579848992514559
Position 2973: 0.009044920168704784
Position 586: 0.007140198909210993
Position 1954: 0.006052151322317423
Position 2143: 0.004628269311493957
Position 4398: 0.00435732080999306
Position 2911: 0.004123385175087348
Position 1114: 0.004038154308504768
Position 4138: 0.0037746535548697437
Position 238: 0.0035992637111752434
Position 2490: 0.00268896462833091
Position 1812: 0.002648239415363567
Position 1591: 0.0024326646364893688
Position 4924: 0.002268852058876102
Position 4868: 0.002049841602416308
Position 4251: 0.0017276038938512201
Position 517: 0.0015613066540770628
Position 1293: 0.0012735950455945405
Position 832: 0.0010311374752283106
Position 3650: 0.0009947988386544745
Position 2754: 0.0006169568895662229
Position 1633: 0.0005414183454676404
Position 198: 0.0005149088395978185
Position 2532: 0.00045959891656324747
Position 1301: 0.0003495582057502758
Position 2439: 0.0003430158260717951
Position 597: 0.0003017942527527765
Position 390: 0.0002913530585075479
Position 4389: 0.00027345090437468333
Position 195: 0.0002482347442166653
Position 291: 0.000232724761671756
Position 3599: 0.00023023761566482465
Position 552: 0.00020492723374150956
Position 571: 0.0002046899766655688
Position 2476: 0.00019437033454591077
Position 1083: 0.0001719284519139156
Position 852: 0.00015997166773546218
Position 3782: 0.00015807598788703626
Position 2548: 0.00014099378785993523
Position 3988: 9.488301948351817e-05
Position 599: 8.742089362676403e-05
Position 3740: 5.0679221620118606e-05
Position 935: 4.755499506556323e-05
Position 3991: 4.6968228480772e-05
Position 3761: 4.448826293466549e-05
Position 569: 4.290757274961028e-05
Position 3482: 3.0787758387770154e-05
Position 428: 2.9569173337994736e-05
Position 502: 2.6058851557604786e-05
Position 3859: 1.5689606215454353e-05
Position 3705: 1.2728866678616188e-05
Position 3486: 9.717974133861161e-06
Position 398: 7.634046538331182e-06
Position 3591: 7.19675797595627e-06
Position 3501: 7.000104246479731e-06
Position 3619: 6.793008110868447e-06
Position 137: 3.945995069626853e-06
Position 145: 3.915506018136239e-06
Position 388: 3.0691289964662384e-06
Position 434: 2.04861905595098e-06
Position 2638: 1.9129606326216583e-06
Position 4293: 9.28310111048913e-07
Position 4170: 9.007587583899049e-07
Position 3805: 7.980956575909516e-07
Position 153: 4.968031654073048e-07
Position 913: 4.773837147245888e-07
Position 812: 1.7527680778861777e-07
Position 1195: 1.5418978356653318e-07
Position 1425: 1.4364176776557605e-07
Position 3164: 1.1449354468831563e-07
Position 843: 8.877270208498262e-08
Position 1315: 5.465498029450924e-08
Position 3261: 5.3891606863722875e-08
Position 2913: 3.684576120998694e-08
Position 2327: 3.1950239015933654e-08
Position 3972: 2.6582212389823456e-08
Position 1262: 1.7788554205440246e-08
Position 521: 1.7331083615187362e-08
Position 538: 1.447240238625803e-08
Position 304: 8.4247666799181e-09
Position 89: 4.632551734706484e-09
Position 450: 3.103386880632857e-09
Position 3661: 3.531685894107848e-10
Position 3362: 4.68295077882112e-11
Position 124: 2.817268203778055e-12
Position 12: 1.5300860403273574e-12
Position 106: 1.5088883171311446e-12
Position 406: 9.147889060788344e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3839: 0.9992391818502998
Position 655: 0.9987489679524604
Position 3292: 0.9986287565076426
Position 1474: 0.9742572923489196
Position 4617: 0.9019224020901292
Position 4344: 0.8893953293861967
Position 2381: 0.8452652285382495
Position 4092: 0.8212706242111566
Position 2679: 0.6545936340525281
Position 2687: 0.2867037917594092
Position 4112: 0.10059099616085944
Position 2389: 0.09055114669447345
Position 2396: 0.042769473373680054
Position 3026: 0.04019833497692192
Position 4161: 0.026657508107215535
Position 4351: 0.026472525290143396
Position 3468: 0.019936741744555186
Position 2888: 0.01979037081131193
Position 2998: 0.01762452446038118
Position 2489: 0.013875908597559106
Position 2265: 0.010413232373923465
Position 4699: 0.009197818488597114
Position 4642: 0.008959554367568155
Position 3079: 0.008939374220122377
Position 5164: 0.008672736592875497
Position 2707: 0.0079660441821092
Position 3517: 0.006837659873664142
Position 1992: 0.0061668462027385075
Position 4456: 0.006153699163902529
Position 1397: 0.006038522694789339
Position 4977: 0.005357213026979359
Position 4373: 0.005246379080110603
Position 1506: 0.005201229842245014
Position 2213: 0.00433032046601971
Position 1911: 0.004059751198620132
Position 288: 0.003813530645986538
Position 2807: 0.00349202933472487
Position 4818: 0.003083040097680961
Position 3525: 0.002403941645973972
Position 2524: 0.002344739168609807
Position 1708: 0.002319988499385111
Position 5090: 0.0022218882012114477
Position 5053: 0.002187309779346438
Position 1184: 0.002106206281221056
Position 1578: 0.002050934760957656
Position 5396: 0.0019715460209720486
Position 3725: 0.0018088799054840478
Position 2027: 0.001758242878325643
Position 3634: 0.001734730828958018
Position 4208: 0.0017083570248962686
Position 4729: 0.0016716636070389077
Position 1517: 0.0014350834080781353
Position 4778: 0.0012969905344831015
Position 2822: 0.0011704466102134062
Position 1989: 0.0011605532824043624
Position 2402: 0.001105421780863967
Position 4639: 0.0009970892517778627
Position 891: 0.0009341762855244781
Position 3305: 0.0009298455229736147
Position 4598: 0.0009258869614749951
Position 5036: 0.0008512788229571058
Position 2593: 0.0008041428014105367
Position 1222: 0.0007939957004827303
Position 1413: 0.000785326418176614
Position 2193: 0.0007701039864281915
Position 738: 0.0007507539768453552
Position 3109: 0.0007075876851540906
Position 3745: 0.0006762652595460039
Position 4142: 0.0004942655473706139
Position 2896: 0.0004715342078351697
Position 3316: 0.0004181381972426938
Position 2105: 0.0002793693446388279
Position 1212: 0.00027475493294942674
Position 3889: 0.00026622299837471974
Position 2712: 0.0002621240249134577
Position 3480: 0.00023195166715281413
Position 1008: 0.00019544582559654483
Position 463: 0.0001924213483410904
Position 3773: 0.00017873344001457576
Position 1143: 0.0001715128973997683
Position 361: 0.00012952093144247048
Position 1533: 0.0001248000604789929
Position 3738: 0.00012384648414674626
Position 1808: 0.00011448754874188675
Position 1878: 0.00011234699974055332
Position 1052: 0.00010971220958102709
Position 491: 9.617410954976568e-05
Position 309: 7.517542076405395e-05
