Gene = bdl
index = 1627
Annotated 5SS: [ 576 4892 5367 5988 6409]
Annotated 3SS: [4383 4956 5758 6201 6476]
SMsplice 5SS: [ 576 4892 5367 5988 6409]
SMsplice 3SS: [4383 4956 5758 6201 6476]
top_k =  100
Partition function (log Z): 4.808747016316889

Sorted 5' Splice Sites (High to Low Probability):
Position 576: 0.9964251801000659
Position 5367: 0.9942323789779836
Position 6409: 0.982407770176466
Position 4892: 0.96656190177841
Position 5988: 0.9565074915871985
Position 4156: 0.24833399707386095
Position 2014: 0.07850979434042853
Position 1804: 0.06841789965236841
Position 7140: 0.01656143552232584
Position 1070: 0.007356486629222441
Position 1489: 0.005985011048353032
Position 6107: 0.0034425751448051395
Position 4837: 0.003437966314683037
Position 4523: 0.003201199561721014
Position 6362: 0.0030988410200022284
Position 492: 0.0011285203049996486
Position 5607: 0.0010340986330099793
Position 6419: 0.0007166878895203543
Position 7205: 0.0006240276464033337
Position 6002: 0.0005743362028118226
Position 6061: 0.0005478863916047031
Position 6332: 0.00046877230595477134
Position 6776: 0.0003957537717337639
Position 5614: 0.00035610836333505914
Position 610: 0.0002191480829889921
Position 591: 0.00021373324918737619
Position 632: 0.00020174783640660482
Position 5451: 0.0001835867591829559
Position 5437: 0.00017375116468562664
Position 919: 7.78374706245488e-05
Position 7162: 7.493951204867438e-05
Position 6761: 7.378739821988991e-05
Position 1051: 5.421009417275607e-05
Position 6840: 4.5544150038237513e-05
Position 699: 2.840137700954305e-06
Position 6291: 1.7815164885873738e-06
Position 6652: 1.5693611096072663e-06
Position 6377: 1.5670813313151885e-06
Position 223: 1.5309965364191468e-06
Position 317: 1.4595992576117856e-06
Position 580: 1.4059168014492178e-06
Position 442: 7.097714409260166e-07
Position 585: 6.230726735392097e-07
Position 558: 6.048783763346134e-07
Position 126: 5.9898162289423e-07
Position 1105: 5.3419236156668676e-08
Position 6389: 4.066842918732163e-08
Position 504: 4.803459230983962e-09
Position 507: 2.324067878717915e-09
Position 287: 2.324043252430934e-09
Position 715: 1.9736334669425344e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4956: 0.9971364783571914
Position 6476: 0.9887177211621264
Position 5758: 0.9623635043244042
Position 6201: 0.8798768060285416
Position 4383: 0.70937931670384
Position 3800: 0.446653374258056
Position 4239: 0.0678965849284558
Position 1860: 0.047120784044211356
Position 6251: 0.043016319306646164
Position 1655: 0.02911355305377202
Position 6182: 0.028707348556512524
Position 1882: 0.026046939958460247
Position 1155: 0.024009852452872165
Position 820: 0.019272695709465177
Position 7270: 0.011922363541476484
Position 6489: 0.008193215232772257
Position 1390: 0.006789532127377504
Position 6290: 0.006588757613344937
Position 5629: 0.005948936893590043
Position 7195: 0.00542939403819442
Position 6224: 0.004821137120684497
Position 5535: 0.0036864644724379143
Position 6177: 0.0036098226506002928
Position 5762: 0.002508593797475831
Position 1265: 0.002167276959051657
Position 6514: 0.0017445311515162645
Position 5571: 0.0016120111661446237
Position 5606: 0.0009847820416339634
Position 752: 0.0009361559161751734
Position 828: 0.0009305465660847299
Position 1108: 0.0008385148980908032
Position 1395: 0.0007770669888874329
Position 5575: 0.0005365457767970357
Position 6162: 0.00043879158621076397
Position 6838: 0.00034701565205600326
Position 1533: 0.000343526458979915
Position 6352: 0.00033051458183952964
Position 5436: 0.00023087241110499284
Position 5660: 0.00011995404042199118
Position 899: 7.798500897665234e-05
Position 7251: 7.671476904284195e-05
Position 5613: 7.600967760675751e-05
Position 5952: 5.997194744443268e-05
Position 5463: 4.437282408281262e-05
Position 783: 4.386715643349787e-05
Position 1143: 3.91473636364532e-05
Position 1307: 3.732321202761136e-05
Position 1416: 1.3361210200802288e-05
Position 923: 1.2172022560171363e-05
Position 632: 6.951248743070606e-06
Position 1123: 5.356534328086145e-06
Position 713: 4.701936018940707e-06
Position 1380: 4.38740162840738e-06
Position 993: 3.927237558009251e-06
Position 629: 3.7815421309832454e-06
Position 6704: 1.5693611096072663e-06
