Gene = jhamt
index = 1735
Annotated 5SS: [668]
Annotated 3SS: [731]
SMsplice 5SS: [668]
SMsplice 3SS: [731]
top_k =  100
Partition function (log Z): 0.24443758320362943

Sorted 5' Splice Sites (High to Low Probability):
Position 668: 0.999776036436474
Position 139: 0.04576189641142025
Position 155: 0.030999559119279485
Position 248: 0.01796765158444478
Position 208: 0.0069171165512742945
Position 425: 0.003543875545899205
Position 52: 0.0034689628088723184
Position 956: 0.0034473675174039194
Position 472: 0.003262826357989753
Position 175: 0.0031613861800967205
Position 840: 0.002755516994610677
Position 501: 0.001778029961314666
Position 463: 0.0014831219755734363
Position 994: 0.001347491745213564
Position 286: 0.0008655186654034881
Position 917: 0.0004924284345636605
Position 235: 0.000275503271953714
Position 143: 0.0002482339461925851
Position 370: 0.00021502867677732326
Position 504: 0.0002031140361082604
Position 160: 0.00017823462731308474
Position 1035: 9.958362363280706e-05
Position 684: 7.800996522109965e-05
Position 595: 6.13790925575262e-05
Position 652: 5.566760018194968e-05
Position 1015: 2.3027353771772227e-05
Position 672: 2.2463476887019242e-05
Position 737: 2.148582091822324e-05
Position 926: 1.1102668770162228e-05
Position 1006: 8.264329396236733e-06
Position 862: 5.6340659357913615e-06
Position 636: 1.2689534762826246e-07
Position 578: 6.697441236765923e-08
Position 790: 4.338982353052285e-08
Position 634: 1.1700997828609073e-08
Position 7: 5.230393713397161e-09
Position 10: 9.614727094940919e-10
Position 599: 8.689385911745335e-10
Position 616: 6.3940938276870514e-12
Position 105: 5.19394624411312e-12
Position 640: 4.217695053535404e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.9952976793807348
Position 554: 0.10944679521519206
Position 1013: 0.004805750995385986
Position 519: 0.004631631171297744
Position 776: 0.003610014116317434
Position 105: 0.002610194581036028
Position 417: 0.002318969777473145
Position 1066: 0.001688977212748179
Position 1105: 0.0012320051963814937
Position 835: 0.0008245537543451659
Position 217: 0.0004845522846080247
Position 994: 0.00026924659094563824
Position 472: 0.0002259596258549662
Position 742: 0.00017913148697315428
Position 261: 0.00014344188838494743
Position 501: 0.00013015866535440434
Position 904: 0.00011373501633060106
Position 1095: 9.678942816642737e-05
Position 231: 8.748540397876596e-05
Position 424: 5.789869561556406e-05
Position 385: 4.291206648707066e-05
Position 227: 4.2619255838731784e-05
Position 248: 4.01201256181228e-05
Position 1130: 3.862991045473629e-05
Position 252: 3.8495901494830015e-05
Position 790: 3.0434723144297624e-05
Position 763: 2.4998132113359474e-05
Position 649: 2.259428036826297e-05
