Gene = fon
index = 1705
Annotated 5SS: [ 119  426  536 2325]
Annotated 3SS: [ 412  499  841 2442]
SMsplice 5SS: [ 426 2325]
SMsplice 3SS: [ 841 2442]
top_k =  100
Partition function (log Z): -7.735960069852763

Sorted 5' Splice Sites (High to Low Probability):
Position 2325: 0.8688214962259215
Position 426: 0.4803723460499934
Position 536: 0.35903146392855456
Position 119: 0.06860652802264815
Position 1308: 0.04612728650768624
Position 614: 0.04086503349235509
Position 2879: 0.033826485736386386
Position 373: 0.02145287683482905
Position 109: 0.014951194127766522
Position 1424: 0.013877479780502576
Position 2592: 0.013796384666396908
Position 216: 0.010850831326750078
Position 273: 0.010418881985694925
Position 308: 0.00987725034470448
Position 339: 0.006976196343278194
Position 1021: 0.006897628840673218
Position 1945: 0.006543690016428751
Position 1075: 0.004439176328774723
Position 469: 0.004036395584814281
Position 2694: 0.003699290127980925
Position 951: 0.003053404007861109
Position 240: 0.002580465756060726
Position 996: 0.002301898197571697
Position 213: 0.001506303298680805
Position 2763: 0.0013940073551661145
Position 149: 0.0010658132946734862
Position 2539: 0.001050760555843362
Position 2599: 0.0009343839256611671
Position 167: 0.0005157315646321205
Position 331: 0.0004078572565365976
Position 104: 0.00032251030743167774
Position 34: 0.00020894848100681644
Position 7: 5.252730034899725e-05
Position 1042: 3.716064438600261e-05
Position 442: 2.786585577840459e-05
Position 122: 2.774111976329795e-05
Position 211: 2.6932456826164444e-05
Position 904: 2.302517802381043e-05
Position 170: 1.6203056315932922e-05
Position 130: 1.6118211604580236e-05
Position 265: 2.305718789079498e-06
Position 27: 7.778989466834824e-07
Position 113: 2.92385164887117e-07
Position 44: 2.7572131472919186e-07
Position 106: 2.61019620080797e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2442: 0.9217381842515915
Position 841: 0.7592870986552961
Position 3005: 0.07243742775387457
Position 850: 0.06470090387730043
Position 499: 0.06087954378875757
Position 412: 0.05768073070371102
Position 1481: 0.04139538118808915
Position 644: 0.021826572167083922
Position 1450: 0.021489993066658802
Position 338: 0.018127974370384638
Position 425: 0.0006384300909753418
Position 792: 0.00034362861681494115
Position 273: 0.0003364182278216723
Position 211: 0.00015783606131047865
Position 442: 5.779656311506365e-07
Position 523: 5.666818697350587e-07
Position 308: 2.1937297836499178e-07
