Gene = CG6709
index = 933
Annotated 5SS: [ 154  400 1035 1226]
Annotated 3SS: [ 210  460 1088 1278]
SMsplice 5SS: [ 154  400 1035 1226]
SMsplice 3SS: [ 210  460 1088 1278]
top_k =  100
Partition function (log Z): 11.338539515228147

Sorted 5' Splice Sites (High to Low Probability):
Position 154: 0.9992331319823555
Position 1226: 0.9987811732201838
Position 400: 0.9895989732594208
Position 1035: 0.8840864508634745
Position 804: 0.37972246152972394
Position 559: 0.20183580564732645
Position 576: 0.014569109909212646
Position 340: 0.007627033066639243
Position 655: 0.007009138187408191
Position 738: 0.006198256870822029
Position 638: 0.0031841108610893634
Position 1420: 0.0014090453629487085
Position 1064: 0.0013987801989481389
Position 1403: 0.0011360623933009313
Position 1017: 0.001004938786411674
Position 719: 0.0008289495996388338
Position 367: 0.0007315113971144595
Position 540: 0.0005294306847148353
Position 1464: 0.0004635515905378594
Position 307: 0.0002148050553143037
Position 550: 0.00016064743269967935
Position 563: 9.255216243884871e-05
Position 1486: 7.502902178734632e-05
Position 1204: 7.288804075630763e-05
Position 298: 6.982175914551942e-05
Position 1230: 6.800884772189408e-05
Position 1395: 6.363762408687578e-05
Position 1406: 6.074587313476857e-05
Position 1294: 5.8999692344614936e-05
Position 112: 5.778505066005139e-05
Position 495: 4.9155887155156194e-05
Position 100: 2.3325818896554023e-05
Position 633: 1.0824079341279948e-05
Position 128: 8.051514744380764e-06
Position 51: 5.354983648554749e-06
Position 614: 5.197995130592832e-06
Position 641: 5.0311832928362555e-06
Position 272: 2.4311544118674486e-06
Position 321: 2.1783928853343913e-06
Position 59: 3.367883027592939e-07
Position 190: 2.280422810537906e-07
Position 778: 1.3490401268266432e-07
Position 252: 7.398252177393163e-08
Position 211: 2.9170576480897196e-08
Position 254: 1.3095991016102932e-08
Position 232: 8.155673701257365e-09
Position 75: 7.257094781221049e-09
Position 1052: 3.266797141322576e-09
Position 214: 1.8371613390289113e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1278: 0.9995633691987825
Position 210: 0.999106688434116
Position 460: 0.9982729650028066
Position 1088: 0.8481683751225533
Position 868: 0.34006476407849406
Position 637: 0.19243051143623544
Position 890: 0.049897307768529846
Position 1142: 0.025542224091807203
Position 1034: 0.011681268812042336
Position 1126: 0.01121086057429762
Position 1109: 0.007711190113239072
Position 851: 0.004748858410573715
Position 751: 0.0031198318389359233
Position 1534: 0.0028981089138704385
Position 697: 0.002869388849599395
Position 738: 0.0020545858447778855
Position 598: 0.0005662761907041929
Position 1464: 0.00016490586852285413
Position 1547: 0.00012788207303567701
Position 1486: 6.986606580702126e-05
Position 1352: 5.8999692344614936e-05
Position 605: 5.7124371889183494e-05
Position 252: 3.687857497751305e-05
Position 263: 1.824927650237018e-05
Position 467: 6.32183459691124e-06
Position 285: 5.457198297208034e-06
Position 403: 1.2818796155591561e-06
Position 420: 8.694599236639171e-07
Position 431: 5.262875694255994e-07
Position 340: 1.5685308686957628e-07
Position 406: 1.2752658843793654e-07
