Gene = Edc3
index = 1148
Annotated 5SS: [ 953 2156 2379 2526]
Annotated 3SS: [1240 2217 2440 2580]
SMsplice 5SS: [  89  953 2156 2379 2526]
SMsplice 3SS: [ 141 1240 2217 2440 2580]
top_k =  100
Partition function (log Z): 7.25811490380706

Sorted 5' Splice Sites (High to Low Probability):
Position 2379: 0.998822605735479
Position 2156: 0.984433038450763
Position 2526: 0.8409397048197816
Position 89: 0.8394964034457573
Position 953: 0.7862624896594883
Position 2518: 0.13676555906726243
Position 3669: 0.12695029140254652
Position 2811: 0.11693682210158761
Position 228: 0.09478045278699196
Position 235: 0.04852965113178156
Position 2794: 0.01708376103956944
Position 242: 0.017038942970910177
Position 2802: 0.01598266716508127
Position 246: 0.010389736900304975
Position 2832: 0.00950930057050245
Position 2627: 0.0068125513651129
Position 1527: 0.004720996331415589
Position 72: 0.002556580699868974
Position 1027: 0.0021790890363610127
Position 834: 0.002086720920367818
Position 2171: 0.0016316436948273227
Position 2848: 0.0014391842954305074
Position 93: 0.001280871976655314
Position 1426: 0.001072519321453652
Position 2383: 0.0005148860936697949
Position 78: 0.0005099505565616822
Position 1350: 0.0004382498451479747
Position 1368: 0.00037621844544458063
Position 1662: 0.00029481206470935884
Position 507: 0.00022103430684884887
Position 2553: 0.00018992260919674687
Position 263: 8.93723739238559e-05
Position 64: 7.477640101216217e-05
Position 239: 6.392120363224197e-05
Position 2372: 5.362716137114739e-05
Position 1344: 4.5061039716164596e-05
Position 2363: 4.274917534310111e-05
Position 3101: 2.5088378550376546e-05
Position 2530: 1.7811629076890646e-05
Position 2516: 1.5159103566266442e-05
Position 2638: 7.078908100088463e-06
Position 1124: 5.851801387204855e-06
Position 2338: 4.944355549910106e-06
Position 31: 2.6537698274710056e-06
Position 80: 2.2722693970915157e-06
Position 2281: 1.8451094932672604e-06
Position 1003: 5.298657414796277e-08
Position 2546: 6.507086819292968e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9971772508408928
Position 2580: 0.961036048260946
Position 2440: 0.9121187880748236
Position 1240: 0.8501103191269904
Position 141: 0.7620482605005968
Position 2896: 0.14626317165774974
Position 2455: 0.08438184152851678
Position 326: 0.062317537001852476
Position 3919: 0.05774872916847844
Position 3932: 0.04715961045484893
Position 1007: 0.029714012878179184
Position 2018: 0.022828690342623602
Position 3768: 0.020626914438220765
Position 1306: 0.01815639465798373
Position 2681: 0.0128012520720192
Position 1044: 0.011252639343282562
Position 1267: 0.01121507875145309
Position 288: 0.010493049499909219
Position 2600: 0.009270305953755895
Position 3262: 0.006772654501593718
Position 3880: 0.005602752329254978
Position 187: 0.00528936129179553
Position 371: 0.004887547370869484
Position 3792: 0.004412308142075553
Position 173: 0.004087383808587952
Position 2237: 0.002528864499617472
Position 583: 0.0021732546628860754
Position 429: 0.0017325820018690167
Position 467: 0.001629553724321113
Position 2937: 0.0013865852149630925
Position 3168: 0.0011045144371878309
Position 2848: 0.0007174944042598052
Position 3583: 0.0007054923558350959
Position 438: 0.00041420643603637793
Position 285: 0.00033393869859150137
Position 2243: 0.00019166121774436516
Position 2504: 7.103598828367009e-06
Position 207: 9.511266816345422e-07
Position 1080: 6.463901930912617e-07
Position 204: 1.538586943684066e-07
Position 143: 1.1026603189554326e-08
Position 210: 8.184804982209675e-09
Position 112: 7.148070602312039e-09
