Gene = vir-1
index = 1926
Annotated 5SS: [  117  1799 13984 15890 16255]
Annotated 3SS: [ 1609 13815 15704 15972 19261]
SMsplice 5SS: [  577  1799 13984 15890 16255]
SMsplice 3SS: [ 1609 13815 15704 15972 19157]
top_k =  100
Partition function (log Z): -0.3521146714454422

Sorted 5' Splice Sites (High to Low Probability):
Position 1799: 1.0000000000000007
Position 15890: 0.999436322489826
Position 13984: 0.986838354143
Position 16255: 0.8647840995752768
Position 14758: 0.37122991181642045
Position 18874: 0.3672722950929719
Position 577: 0.3584024808354504
Position 19004: 0.29870836699468206
Position 106: 0.1963964394048999
Position 117: 0.18683303518762792
Position 16231: 0.12027707225056039
Position 13255: 0.11975441113053613
Position 161: 0.10718471017024576
Position 1075: 0.05906978558812217
Position 7825: 0.054741121481372716
Position 18481: 0.045523836972907836
Position 889: 0.036317309281858424
Position 659: 0.02440859339566075
Position 179: 0.02066758449454034
Position 1470: 0.012134185235054926
Position 14606: 0.01120565896962969
Position 14685: 0.009338760249313415
Position 14204: 0.008844334413364973
Position 1107: 0.003919820654398182
Position 16838: 0.0036677341116693046
Position 559: 0.002108511584052683
Position 165: 0.0011467452743359695
Position 14009: 0.0009271021237156843
Position 762: 0.0008927722216237798
Position 78: 0.0007826283766334935
Position 671: 0.0006630234319378245
Position 663: 0.0006099328986478836
Position 15833: 0.00020767879325777505
Position 16109: 6.149477432814088e-05
Position 513: 5.67602183036298e-05
Position 177: 5.5544371684805745e-05
Position 183: 1.2312900510225319e-05
Position 387: 1.1642772074326058e-05
Position 697: 6.3474655547757085e-06
Position 394: 6.316351553239903e-06
Position 148: 4.729329418629484e-06
Position 16569: 4.371549126896585e-06
Position 159: 4.369420268427719e-06
Position 216: 2.1878429037029416e-06
Position 472: 2.3560594591117175e-07
Position 16388: 2.6652392541003545e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 15972: 0.9978817748955016
Position 13815: 0.9782555915102232
Position 15704: 0.954583849592051
Position 1609: 0.7346036744623557
Position 19157: 0.6727628337631831
Position 18253: 0.518015982021984
Position 14330: 0.3760223081452534
Position 18936: 0.32652345158401963
Position 848: 0.21110980053847705
Position 13152: 0.13930933900307804
Position 16805: 0.05867832169752969
Position 7714: 0.054741121481372716
Position 17272: 0.03237322323262682
Position 14665: 0.025707431114708894
Position 238: 0.022696340958913864
Position 16959: 0.022096536897873536
Position 16769: 0.01835248108353972
Position 17126: 0.014995530364902669
Position 15750: 0.013149838346032242
Position 16431: 0.010772265870622124
Position 15111: 0.009554640964538934
Position 1363: 0.00908801885913739
Position 1388: 0.008347450155048761
Position 888: 0.0069978044035692135
Position 1243: 0.006900286608545811
Position 16451: 0.006251455515791864
Position 17398: 0.004873795376930158
Position 15135: 0.0038285166460139785
Position 663: 0.003577801672007819
Position 17105: 0.003511047955379993
Position 625: 0.0029233549634679248
Position 16698: 0.00284270958025327
Position 14535: 0.002578929470553606
Position 16899: 0.002563692593958498
Position 16526: 0.0025201752376420735
Position 14402: 0.0023888118083643752
Position 16038: 0.002050544128659022
Position 554: 0.001737321119387097
Position 16645: 0.0016670909683240281
Position 13124: 0.00148420332451326
Position 16448: 0.001372993220632227
Position 387: 0.0012364148765941073
Position 409: 0.0007946022440696161
Position 472: 0.000658287449751486
Position 290: 0.0006411488670206488
Position 15050: 0.0003746329893716446
Position 14851: 0.00027480945223089335
Position 14879: 0.00027273444939219496
Position 247: 9.599731005283101e-05
Position 394: 8.359253373678113e-05
Position 365: 7.720446059221521e-05
Position 817: 7.00583058946957e-05
Position 16659: 6.42162343946387e-05
Position 16158: 6.155580414271835e-05
Position 500: 5.884452468493777e-05
Position 15990: 5.039787676622989e-05
Position 16028: 8.357718128319207e-06
Position 15944: 5.359510348485012e-06
Position 16022: 4.021535200658455e-07
