Gene = bora
index = 1632
Annotated 5SS: [373]
Annotated 3SS: [430]
SMsplice 5SS: [373]
SMsplice 3SS: [430]
top_k =  100
Partition function (log Z): -5.563779031204725

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.9999980198031815
Position 1798: 0.008511988528360664
Position 1185: 0.00472659233116279
Position 729: 0.0026692201498475818
Position 948: 0.0016961090975247306
Position 110: 0.001343541166847756
Position 1455: 0.0010256030520814584
Position 980: 0.0008192066487154294
Position 621: 0.0005409311807244032
Position 633: 0.0005399170176174469
Position 628: 0.0004139650099141145
Position 498: 0.0003605544091227037
Position 1927: 0.00020757380715873488
Position 841: 0.00015676325470483508
Position 611: 0.00012469144352098414
Position 152: 2.096397373960837e-05
Position 180: 1.858084967299815e-05
Position 97: 9.298603557670839e-06
Position 281: 3.6653802300749113e-06
Position 314: 1.8486414115924823e-06
Position 63: 1.5950091234962054e-06
Position 82: 1.439270404182879e-06
Position 208: 3.684077915809939e-07
Position 217: 2.206802819447395e-07
Position 51: 2.17364162362263e-07
Position 271: 1.9003226354850843e-07
Position 166: 1.1982372817043398e-07
Position 33: 5.1183301801612767e-08
Position 283: 1.783612383945769e-08
Position 348: 2.3359528626166534e-09
Position 377: 1.319116204284153e-09
Position 384: 8.972235190549588e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 430: 0.9440994368264656
Position 476: 0.019730483655704397
Position 676: 0.01221899271356207
Position 1853: 0.009504544267000948
Position 1824: 0.005508452153189817
Position 1788: 0.004767744212301067
Position 1715: 0.003796944180918539
Position 800: 0.0036406351732279378
Position 1045: 0.0030237405471453165
Position 991: 0.0025102748730658807
Position 1541: 0.0024980674520888218
Position 656: 0.0023989577773792154
Position 569: 0.0018583597503751418
Position 920: 0.0017538898600530954
Position 166: 0.0009477316388687446
Position 1549: 0.0009349425662578035
Position 865: 0.0008640842386805121
Position 2011: 0.000859473072246932
Position 1940: 0.0008373416865364837
Position 704: 0.0005474931306763654
Position 2016: 0.00020686066031383378
Position 198: 0.00020385499487098649
Position 201: 0.00014140654636600345
Position 608: 0.0001347819489489715
Position 566: 9.76147595966273e-05
Position 186: 7.190075626837347e-05
Position 261: 1.927613237140281e-05
Position 303: 6.244335956228611e-06
Position 332: 4.830686346944395e-06
Position 268: 3.73825703532792e-06
Position 245: 9.144800718875475e-07
Position 133: 1.1030685798810718e-07
Position 313: 8.287701700822645e-08
Position 94: 5.1183301801612767e-08
