Gene = mus304
index = 1807
Annotated 5SS: [ 737 2317 2570]
Annotated 3SS: [ 815 2389 2635]
SMsplice 5SS: [ 737 2317 2570]
SMsplice 3SS: [ 815 2389 2635]
top_k =  100
Partition function (log Z): -0.4244807209599802

Sorted 5' Splice Sites (High to Low Probability):
Position 737: 0.9866503288216835
Position 2317: 0.9851088754731275
Position 2570: 0.9693874057801112
Position 1308: 0.11160826325614588
Position 1718: 0.07847958805772057
Position 317: 0.04735726715512501
Position 732: 0.009663602598683839
Position 1811: 0.0065375969846601075
Position 1328: 0.005944846384926797
Position 1605: 0.003550140732592434
Position 1299: 0.003462819627345006
Position 540: 0.0019404770931200873
Position 501: 0.0017802983376844898
Position 2552: 0.0009582741024475574
Position 1339: 0.0008054915169831463
Position 2559: 0.0007791898790074685
Position 741: 0.0006541672651920061
Position 753: 0.000645584349498431
Position 2262: 0.0005975816083660746
Position 2280: 0.0005083009102324088
Position 161: 0.0004581976263900649
Position 705: 0.00043111579688199614
Position 2526: 0.00028926081219746776
Position 70: 0.00025417868826896166
Position 2865: 0.00023763609928542206
Position 3: 0.00015148647873027183
Position 2856: 7.028316023659886e-05
Position 2883: 6.188330497810161e-05
Position 1436: 5.123368403366414e-05
Position 1150: 4.7965266837395135e-05
Position 2788: 3.0062148065892613e-05
Position 995: 2.9300868149160335e-05
Position 167: 2.7986792124864263e-05
Position 566: 2.6269755441607245e-05
Position 338: 2.504950621208634e-05
Position 139: 2.3368283513286955e-05
Position 2900: 1.5166117248115082e-05
Position 2859: 1.2403596893694654e-05
Position 727: 7.620705080782284e-06
Position 965: 6.390222441912778e-06
Position 564: 5.886889976202718e-08
Position 637: 1.433226940105681e-10
Position 192: 4.725469843547532e-12
Position 242: 4.645989158962571e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2389: 0.9799846336088226
Position 2635: 0.9658730738758682
Position 815: 0.9083250575492623
Position 1895: 0.08440394148719431
Position 370: 0.047901482260737496
Position 1777: 0.046318754541211364
Position 1427: 0.044475316877760525
Position 2103: 0.020008618712461526
Position 2279: 0.019473700234085976
Position 1654: 0.01826404934457008
Position 2425: 0.014383159972193818
Position 1117: 0.01163647907706303
Position 1949: 0.008800579329122073
Position 857: 0.007757532212252825
Position 1930: 0.006086711888744165
Position 2662: 0.006063397560741194
Position 1102: 0.0052655754977624725
Position 1250: 0.005090344953357339
Position 1822: 0.00434247657039199
Position 1392: 0.0038116039814033607
Position 785: 0.0019020994313197494
Position 1786: 0.0016416159215950573
Position 1476: 0.0016314977608168325
Position 622: 0.0014725100948931712
Position 2694: 0.0008545510465346329
Position 619: 0.000763068613440026
Position 558: 0.0006989158278155458
Position 651: 0.00046482151587273144
Position 3012: 0.000373275758928154
Position 2942: 0.00011798371918692762
Position 555: 0.00010852434850173992
Position 128: 0.0001079838087277028
Position 574: 7.047385489887549e-05
Position 83: 3.757665304901822e-05
Position 564: 3.153635606707445e-05
Position 2923: 3.0783114793997285e-05
Position 262: 1.8213237872047817e-05
Position 1055: 1.692089444170332e-05
Position 1150: 1.5337341268741608e-05
Position 501: 1.1417407502432274e-05
Position 388: 1.0388202084368627e-05
Position 381: 9.406718959294413e-06
Position 682: 8.219826626632291e-06
Position 70: 7.834309999956476e-06
Position 424: 3.607449572724787e-06
Position 165: 1.9651194829343762e-06
