Gene = NimC2
index = 1322
Annotated 5SS: [ 149  315  432 1409]
Annotated 3SS: [ 211  375  489 1551]
SMsplice 5SS: [ 315  432 1409]
SMsplice 3SS: [ 375  489 1551]
top_k =  100
Partition function (log Z): -2.039309506574279

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.990011320903039
Position 1409: 0.9133997687452817
Position 432: 0.6524051235551994
Position 1486: 0.19803986860300035
Position 149: 0.053211004050049915
Position 1179: 0.01551656130306228
Position 1923: 0.011061674678952273
Position 1413: 0.010570593913167196
Position 612: 0.009168894566008338
Position 572: 0.004138393172990116
Position 1401: 0.0022117447852172943
Position 353: 0.0015068711627818424
Position 294: 0.0010492896274482363
Position 962: 0.0009600370482794343
Position 1017: 0.0009138303416116477
Position 702: 0.0008373058234595801
Position 1803: 0.0007843220445583399
Position 1531: 0.0007490323958199243
Position 3006: 0.0007204289394924947
Position 123: 0.00020699122466950377
Position 16: 0.00018966993825383013
Position 153: 0.00014280491468364183
Position 1380: 9.850229748105062e-05
Position 161: 8.897316944235619e-05
Position 247: 2.073441475714504e-05
Position 33: 1.619183102025154e-05
Position 237: 8.112654582242283e-06
Position 46: 3.8110005061127777e-06
Position 135: 3.1255633768280182e-06
Position 213: 2.864375832335957e-06
Position 197: 2.5324638220798076e-06
Position 102: 2.071798708155408e-06
Position 229: 1.911659572132699e-06
Position 177: 1.7271582177452085e-06
Position 404: 5.992074801992954e-07
Position 397: 4.209063836714643e-07
Position 283: 1.9360372966834824e-07
Position 350: 1.8637378482147247e-07
Position 216: 1.6749152496104072e-07
Position 133: 2.2994226177626977e-11
Position 9: 1.40416939369954e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 375: 0.9735819798544064
Position 1551: 0.8423929634539898
Position 489: 0.6712107044838863
Position 1457: 0.2072881830624849
Position 211: 0.05010069702264113
Position 1607: 0.038009429637670546
Position 3137: 0.02413741070702069
Position 1579: 0.02180099521948166
Position 1274: 0.015190388924299041
Position 2574: 0.010305993603092978
Position 820: 0.005490351268588124
Position 257: 0.002524928636734533
Position 2529: 0.0019291545469908194
Position 1013: 0.0009546097490536366
Position 1088: 0.0009134428832428164
Position 493: 0.0007794470917743148
Position 1531: 0.0007636856043477224
Position 251: 0.0002872699763576718
Position 347: 0.0002200468013715882
Position 122: 0.00010801387674040667
Position 452: 3.287771591447745e-05
Position 67: 1.2790754870813069e-05
Position 307: 7.642592755762889e-06
Position 128: 2.0595447805359653e-06
Position 264: 1.7025101097487752e-06
Position 301: 6.684036591749924e-07
Position 149: 2.1981801751344543e-07
