Gene = DCP2
index = 1119
Annotated 5SS: [ 953 3177 3461 4353]
Annotated 3SS: [2433 3241 3614 4408]
SMsplice 5SS: [ 953 2256 3177 3461 4353]
SMsplice 3SS: [2016 2336 3241 3614 4411]
top_k =  100
Partition function (log Z): -3.8818681864945157

Sorted 5' Splice Sites (High to Low Probability):
Position 3177: 0.9997516169125255
Position 4353: 0.9847692310807417
Position 953: 0.9491337922676972
Position 2256: 0.5158924819941858
Position 3465: 0.3112199027615278
Position 2609: 0.2888412573662599
Position 2261: 0.2009798870129245
Position 1976: 0.1954725699455281
Position 1809: 0.0485885161269071
Position 1628: 0.04765083310989578
Position 990: 0.024426195046730066
Position 5881: 0.023649561660478328
Position 3500: 0.015601550874326521
Position 979: 0.01423876392569027
Position 1488: 0.008632340715316192
Position 1385: 0.008382387154546317
Position 2251: 0.007857096306018212
Position 1919: 0.005464619540855109
Position 3522: 0.0039337413744641924
Position 174: 0.003849279161741372
Position 475: 0.0025208459424152074
Position 3343: 0.0023570073782237916
Position 3447: 0.0021872785561890197
Position 785: 0.0021804003771925605
Position 210: 0.0014703776493143605
Position 578: 0.0013406101491240995
Position 220: 0.0010450564653638036
Position 443: 0.000985060708197065
Position 469: 0.0006447681440678915
Position 138: 0.0005601254968157044
Position 103: 0.00024414360159301536
Position 734: 0.00023817506992353962
Position 575: 0.00014165220979762305
Position 2866: 3.380434082063233e-05
Position 1028: 2.2509427283691794e-05
Position 257: 9.564308151595564e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3241: 0.8260632315089429
Position 2016: 0.5899853487066326
Position 2336: 0.5220027692211343
Position 3614: 0.5080165733739107
Position 4411: 0.44640750469446944
Position 4408: 0.3593936528699637
Position 2433: 0.3473217892448887
Position 2667: 0.3246491530974623
Position 1709: 0.23057024242629923
Position 2046: 0.0800412183582352
Position 6512: 0.06223761675600771
Position 1556: 0.057467823223263555
Position 4441: 0.05437000181148269
Position 1334: 0.029353600544566212
Position 1513: 0.028163245863265466
Position 2382: 0.02647121531880644
Position 7287: 0.02267052945483196
Position 5941: 0.01929852383013545
Position 1349: 0.016891098513683686
Position 5736: 0.015264794372807887
Position 5046: 0.01254376390793328
Position 2504: 0.012233873275808313
Position 1413: 0.009299622734960112
Position 2056: 0.00927133440982699
Position 1086: 0.008753250227813026
Position 2104: 0.006095336437808805
Position 1389: 0.005703283464329447
Position 7656: 0.004959880277782892
Position 889: 0.0043883171895951175
Position 5958: 0.004351037830342884
Position 529: 0.0037922488427705927
Position 1205: 0.003536503245340309
Position 1929: 0.0032093978142555364
Position 4447: 0.003181692279450029
Position 637: 0.0023143631456319248
Position 4419: 0.001961994811158594
Position 1179: 0.0016624711750484336
Position 1303: 0.001542302740523147
Position 1147: 0.0013363193256065659
Position 1582: 0.001130413302054737
Position 665: 0.00101633663300034
Position 3220: 0.001005097315224133
Position 4721: 0.0009835002529243028
Position 549: 0.0009130425264788672
Position 4546: 0.0007942995919303121
Position 1446: 0.0007834014134053395
Position 1482: 0.000775038917575527
Position 1039: 8.227919041478034e-05
Position 257: 3.9300879409878394e-05
Position 516: 3.2061530320391073e-06
Position 323: 2.8867998157725422e-06
Position 346: 2.6669834557013084e-06
