Gene = ND-B14.5B
index = 1299
Annotated 5SS: [321 544]
Annotated 3SS: [399 598]
SMsplice 5SS: [321 544]
SMsplice 3SS: [399 598]
top_k =  100
Partition function (log Z): 2.7846525012193872

Sorted 5' Splice Sites (High to Low Probability):
Position 544: 0.998229726804081
Position 321: 0.958291719476787
Position 303: 0.03920601815851264
Position 10: 0.0012511318571597184
Position 126: 0.0011805572428239192
Position 710: 0.0005741366245176713
Position 349: 0.000360843793357246
Position 8: 0.0003249496404237921
Position 537: 0.00023196090480815968
Position 344: 0.0002061061163222186
Position 686: 0.00019047377242767911
Position 817: 0.00015535210099598473
Position 823: 0.00014435580905885307
Position 689: 6.284850613572334e-05
Position 548: 6.059952364543152e-05
Position 759: 4.383451090493667e-05
Position 258: 2.7110967567727023e-05
Position 311: 2.259300909799935e-05
Position 629: 2.109157171069537e-05
Position 14: 1.817602024249772e-05
Position 640: 1.3303737958956385e-05
Position 146: 1.1591442741075687e-05
Position 269: 9.972986268477932e-06
Position 649: 8.357005853511824e-06
Position 634: 7.345404900630121e-06
Position 325: 5.151773186113821e-06
Position 70: 4.792348901730994e-06
Position 45: 3.6372391105347208e-06
Position 130: 2.145926913644579e-06
Position 109: 1.712378125467324e-06
Position 75: 1.013592304509524e-06
Position 100: 9.439055924511335e-07
Position 313: 3.994517786907928e-07
Position 473: 1.4020025242575488e-07
Position 58: 2.763583133111672e-08
Position 495: 1.920767719645227e-08
Position 173: 2.511954391442065e-11
Position 168: 1.1244514867682334e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 598: 0.9978104439551946
Position 399: 0.9968127907732534
Position 70: 0.0012722349757172098
Position 407: 0.0010792468341040845
Position 205: 0.0009694919216441615
Position 774: 0.0006924543693380858
Position 802: 0.0006355202581506349
Position 873: 0.0004886770898317772
Position 93: 0.0002531514634607894
Position 410: 0.0001649810752001573
Position 444: 0.00016018836886762047
Position 606: 0.00010111930777167835
Position 464: 6.683347968874074e-05
Position 168: 3.7544394993658846e-05
Position 461: 3.0241402689838137e-05
Position 75: 3.0149620568911327e-05
Position 130: 2.3268261987581404e-05
Position 847: 2.2619350569508744e-05
Position 736: 8.18981121451115e-06
Position 619: 5.5071513116102335e-06
Position 487: 4.607306605041171e-06
Position 701: 2.0563047878273185e-06
Position 542: 1.448164880573446e-06
Position 109: 1.3191006055446818e-06
Position 307: 5.593066989043481e-08
