Gene = lilli
index = 1758
Annotated 5SS: [  650  4988 59864 61507 62102 62217 65183 65454 65628 65877 66099]
Annotated 3SS: [ 3744 59100 60779 61679 62159 62275 65261 65540 65710 65947 66159]
SMsplice 5SS: [  650  4988 60730 60926 62102 62217 65183 65454 65628 65877 66099]
SMsplice 3SS: [ 4447 60517 60779 61679 62159 62275 65261 65540 65710 65947 66159]
top_k =  100
Partition function (log Z): -69.88726378294636

Sorted 5' Splice Sites (High to Low Probability):
Position 4988: 0.9999947858873403
Position 650: 0.6922419032006144
Position 21477: 0.42519650081075405
Position 532: 0.08387164900414353
Position 326: 0.06099811545046013
Position 320: 0.057467251595138276
Position 314: 0.040217488779654295
Position 351: 0.035358131472990634
Position 205: 0.029847578196310374
Position 4106: 3.896164170441824e-06
Position 4291: 1.3074459670637811e-06
Position 403: 5.195195555846567e-08
Position 542: 4.286479928568079e-08
Position 536: 3.67232274323686e-08
Position 308: 7.464032077693664e-09
Position 304: 7.300438240661712e-09
Position 5841: 6.759594513330873e-09
Position 5305: 3.529890773397069e-09
Position 530: 2.076658526093483e-09
Position 1004: 5.223274362650607e-12
Position 1008: 5.109376466690353e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 21146: 0.9977890336585769
Position 4447: 0.7650477564050031
Position 21530: 0.42519650081075405
Position 4871: 0.15039103949069224
Position 4749: 0.0499752148136938
Position 3744: 0.01868503900873781
Position 4520: 0.015900941452283587
Position 17756: 0.0021426454467487342
Position 13030: 6.258349239557422e-05
Position 11306: 1.9551497744821587e-06
Position 11926: 1.8778461116335757e-06
Position 10136: 6.098921186785234e-07
Position 403: 5.717191310625822e-07
Position 10855: 5.701556073038073e-07
Position 460: 4.944846751884013e-07
Position 609: 4.168049274244688e-07
Position 432: 3.3456942782657e-07
Position 10815: 3.2536216089588726e-07
Position 10462: 2.406075041477917e-07
Position 603: 2.0975428313773056e-07
Position 491: 1.5525620351051324e-07
Position 435: 5.7387704342813546e-08
Position 8962: 5.597077401368817e-08
Position 6582: 4.386623745138407e-08
Position 5207: 2.6607631577783538e-08
Position 440: 2.6110667719513554e-08
Position 5945: 8.451921339652267e-09
Position 5114: 5.9274336788768975e-09
Position 7146: 5.792572086203977e-09
Position 6718: 5.642644902547356e-09
Position 6696: 2.812322470968042e-09
Position 6568: 2.6690419743495713e-09
Position 6313: 2.5448168791120093e-09
Position 6303: 2.0601246198222827e-09
Position 6013: 1.5705763120113381e-09
Position 6088: 1.3255576900644942e-09
Position 5225: 7.61959802688561e-10
Position 5714: 3.550262772252979e-10
Position 5653: 3.0649880661717354e-10
Position 5753: 2.8790461712729635e-10
Position 1934: 1.875541509810552e-11
Position 1065: 1.3445730068951708e-11
Position 873: 1.2126542761421457e-11
Position 1523: 6.190041101925464e-12
Position 1552: 3.8884886610829065e-12
Position 1130: 1.8830947806674693e-12
