Gene = byn
index = 1638
Annotated 5SS: [ 331 4654 5702 5979 6846 7657]
Annotated 3SS: [4307 5580 5834 6046 7271 7734]
SMsplice 5SS: [ 331 4654 5702 5979 6846 7657]
SMsplice 3SS: [4307 5580 5834 6046 7271 7734]
top_k =  100
Partition function (log Z): 19.507117322046003

Sorted 5' Splice Sites (High to Low Probability):
Position 5979: 0.9999710651901886
Position 5702: 0.9862804837568748
Position 331: 0.9845683081844379
Position 4654: 0.9673153001117066
Position 7657: 0.8828024740829277
Position 6846: 0.8733367042775638
Position 5478: 0.4645005747059366
Position 202: 0.1051307242913524
Position 6182: 0.08843569134662227
Position 2948: 0.047276407227277994
Position 2960: 0.03917214288247264
Position 6202: 0.03371208216946757
Position 2208: 0.029837135525235647
Position 4658: 0.02931794104428034
Position 6407: 0.02632187484748217
Position 5279: 0.025813832060430284
Position 3298: 0.022040367849663425
Position 1689: 0.019903134288998425
Position 5070: 0.016501344344442323
Position 2229: 0.015337203613378127
Position 2204: 0.010697356520247232
Position 5683: 0.008760121187861883
Position 7670: 0.008753987385529184
Position 335: 0.008664068677213536
Position 5694: 0.004108540733447623
Position 7126: 0.004020956117714966
Position 8123: 0.0026935451001256195
Position 8103: 0.002192034785324695
Position 5417: 0.001975615175987107
Position 206: 0.0009893784283478682
Position 1876: 0.000985112771318513
Position 6098: 0.0007754547173746808
Position 5770: 0.00036877061021526204
Position 6070: 0.0003447835557885486
Position 5743: 0.00029642653145254443
Position 171: 0.0001810523584581276
Position 4920: 5.1774194273874544e-05
Position 5706: 3.583091090351592e-05
Position 5943: 2.8309625740861104e-05
Position 4932: 2.4531041808536284e-05
Position 219: 2.3697041069519717e-05
Position 122: 2.3653385378104664e-05
Position 5209: 1.955249371469079e-05
Position 5653: 1.4360752085246079e-05
Position 156: 1.376781893296807e-05
Position 224: 6.234788855296569e-06
Position 19: 4.630044364521635e-06
Position 217: 4.145641334285483e-06
Position 191: 2.2984306458703344e-06
Position 6158: 2.2263374078781686e-06
Position 6092: 3.593561911438529e-07
Position 6081: 1.6278843034901396e-07
Position 5933: 5.24750694560683e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5834: 0.9983220020176377
Position 6046: 0.9980631717725981
Position 4307: 0.9957057460106116
Position 5580: 0.9744469456965003
Position 7271: 0.875629443470641
Position 7734: 0.8633920619051442
Position 5336: 0.2496151160558455
Position 5039: 0.0874359704820605
Position 2057: 0.08527709534780169
Position 268: 0.0841393546081839
Position 5131: 0.04000397393841789
Position 2343: 0.039103094779379205
Position 6910: 0.03197137404160869
Position 5235: 0.030953080391713607
Position 4878: 0.030862409781149236
Position 3199: 0.025104577076039983
Position 6465: 0.024365922706736765
Position 7189: 0.022012410008386427
Position 6762: 0.018355743833868583
Position 5091: 0.018252417371480395
Position 4979: 0.016418073749881905
Position 271: 0.015430065782420292
Position 1922: 0.015349390982785227
Position 5602: 0.014738395400241437
Position 6358: 0.012671862225765211
Position 6495: 0.01160889083586023
Position 7774: 0.011246931163456264
Position 7332: 0.010680191691825984
Position 4990: 0.009451783109385836
Position 4935: 0.008946553333439859
Position 892: 0.008602471504717317
Position 6759: 0.007701741528983147
Position 5069: 0.007458503451314219
Position 7702: 0.007069896641425992
Position 8174: 0.0068876589159858675
Position 1545: 0.0055472054426586774
Position 7154: 0.005414516266811842
Position 4883: 0.005224529460205779
Position 7792: 0.004582002221178665
Position 471: 0.004478301360951
Position 5416: 0.0041667857332483935
Position 6239: 0.003759223992140633
Position 4850: 0.0034485183500664787
Position 5098: 0.002320344969722205
Position 8023: 0.0020610025435678883
Position 7246: 0.0019695328381615857
Position 5059: 0.0016501621113610059
Position 2276: 0.0014673321230593292
Position 5849: 0.0013893193078361862
Position 6148: 0.0013676259575309002
Position 7362: 0.0013668507868447245
Position 8209: 0.0012074998786768183
Position 2066: 0.0008746403761283191
Position 3084: 0.0008159910798609531
Position 1447: 0.0004530301278089634
Position 1305: 0.00042814096889180167
Position 3208: 0.00039563494930204107
Position 1322: 0.00034250593414534235
Position 1614: 0.00027707578237716143
Position 1611: 0.00022626862523846144
Position 507: 0.00020781191736880827
Position 5762: 0.0001784247679453254
Position 754: 0.00016662327423350715
Position 428: 0.00011848505431878757
Position 474: 8.311123766817561e-05
Position 1030: 8.243847220542857e-05
Position 5855: 7.63522776736974e-05
Position 1594: 7.112003191912266e-05
Position 822: 7.07682191212508e-05
Position 217: 2.5069911360336952e-05
Position 183: 1.746878842850869e-05
Position 5853: 1.5859930473336427e-05
Position 5943: 6.248593136770602e-06
Position 6070: 4.440765245445179e-06
Position 5948: 2.721076389526477e-06
Position 6112: 2.224042204184386e-06
