Gene = Max
index = 1270
Annotated 5SS: [ 204  345  768 1101]
Annotated 3SS: [ 278  659  976 1165]
SMsplice 5SS: [ 204  768 1101]
SMsplice 3SS: [ 278  976 1165]
top_k =  100
Partition function (log Z): 3.122243892054148

Sorted 5' Splice Sites (High to Low Probability):
Position 1101: 0.9792393694238963
Position 204: 0.9334425900001011
Position 768: 0.7639703774823895
Position 345: 0.4426089339427147
Position 788: 0.193945980672036
Position 25: 0.09388757637993132
Position 487: 0.04924629277622762
Position 215: 0.025578061395402706
Position 449: 0.01820580281699289
Position 840: 0.013763414878714141
Position 371: 0.013665526320100535
Position 1122: 0.00836542328204046
Position 235: 0.005774986195183243
Position 199: 0.005710715633387212
Position 1582: 0.003247636371145507
Position 1471: 0.0031292325011623248
Position 1537: 0.002495921067467743
Position 468: 0.0019265933324744359
Position 1641: 0.0014231399433527125
Position 736: 0.0009390336361265933
Position 51: 0.0008999859299360397
Position 1271: 0.000540012987692765
Position 424: 0.00026523646634514823
Position 426: 0.0002463779205374963
Position 744: 0.0002172383266010225
Position 15: 0.00020891311408621844
Position 163: 0.00017145643890755432
Position 149: 3.169863865692191e-05
Position 3: 3.6327553250088416e-06
Position 95: 1.4868126577694587e-06
Position 1437: 6.577996064697572e-07
Position 429: 2.53654084569398e-07
Position 237: 8.481744781140112e-08
Position 239: 4.1086570493202474e-08
Position 1041: 6.9847487144878446e-09
Position 138: 1.190237783491453e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 976: 0.998368079027107
Position 1165: 0.984521277799029
Position 278: 0.8306051304833033
Position 659: 0.5162416879627953
Position 444: 0.061281586948461135
Position 95: 0.0586504593406283
Position 281: 0.04429356754467281
Position 109: 0.029064678556741726
Position 414: 0.01945583661868001
Position 1658: 0.00574355743861325
Position 1171: 0.003448526148525738
Position 1534: 0.0031298903007687976
Position 668: 0.002406976631061909
Position 149: 0.001624959466834434
Position 1791: 0.001356002803538753
Position 569: 0.0010368253617139556
Position 344: 0.0006106556726740361
Position 1339: 0.0005400129876927649
Position 697: 0.00043103392339873735
Position 1021: 0.00018024027150916603
Position 154: 9.549648185409425e-05
Position 1890: 6.713713981395976e-05
Position 189: 4.7485128477644935e-08
Position 163: 1.8358045383311415e-08
Position 199: 2.956363382157057e-09
Position 169: 2.897487495276444e-09
Position 212: 1.133079104014227e-09
Position 218: 4.5719722856864344e-11
