Gene = dysc
index = 1681
Annotated 5SS: [ 1552 11988 12422 13688 16067 16636 16874 17066 17157 18532 19201 19973
 26859 30165 30315]
Annotated 3SS: [11155 12282 13556 15770 16314 16701 16954 17126 18436 18923 19900 26777
 29969 30221 30378]
SMsplice 5SS: [ 1552 11988 12422 13688 16067 16636 16874 17066 17157 29315 30165 30315]
SMsplice 3SS: [11155 12282 13556 15920 16314 16701 16954 17126 29227 29969 30221 35292]
top_k =  100
Partition function (log Z): 5.330229916129781

Sorted 5' Splice Sites (High to Low Probability):
Position 12422: 0.9999934672055466
Position 13688: 0.9999692439698481
Position 11988: 0.9995895957488468
Position 17066: 0.9990425281422181
Position 16067: 0.9987183836519725
Position 16874: 0.9977484216261241
Position 16636: 0.9959355833086813
Position 1552: 0.6034218756870359
Position 19973: 0.3554851212005852
Position 17157: 0.348093010834077
Position 18532: 0.26695112708765273
Position 18375: 0.1573602432480978
Position 568: 0.1569289603982499
Position 18003: 0.12832975799144924
Position 14329: 0.11643810676739003
Position 748: 0.08763690900643886
Position 736: 0.08711254140127854
Position 629: 0.06491714996215026
Position 13493: 0.04684480390565039
Position 18512: 0.02320621454320168
Position 18196: 0.021284989534643844
Position 8792: 0.020505530353852924
Position 13444: 0.019858365834240842
Position 17428: 0.01692194987322987
Position 16514: 0.01276094345658325
Position 13489: 0.011886114886889681
Position 17687: 0.00553758559888172
Position 18051: 0.005472207315154303
Position 13967: 0.0025454670018231003
Position 12657: 0.0016932320389896412
Position 14933: 0.0016539015934704448
Position 17617: 0.0014849107061848802
Position 16640: 0.0014826178106315904
Position 16518: 0.0011769714157750348
Position 13893: 0.0006380826285475004
Position 14442: 0.0006119593427918431
Position 14312: 0.0004363322605358864
Position 16864: 0.00042161589727842384
Position 13470: 0.00035761621751795905
Position 17382: 0.0003040611964968574
Position 12959: 0.0002522219103590164
Position 16855: 0.000217265239770075
Position 12675: 0.00018365285938461346
Position 12955: 0.00017491723068168363
Position 12803: 0.00015483685897397625
Position 16846: 0.00014786942358530593
Position 16806: 0.0001332864319216346
Position 8778: 0.00011081835070274742
Position 17409: 0.00010587452417054887
Position 13918: 0.00010562388183396121
Position 17368: 0.00010071757196157167
Position 12608: 9.754326853167735e-05
Position 17377: 7.222211801946317e-05
Position 18026: 6.201662810040374e-05
Position 13172: 5.7558788984311945e-05
Position 12793: 5.754129789484002e-05
Position 16571: 5.187575052768449e-05
Position 1757: 4.9304692852829174e-05
Position 2994: 4.751335127451571e-05
Position 16890: 3.938017306346284e-05
Position 12554: 3.755775822987014e-05
Position 12996: 3.306657918633908e-05
Position 13640: 3.075303808392066e-05
Position 4994: 1.825038991545582e-05
Position 5270: 1.825038991545582e-05
Position 16880: 1.4414662232424022e-05
Position 16472: 1.147025819969953e-05
Position 14120: 1.1027526827136496e-05
Position 13831: 1.0649771543695914e-05
Position 17051: 7.744853833326224e-06
Position 1379: 5.207516973759611e-06
Position 17074: 4.173902820488304e-06
Position 16878: 3.265686420506951e-06
Position 16716: 2.9459688857361546e-06
Position 868: 1.6503254080055059e-06
Position 14261: 1.5132724331946611e-06
Position 17128: 1.201306240629096e-06
Position 643: 1.128593738928306e-06
Position 1598: 1.0202227387403545e-06
Position 2041: 7.904740315379995e-07
Position 17207: 6.796468986663277e-07
Position 17419: 6.6121902552027e-07
Position 547: 6.389158026625191e-07
Position 301: 4.788299602175358e-07
Position 779: 3.2771244765129755e-07
Position 801: 3.1690359142053443e-07
Position 137: 2.696867615653749e-07
Position 297: 2.6451573047509735e-07
Position 838: 2.4607560000194486e-07
Position 14283: 1.8835321018470338e-07
Position 422: 2.2098964067574277e-08
Position 12426: 1.985544226506404e-08
Position 13623: 2.974501455489675e-09
Position 16550: 1.2317063424609015e-09
Position 16528: 4.419255802904876e-10
Position 12400: 1.1937007930149839e-10
Position 16412: 8.404208027269817e-12
Position 12931: 8.34497996673273e-12
Position 12797: 7.351795920380857e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11155: 0.9995895994962939
Position 12282: 0.9994391703635933
Position 16701: 0.9988836867617521
Position 16954: 0.9979781123606181
Position 13556: 0.9847989665191784
Position 17126: 0.9516177808701081
Position 16314: 0.8932987543076533
Position 15920: 0.6226348815474986
Position 18436: 0.5505147250525345
Position 21620: 0.24957692702134793
Position 15770: 0.1698665891682107
Position 18923: 0.154703704059764
Position 13784: 0.12697785181893476
Position 18594: 0.12625742612260368
Position 20052: 0.10590819417923707
Position 18350: 0.09334814522595064
Position 16271: 0.07189483637646796
Position 13193: 0.05473947789670688
Position 14000: 0.037840907976792584
Position 14380: 0.035484108476879404
Position 15644: 0.03458236557963805
Position 18117: 0.03404771304182602
Position 17471: 0.02597213379259195
Position 12510: 0.021516869023596168
Position 8184: 0.020616348704555636
Position 14192: 0.019386425940311383
Position 15782: 0.017366832136949867
Position 18936: 0.01484924998690518
Position 16278: 0.01434071538579249
Position 14977: 0.012698379954719667
Position 16570: 0.011540387581418825
Position 16170: 0.010771923468588377
Position 13562: 0.01046760086921653
Position 13761: 0.01037847465673553
Position 13764: 0.009308726482915088
Position 18984: 0.00823160601617544
Position 16285: 0.006554871761381877
Position 17521: 0.005855176703673858
Position 15422: 0.004729127767767709
Position 15257: 0.004716631447866275
Position 13179: 0.004669295898795179
Position 12710: 0.004624462776645338
Position 15389: 0.004339980554903007
Position 14021: 0.004045682991043437
Position 14196: 0.003200250937942266
Position 18656: 0.0031395546382566343
Position 17810: 0.002524510967962155
Position 16228: 0.0016957573729399597
Position 17784: 0.001571802968457357
Position 16351: 0.0013275490459646589
Position 14519: 0.0012798647840537804
Position 17564: 0.0011351767139803621
Position 14392: 0.0011204812742444943
Position 16687: 0.0009515680717157818
Position 14045: 0.0008302141001901844
Position 17207: 0.0005795703320031028
Position 16964: 0.0005043185744266544
Position 12139: 0.00048648111665163186
Position 14346: 0.00042456673469223253
Position 13163: 0.0003956580022528122
Position 13287: 0.00024750803330221484
Position 16985: 0.0002136237728864361
Position 13261: 0.00014489326222728884
Position 16715: 8.77303588662434e-05
Position 1646: 5.6765813858387336e-05
Position 12099: 4.588872207732554e-05
Position 17031: 3.113806903475253e-05
Position 12142: 2.8451131026475046e-05
Position 12553: 2.5296164226659093e-05
Position 4809: 1.825038991545582e-05
Position 5061: 1.825038991545582e-05
Position 1053: 1.5360369425051024e-05
Position 2146: 1.3747596869265784e-05
Position 12536: 1.1688711555366885e-05
Position 16703: 9.404481698335596e-06
Position 2592: 8.688595321614703e-06
Position 2044: 8.52290054772581e-06
Position 787: 8.421046926372277e-06
Position 1429: 8.394080181758734e-06
Position 13117: 6.967678570543748e-06
Position 2248: 6.7159678924364445e-06
Position 17132: 6.285552175804568e-06
Position 13418: 5.548429167526035e-06
Position 16669: 5.425910833782793e-06
Position 12657: 5.375995875350406e-06
Position 12689: 5.134935089644134e-06
Position 13637: 4.977951869929856e-06
Position 16850: 3.5781287689491706e-06
Position 12781: 3.3724732122131263e-06
Position 17049: 2.7545183964744264e-06
Position 12864: 1.7833456890602558e-06
Position 12980: 1.4824385279795446e-06
Position 12977: 1.4648979998238854e-06
Position 13032: 1.3440272077842016e-06
Position 12561: 1.240202618806826e-06
Position 12672: 8.010117452280433e-07
Position 12471: 7.931340692031172e-07
Position 12793: 5.1785386096388e-07
