Gene = ninaA
index = 1817
Annotated 5SS: [570]
Annotated 3SS: [667]
SMsplice 5SS: [570]
SMsplice 3SS: [667]
top_k =  100
Partition function (log Z): -4.295425714358975

Sorted 5' Splice Sites (High to Low Probability):
Position 570: 0.9962656858535816
Position 48: 0.023594659604962688
Position 28: 0.004301633074748732
Position 21: 0.0029817612010179214
Position 26: 0.0017307726935413704
Position 531: 0.0015255517312154408
Position 177: 0.0008548379656160187
Position 795: 0.00043316946050019593
Position 601: 0.0003457398610750306
Position 52: 0.00032026232529924027
Position 15: 0.0003106357431542903
Position 43: 0.00023485439148678832
Position 574: 0.00023137138922114418
Position 424: 0.00015183810639562463
Position 156: 5.9917534110446886e-05
Position 200: 4.292317293836911e-05
Position 333: 3.287751027906929e-05
Position 4: 3.1893402764478664e-05
Position 405: 3.1133059352954424e-05
Position 297: 2.4098227836326345e-05
Position 118: 1.8600193855224535e-05
Position 497: 1.7813131731016056e-05
Position 9: 1.706949099642248e-05
Position 276: 1.7049925294460974e-05
Position 225: 1.4024493625818008e-05
Position 862: 1.3971935184828772e-05
Position 300: 1.3940315719715729e-05
Position 486: 1.0273361519700658e-05
Position 803: 1.0171806307482453e-05
Position 519: 8.784509291699522e-06
Position 137: 4.021826738461904e-06
Position 132: 3.208643424123721e-06
Position 633: 2.5361566871704824e-06
Position 65: 4.232052263035177e-07
Position 477: 3.6661827074622307e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 667: 0.9981284980264264
Position 94: 0.03324824061228873
Position 628: 0.0013963807269191239
Position 853: 0.000496873134609276
Position 115: 0.00019499213599762669
Position 321: 5.414759999886083e-05
Position 617: 4.454916132353701e-05
Position 637: 2.1470602704591512e-05
Position 742: 1.5287063118868426e-05
Position 907: 1.2603664077651665e-05
Position 361: 1.1554097744950356e-05
Position 395: 4.770280556499627e-06
Position 497: 4.4854965304679006e-06
Position 913: 4.21553412046614e-06
Position 470: 3.784505006155188e-06
Position 184: 2.232397385472246e-06
Position 209: 2.176561547783464e-06
Position 810: 2.142480892583089e-06
Position 530: 2.039365026287502e-06
Position 872: 1.7661638643380205e-06
Position 221: 1.3695505243002898e-06
Position 65: 1.3067254779335393e-06
Position 916: 1.0060068775058759e-06
Position 271: 9.94851830571721e-07
Position 173: 6.182255990111352e-07
Position 161: 7.008694382193771e-10
