Gene = Ncoa6
index = 1312
Annotated 5SS: [ 732 1958 3337 8173 8751]
Annotated 3SS: [1773 2019 3453 8246 8808]
SMsplice 5SS: [ 732 1958 3337 4108 8173 8751]
SMsplice 3SS: [1773 2019 3453 7965 8246 8808]
top_k =  100
Partition function (log Z): -1.0174622615400442

Sorted 5' Splice Sites (High to Low Probability):
Position 8751: 0.996123713524727
Position 1958: 0.9959380981283659
Position 3337: 0.9827675928066505
Position 732: 0.864812202726303
Position 8173: 0.4376976202398474
Position 4108: 0.2666990973599254
Position 4096: 0.15313184931223114
Position 396: 0.09619125960792937
Position 420: 0.08478248829619837
Position 1532: 0.04761037812713478
Position 127: 0.013072679565679767
Position 2881: 0.010869872834242105
Position 4113: 0.00953100111122442
Position 4089: 0.009463197610055022
Position 386: 0.003844965976440318
Position 2319: 0.002703762710070976
Position 2640: 0.0024443867723206343
Position 2472: 0.0024162261979670603
Position 9500: 0.002087198430946603
Position 392: 0.0020175718620224423
Position 2667: 0.0019800569147518225
Position 436: 0.0017864953983348225
Position 390: 0.001766975600815531
Position 1887: 0.0016420890111453325
Position 9470: 0.0016107657674589312
Position 1927: 0.0015294753752741214
Position 12: 0.0015095958249938819
Position 10203: 0.0014435954284398357
Position 2280: 0.00110022638861285
Position 3343: 0.0010867293740292122
Position 2104: 0.0007126286269192718
Position 528: 0.0006840686302132986
Position 1512: 0.0005596634911274034
Position 400: 0.000546554170216381
Position 1962: 0.0005142889446190066
Position 1451: 0.0004839757800956736
Position 2419: 0.00043940914153597677
Position 402: 0.00043097565532067175
Position 1319: 0.000388505111230424
Position 2340: 0.0003742878269498005
Position 388: 0.0003159009686029158
Position 2614: 0.00024835988450108584
Position 404: 0.00024247058055236129
Position 8684: 0.00023243176414168023
Position 424: 0.00017167004317483682
Position 426: 0.00015647823531233997
Position 2409: 6.351255357337172e-05
Position 1912: 6.069309891601134e-05
Position 6: 5.9758764865899376e-05
Position 2484: 5.169843058157972e-05
Position 2286: 4.1249816683364033e-05
Position 161: 2.8661829737734577e-05
Position 1931: 6.561007895040703e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8246: 0.9996749021748129
Position 2019: 0.9990400221496949
Position 8808: 0.9902288296382956
Position 3453: 0.8761776676491632
Position 1773: 0.8204022231881593
Position 1776: 0.16227112680850456
Position 624: 0.07487682327799222
Position 1114: 0.023269600551253686
Position 1053: 0.01488903685541502
Position 519: 0.005419115301316285
Position 10334: 0.0031945550729326573
Position 1825: 0.0030515555934730607
Position 3125: 0.0029950798843178363
Position 9752: 0.0028602621440574944
Position 3197: 0.0025019915949274804
Position 1214: 0.0024508770184166985
Position 1025: 0.0019953395923842966
Position 481: 0.001977325987532644
Position 2804: 0.001700790308588668
Position 731: 0.0016912378284790006
Position 473: 0.001465584936672452
Position 59: 0.0013627019761350654
Position 9621: 0.0011554125391679824
Position 10100: 0.0010853297237564908
Position 9541: 0.0009925491907005581
Position 911: 0.0009778751624893063
Position 496: 0.000948716156940325
Position 1585: 0.0008937329036712465
Position 1638: 0.0008441686449263447
Position 9580: 0.0007842704789061063
Position 460: 0.0007836230000533055
Position 11387: 0.0006694316076291637
Position 3497: 0.0006524478650227484
Position 8960: 0.0005270645202681079
Position 525: 0.000508714616815173
Position 558: 0.00047158486286696813
Position 1615: 0.000330898489622095
Position 2701: 0.0002617647716130661
Position 1556: 0.00021136952580524273
Position 2483: 0.00019243259733495052
Position 572: 0.0001857609169070999
Position 2339: 0.00013983499884531468
Position 2333: 0.00012452518440461642
Position 2189: 0.00011561465675081224
Position 227: 0.00010251401090030778
Position 4213: 1.0755608454745741e-05
Position 173: 6.357021841774143e-07
Position 120: 5.113255735780607e-07
Position 3491: 2.8864895298917666e-07
