Gene = cep290
index = 1644
Annotated 5SS: [ 758  989 1450 2341 3335 3526 3742 4486 5210 5396 6443 6836]
Annotated 3SS: [ 814 1041 1514 2399 3392 3587 3798 4549 5262 5453 6507 6898]
SMsplice 5SS: [ 758  989 1450 2341 3335 3526 3742 4486 5210 5396 6443 6836]
SMsplice 3SS: [ 814 1041 1514 2399 3392 3587 3798 4549 5262 5453 6507 6898]
top_k =  100
Partition function (log Z): 41.215226925646014

Sorted 5' Splice Sites (High to Low Probability):
Position 989: 0.9999928399360176
Position 3526: 0.9987397990496375
Position 2341: 0.9983595863249148
Position 5210: 0.9982445730970312
Position 1450: 0.9951157725179037
Position 3335: 0.9937155580471454
Position 4486: 0.9923739963125494
Position 758: 0.9887934519423965
Position 3742: 0.9718350376937418
Position 6836: 0.9467217437536162
Position 5396: 0.913833943990025
Position 6443: 0.8988278971207341
Position 245: 0.13383027659625424
Position 6578: 0.03628984264540283
Position 623: 0.03105933350811768
Position 4113: 0.021395117482990868
Position 1342: 0.0071620425100768735
Position 6840: 0.006422579423596258
Position 401: 0.0063728021969221525
Position 6447: 0.0056334297198207045
Position 4767: 0.003106164004301216
Position 4205: 0.0027901260766320097
Position 6001: 0.001668715186035561
Position 6187: 0.0016053426170726422
Position 2092: 0.0015708188709142445
Position 3183: 0.0015569922784550683
Position 3752: 0.001510158575257199
Position 4500: 0.0011918496084305764
Position 2306: 0.0011854312711378845
Position 1584: 0.0009793308628622708
Position 3523: 0.0006941485293216839
Position 2559: 0.0006286704726574712
Position 1150: 0.0006113694100693518
Position 5190: 0.0006104407146970975
Position 765: 0.00058033749295215
Position 1920: 0.0004817251182489282
Position 1349: 0.00047791434486749244
Position 3755: 0.00045722526357878923
Position 6075: 0.00044591094566423544
Position 1860: 0.00036017348986814055
Position 2493: 0.0002860616933973233
Position 3962: 0.00022401844948652394
Position 2081: 0.00021880518813459753
Position 5068: 0.00019349204962110217
Position 2532: 0.0001888637900119427
Position 4709: 0.0001867867402562453
Position 3178: 0.0001682357901815342
Position 5153: 0.00015245752892969818
Position 5217: 0.00013143742183692212
Position 2595: 0.0001205094719172966
Position 3504: 0.00011908532007939406
Position 5222: 0.00011428552915901775
Position 7067: 0.00010801660639794404
Position 2817: 0.00010730852783298748
Position 3044: 9.90699342047038e-05
Position 7087: 8.176660033610997e-05
Position 236: 7.632020595634933e-05
Position 774: 6.975576144168759e-05
Position 1261: 6.0003772408505566e-05
Position 4639: 5.5570730168926005e-05
