Gene = Ptip
index = 1392
Annotated 5SS: [ 352 3275 3863 5534 6942 7235]
Annotated 3SS: [ 730 3331 3936 5639 7002 7296]
SMsplice 5SS: [ 352 3275 3863 5534 6942 7235]
SMsplice 3SS: [ 730 3331 5001 5639 7002 7296]
top_k =  100
Partition function (log Z): 9.360088719402443

Sorted 5' Splice Sites (High to Low Probability):
Position 6942: 0.9968793480137724
Position 7235: 0.9960036549416037
Position 3863: 0.980180403088048
Position 5534: 0.9791836780594319
Position 352: 0.9380595954315505
Position 3275: 0.792042508039501
Position 4858: 0.19689948535146543
Position 7446: 0.17358083780618427
Position 6336: 0.0655509263254578
Position 3008: 0.054713283599253065
Position 3464: 0.04903179099358707
Position 986: 0.03129296756198759
Position 6329: 0.029727496203157844
Position 2492: 0.01924220018053905
Position 952: 0.01828714532378403
Position 4854: 0.016174493480853855
Position 406: 0.015858905145210236
Position 3446: 0.01440512698862616
Position 5538: 0.014095963915917635
Position 866: 0.013693924576405456
Position 5813: 0.010060619728140237
Position 454: 0.009330516273900602
Position 4841: 0.008840322007871295
Position 7397: 0.006866540409942997
Position 402: 0.006226774290431447
Position 1598: 0.006127218223525851
Position 538: 0.0052599271906698265
Position 1668: 0.004769807590007645
Position 1163: 0.004369105366166327
Position 7414: 0.004195642423364783
Position 2505: 0.003951646679967213
Position 6417: 0.0036622832859539906
Position 7239: 0.0030960131164798317
Position 7406: 0.0029543708651857082
Position 410: 0.0028516221379950514
Position 316: 0.0027186038785079266
Position 479: 0.002676806020397431
Position 2147: 0.002527473870690981
Position 1502: 0.0024761126195174377
Position 178: 0.002438461691544479
Position 1148: 0.0021521531847870493
Position 6203: 0.0021357250478730105
Position 7998: 0.0017437678972298646
Position 225: 0.001692822039176747
Position 6946: 0.0015894472290946115
Position 1079: 0.0015885239938641699
Position 26: 0.0015175637881706552
Position 542: 0.0014858599697520824
Position 1180: 0.0012801321440261747
Position 1098: 0.0012661128578940637
Position 3728: 0.0012129667163448697
Position 2126: 0.0011876006723578582
Position 548: 0.0011852033430043672
Position 1035: 0.001141329798042672
