Gene = Cdk5alpha
index = 1063
Annotated 5SS: [ 413 1585 2144 2409]
Annotated 3SS: [ 646 2005 2202 2480]
SMsplice 5SS: [ 413 1585 2144 2409]
SMsplice 3SS: [ 646 2005 2202 2480]
top_k =  100
Partition function (log Z): -6.529330641846957

Sorted 5' Splice Sites (High to Low Probability):
Position 2409: 0.9081267753867839
Position 1585: 0.8626073609449328
Position 413: 0.8208684769336898
Position 2144: 0.5101711502390728
Position 1403: 0.08540458918348125
Position 394: 0.037269161876541945
Position 884: 0.02830153664711118
Position 526: 0.02422543932058603
Position 241: 0.006667927479614042
Position 865: 0.005070927493798691
Position 169: 0.004352866524103238
Position 429: 0.003030699888527779
Position 188: 0.002136286660469598
Position 299: 0.0017656576391643062
Position 150: 0.0015526938136322965
Position 479: 0.0013292568052872746
Position 134: 0.000780583372735875
Position 444: 0.0006191834228626725
Position 289: 0.0005149969463795599
Position 81: 0.000420914499927629
Position 75: 0.00027297530460158507
Position 234: 0.00015561113480069076
Position 10: 3.8023006633104566e-05
Position 600: 2.8740380208057105e-05
Position 481: 2.5969581040028955e-05
Position 543: 2.5278975324486207e-05
Position 186: 2.9249802631505275e-06
Position 274: 2.7513278057358647e-06
Position 297: 1.6258394777036867e-06
Position 220: 1.0742989642479343e-06
Position 251: 3.159562748822922e-07
Position 207: 3.1434464044610726e-07
Position 313: 1.6194287043768084e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2480: 0.9128892529254404
Position 646: 0.8633944140490744
Position 2202: 0.4230810294148864
Position 2005: 0.4145407826688266
Position 1973: 0.2851609078318707
Position 2062: 0.1084641851928211
Position 2224: 0.055436228083893715
Position 2251: 0.046227650956184335
Position 1649: 0.02954469906296627
Position 1479: 0.025790214502837763
Position 1772: 0.022796678760493155
Position 1953: 0.021217606739527068
Position 1938: 0.014533199836181364
Position 804: 0.01440239327647621
Position 1900: 0.009488899778089721
Position 2554: 0.0072251830326201276
Position 589: 0.006966991864206851
Position 915: 0.006161539800482375
Position 1874: 0.00596844054221061
Position 465: 0.005719443944901762
Position 1425: 0.0033994103875715103
Position 1296: 0.003316273332704126
Position 1508: 0.002849339131269951
Position 708: 0.0027391792583050536
Position 526: 0.002645612839631943
Position 1837: 0.002458482285233484
Position 1494: 0.002109770713086854
Position 292: 0.0017625162215232357
Position 927: 0.001224350189595361
Position 772: 0.0010831163314700448
Position 1542: 0.0009770254662330327
Position 1167: 0.0009689168279100505
Position 969: 0.0007093344766293603
Position 310: 0.0003065905504874626
Position 234: 5.8384740061539376e-05
Position 203: 4.782677819347526e-05
Position 377: 3.866815644160227e-05
Position 182: 3.849392574373617e-05
Position 68: 1.2052369329986845e-05
Position 297: 6.632928816774786e-06
Position 240: 5.678595612536795e-06
Position 217: 4.854381766095766e-06
