Gene = tow
index = 1915
Annotated 5SS: [ 151 1914 3592 3703 5060 5254]
Annotated 3SS: [1575 3407 3644 4391 5114 5421]
SMsplice 5SS: [ 246 3592 3703 5060 5254]
SMsplice 3SS: [3407 3644 4391 5129 5421]
top_k =  100
Partition function (log Z): 4.478033117543741

Sorted 5' Splice Sites (High to Low Probability):
Position 5254: 0.9999824012920484
Position 5060: 0.98750042888974
Position 3592: 0.9797037428676613
Position 3703: 0.834174639072382
Position 1914: 0.29323213167425805
Position 246: 0.27672486039764793
Position 324: 0.18547432158141755
Position 3114: 0.16954087187225447
Position 151: 0.15259728185197463
Position 4042: 0.09941568732073539
Position 6091: 0.0680170472851143
Position 688: 0.030223231110997843
Position 990: 0.029685543439910766
Position 6265: 0.029499739269833337
Position 3845: 0.025255401236999243
Position 652: 0.023068944042633745
Position 2371: 0.020033124844233637
Position 969: 0.01142493310609042
Position 2519: 0.010675852570289579
Position 4296: 0.009173932825278338
Position 4998: 0.007652588731767767
Position 3880: 0.005866674927910202
Position 4213: 0.004690183515975643
Position 1299: 0.002611161953466077
Position 1187: 0.0023658910898579737
Position 4258: 0.0021635417279314774
Position 1985: 0.002137208560026377
Position 5805: 0.0021179293536103877
Position 6050: 0.0018383935997684357
Position 5064: 0.0014833326568829824
Position 5485: 0.0014580925995019893
Position 5541: 0.0013703796941516853
Position 1272: 0.001222610929565154
Position 3772: 0.0008870236199637655
Position 949: 0.0008782663351686248
Position 3596: 0.0006528455718336525
Position 1315: 0.00042637173553145805
Position 5661: 0.00024967217593291834
Position 633: 0.00023766618637678137
Position 1192: 0.00018878080177673183
Position 218: 0.00017199122536767821
Position 5646: 8.92822485405166e-05
Position 1884: 5.5736886269740976e-05
Position 1413: 5.0199005011413876e-05
Position 5248: 6.749294111796895e-06
Position 5270: 3.253547062498751e-06
Position 5258: 8.728476381550411e-08
Position 5296: 8.274003238564426e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3407: 0.9699570111071364
Position 5421: 0.9425267504921223
Position 4391: 0.9393212256584733
Position 3644: 0.9057387181905545
Position 5129: 0.6587608688918377
Position 5114: 0.33042605470452585
Position 2250: 0.1791692293801659
Position 6158: 0.0684949356055388
Position 5386: 0.053360093165536554
Position 3928: 0.05097672830748885
Position 6323: 0.029499739269833365
Position 4295: 0.02854078176670006
Position 1360: 0.025038229876700298
Position 2268: 0.020148627549858373
Position 3666: 0.018362722015961383
Position 5911: 0.008936625181361313
Position 2154: 0.008321579216579908
Position 5180: 0.008116707765978356
Position 3659: 0.007001853841539986
Position 3801: 0.004742280251126548
Position 3891: 0.0028238690250406394
Position 3286: 0.00233266597857325
Position 1309: 0.002277202450978227
Position 3184: 0.0015107649259880171
Position 1032: 0.00129818525913806
Position 3967: 0.0012960302374916434
Position 6161: 0.0012895425771737635
Position 3806: 0.00126904119983197
Position 3772: 0.001013327038512402
Position 5193: 0.0008781783736317502
Position 1365: 0.0008545897857602006
Position 850: 0.0006242261732797847
Position 5334: 0.0004618872327182312
Position 2184: 0.00033030745226906574
Position 3663: 0.000304732325089622
Position 1606: 0.00010980813204593444
Position 316: 9.403144094915465e-05
Position 6117: 7.096270217012584e-05
