Gene = Ostgamma
index = 1350
Annotated 5SS: [ 210 1046 1287]
Annotated 3SS: [ 318 1123 1351]
SMsplice 5SS: [ 210 1046 1287]
SMsplice 3SS: [ 318 1123 1351]
top_k =  100
Partition function (log Z): 1.161584126537376

Sorted 5' Splice Sites (High to Low Probability):
Position 1046: 0.99685697355042
Position 1287: 0.9460707213796495
Position 210: 0.7534955787107438
Position 817: 0.09122047153739708
Position 411: 0.013275748798574783
Position 162: 0.005978841306563994
Position 214: 0.0013907577100955454
Position 66: 0.0009880909386337147
Position 1274: 0.000680042982568272
Position 491: 0.0006236956822027722
Position 237: 0.00039222933785167867
Position 1248: 0.000257591754276415
Position 154: 0.000250080601751554
Position 1291: 0.0002337804914161749
Position 75: 0.00020812745282921118
Position 1057: 0.00019105920910032537
Position 91: 0.0001861044873330047
Position 1064: 0.0001540497695725022
Position 1211: 0.0001282638504414081
Position 1259: 7.41138659474234e-05
Position 1015: 7.184549224337467e-05
Position 94: 6.0344560075490865e-05
Position 170: 5.65674156908118e-05
Position 1018: 5.1800391872515474e-05
Position 1038: 1.8792895995443647e-05
Position 1216: 1.7312197091246714e-05
Position 1252: 1.5461503562966116e-05
Position 1033: 1.4144308297490974e-05
Position 577: 1.248464731658963e-05
Position 1228: 1.0678467585480472e-05
Position 448: 9.17746042282403e-06
Position 601: 7.463949957116429e-06
Position 7: 6.939182809202907e-06
Position 402: 5.8238690230328355e-06
Position 226: 4.476118902258522e-06
Position 102: 2.7109791685961276e-06
Position 85: 7.5450659032041e-08
Position 165: 6.606042946395099e-08
Position 343: 4.710017833777453e-08
Position 218: 3.0319702729880714e-08
Position 301: 1.941511383581857e-08
Position 290: 1.657542115380958e-08
Position 415: 6.626885598728829e-09
Position 974: 1.3699971522097584e-09
Position 824: 2.8726544699802013e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9996721663203092
Position 1351: 0.9387771884093837
Position 318: 0.7171793163823483
Position 892: 0.11926140730494705
Position 262: 0.015715571884871434
Position 1367: 0.0070975377371636705
Position 870: 0.002601419775229312
Position 1005: 0.001801494849770385
Position 266: 0.0015738092724455973
Position 657: 0.001359799153857438
Position 343: 0.0013305122428268624
Position 121: 0.0011989191313887357
Position 486: 0.001146988616187835
Position 1419: 0.0009440817196020919
Position 476: 0.0008444408334776991
Position 494: 0.0008363912727716827
Position 402: 0.0005403775708236912
Position 1329: 0.00038776123432992637
Position 1379: 0.0002853096377725205
Position 286: 0.0001345001995214926
Position 375: 8.235032067131106e-05
Position 1176: 6.502124461292115e-05
Position 1390: 5.9373730984224074e-05
Position 249: 4.3268671490237756e-05
Position 274: 4.012499947560517e-05
Position 1266: 1.8041911897737296e-05
Position 1272: 1.5580464764774138e-05
Position 1432: 5.5473427416784185e-06
Position 189: 1.6600888358725513e-06
Position 140: 1.2675526641164333e-06
Position 151: 1.0983742819471183e-06
Position 94: 9.204716672761935e-08
Position 165: 9.170168571870251e-08
Position 91: 7.984751453728151e-08
Position 209: 1.5353683268847607e-08
Position 1193: 2.6029993739249237e-09
